stage,count,rms_nis,sqrt_mean_nis,rejected_rate,accepted_only_rms_nis,physical_residual_rms
SEC_20_LAUNCH,156501.0,4.622766716353396,0.8993213913717045,0.002421709765432809,1.5748535528326761,1.3659446398680213
SEC_30_STRAIGHT,98409.0,27.131762198567134,2.0969549613362406,0.02004897926002703,14.228699386888241,2.612877227923826
SEC_40_YAW,33762.0,9.399501287674418,2.345371279213287,0.0007404774598661217,9.218334185161801,1.4603569791604476
launch,78600.0,7.042511240141628,1.1342801339914432,0.002837150127226463,4.055203699200518,1.6168647370818543
mixed_launch,231789.0,12.96721223512246,1.5665112919635176,0.010487986919137665,7.3174595330027685,2.1580309100291952
straight,3285.0,106.83463365573995,5.780447678941504,0.1506849315068493,105.03799250795333,5.342819068182633
yaw_launch,523875.0,104.7800663408554,5.022177505468108,0.08514244810307803,85.27983628926849,5.105991733018645
