dataset_split,count,run_count,baseline_rmse_nm,b_corrected_rmse_nm,c_corrected_rmse_nm,round2_corrected_rmse_nm,baseline_mae_nm,b_corrected_mae_nm,c_corrected_mae_nm,round2_corrected_mae_nm,round2_median_abs_nm,round2_signed_median_nm,round2_rmse_improvement_pct
primary_open_floor_fit_authoritative,47317,15,0.036866176895009706,0.028527902105821207,0.024120243843366647,0.030450790533272824,0.02548019573643722,0.01837154350352887,0.01669606586387381,0.019083115878815355,0.01121839630495702,0.0006833903061454569,17.40182167520952
open_floor_fit_downweighted,31165,9,0.043194073119807955,0.041880095058734225,0.033092937468878494,0.04070080294265593,0.027849684910123535,0.026067556659536712,0.021125958685861815,0.02457554997460848,0.01068180012887353,6.241761827144494e-05,5.772250674847015
open_floor_validation_only,14542,9,0.016930709100069437,0.011371864567424441,0.014417143137851248,0.01947716722401726,0.010368821404827396,0.007184395958611261,0.009193881856653647,0.009981634136638296,0.004637902685673883,-0.00032516963008788014,-15.040469415054675
diag_validation_only,11108,3,0.0846209251204878,0.08441199698509007,0.03876675590868194,0.06332475705554386,0.0738060716588945,0.07330765758440137,0.03102652010118408,0.047129741368120356,0.031636586230738256,-0.002493991744870575,25.166550749263635
aux_downweighted_validation,14448,13,0.05126637392308136,0.048945040795565886,0.028529439179585198,0.04431537324764417,0.03305637759772979,0.030609917627105278,0.0179203984053372,0.027627827515582706,0.012006002689629756,-0.0002936487735970087,13.558596295236873
validation_non_authoritative,71263,34,0.05023383204822011,nan,0.03034172395599833,0.04272089259135528,0.032501511564374225,nan,0.019584418756558176,0.025731922002103298,0.010268387460565857,-0.0002523880015258065,14.955935373700056
