vf_mps,yaw_rate_radps,variant,baseline_opposing_yaw_torque_nm,extra_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,required_applied_bank_torque_nm,left_command,right_command,lr_delta_command,max_abs_command,hard_gate_min_abs_command,hard_gate_pass,command_outside_unit,contact_utilization_raw,limiter_activity_proxy
0.03,6.0,C_combined_slip,0.0887655,0.08590022050683667,0.17466572050683665,0.026023923147530104,1.2281811298629046,-1.220848854325672,2.4490299841885763,1.2281811298629046,1.220848854325672,True,True,2.429929584553238,1.4299295845532378
0.03,6.0,Round2_force_contact_surface,0.0887655,-0.028228067663479475,0.06053743233652052,0.00901963752305221,0.5593413676011234,-0.5520090920638905,1.111350459665014,0.5593413676011234,0.5520090920638905,False,False,2.429929584553238,1.4299295845532378
0.06,0.2,Baseline,0.00295885,0.0,0.00295885,0.00044084714952442834,0.19557872131482504,0.15882995365151698,0.03674876766330806,0.19557872131482504,0.15882995365151698,False,False,0.08099765281844126,0.0
0.06,0.2,B_stribeck,0.00295885,0.0006952801126893958,0.003654130112689396,0.0005444388340640784,0.19965335515654659,0.1547553198097954,0.044898035346751186,0.19965335515654659,0.1547553198097954,False,False,0.08099765281844126,0.0
0.06,0.2,C_combined_slip,0.00295885,0.0038966011068954595,0.00685545110689546,0.0010214123998103827,0.21841444241208413,0.13599423255425788,0.08242020985782625,0.21841444241208413,0.13599423255425788,False,False,0.08099765281844126,0.0
0.06,0.2,Round2_force_contact_surface,0.00295885,0.0007239630774728592,0.003682813077472859,0.000548712387392128,0.1998214493920275,0.1545872255743145,0.045234223817713,0.1998214493920275,0.1545872255743145,False,False,0.08099765281844126,0.0
0.06,0.844444444,Baseline,0.012492922215646997,0.0,0.012492922215646997,0.0018613546303457035,0.2547850691759893,0.0996236057740186,0.1551614634019707,0.2547850691759893,0.0996236057740186,False,False,0.3419900894978683,0.0
0.06,0.844444444,B_stribeck,0.012492922215646997,0.0635360144337814,0.07602893664942839,0.011327759096701032,0.6271328321209186,-0.3198263000280535,0.9469591321489721,0.6271328321209186,0.3198263000280535,False,False,0.3419900894978683,0.0
0.06,0.844444444,C_combined_slip,0.012492922215646997,0.016264383046857726,0.028757305262504723,0.004284629519231814,0.3501011933796661,-0.042794661286801025,0.39289585466646715,0.3501011933796661,0.042794661286801025,False,False,0.3419900894978683,0.0
0.06,0.844444444,Round2_force_contact_surface,0.012492922215646997,0.058582052687974576,0.07107497490362158,0.010589654794525529,0.5981005330350451,-0.29079400094217994,0.888894533977225,0.5981005330350451,0.29079400094217994,False,False,0.3419900894978683,0.0
0.06,1.488888889,Baseline,0.022026994446088247,0.0,0.022026994446088247,0.003281862113371215,0.3139914171290257,-0.49191835264662975,0.8059097697756554,0.49191835264662975,0.3139914171290257,False,False,0.6029825265822837,0.0
0.06,1.488888889,B_stribeck,0.022026994446088247,0.06389530377213319,0.08592229821822144,0.01280179808036595,0.6884447666861697,-0.8663717022037737,1.5548164688899435,0.8663717022037737,0.6884447666861697,True,False,0.6029825265822837,0.0
0.06,1.488888889,C_combined_slip,0.022026994446088247,0.02512137049863753,0.04714836494472578,0.007024763773297006,0.46121321236812196,-0.639140147885726,1.100353360253848,0.639140147885726,0.46121321236812196,False,False,0.6029825265822837,0.0
0.06,1.488888889,Round2_force_contact_surface,0.022026994446088247,0.05811892039424696,0.0801459148403352,0.01194115893113519,0.6545927309890007,-0.8325196665066048,1.4871123974956055,0.8325196665066048,0.6545927309890007,True,False,0.6029825265822837,0.0
0.06,2.133333333,Baseline,0.03156106666173525,0.0,0.03156106666173525,0.004702369594192491,0.37319776499019,-0.3585332139157245,0.7317309789059145,0.37319776499019,0.3585332139157245,False,False,0.8639749632617107,0.0
0.06,2.133333333,B_stribeck,0.03156106666173525,0.06392293768970327,0.09548400435143851,0.01422642281410338,0.7478130609249958,-0.7331485098505302,1.480961570775526,0.7478130609249958,0.7331485098505302,True,False,0.8639749632617107,0.0
0.06,2.133333333,C_combined_slip,0.03156106666173525,0.02944711476614226,0.061008181427877506,0.009089775716967393,0.5457702407123362,-0.5311056896378705,1.0768759303502067,0.5457702407123362,0.5311056896378705,False,False,0.8639749632617107,0.0
