forward_velocity_bin_mps,yaw_rate_bin_radps,abs_yaw_rate_bin_radps,count,median_residual_additive_yaw_torque_nm,median_opposing_yaw_resistance_nm,trimmed_mean_opposing_yaw_resistance_nm,mad_opposing_yaw_resistance_nm,iqr_opposing_yaw_resistance_nm
0.30,-10.00,10.00,198,-0.108786955,-0.108786955,-0.108762744,0.011151410,0.022554076
0.30,-9.50,9.50,251,-0.110253373,-0.110253373,-0.110458193,0.010509597,0.021126658
0.30,-9.00,9.00,250,-0.106530913,-0.106530913,-0.105577744,0.012845011,0.025613439
0.30,-8.50,8.50,231,-0.102626862,-0.102626862,-0.100067855,0.011850700,0.025649963
0.30,-8.00,8.00,227,-0.103798920,-0.103798920,-0.101376495,0.013082814,0.029487536
0.30,-7.50,7.50,119,-0.096580345,-0.096580345,-0.088982220,0.018108278,0.043608557
0.30,-7.00,7.00,241,-0.091634638,-0.091634638,-0.085345088,0.017900349,0.040689619
0.30,-6.50,6.50,406,-0.104012637,-0.104012637,-0.097741827,0.014670044,0.035876269
0.30,-6.00,6.00,538,-0.102659237,-0.102659237,-0.095623401,0.016641740,0.042409688
0.30,-5.50,5.50,430,-0.068810839,-0.068810839,-0.067732198,0.042165148,0.087603780
0.30,-5.00,5.00,421,-0.055352738,-0.055352738,-0.055649448,0.041045419,0.081846679
0.30,-4.50,4.50,388,-0.050893968,-0.050893968,-0.054020485,0.035902805,0.071089557
0.30,-4.00,4.00,395,-0.057686645,-0.057686645,-0.060289992,0.034610265,0.071240396
0.30,-3.50,3.50,482,-0.048393825,-0.048393825,-0.054661495,0.028670825,0.066687986
0.30,-3.00,3.00,585,-0.037081464,-0.037081464,-0.045356603,0.021379204,0.062601392
0.30,-2.50,2.50,638,-0.036625760,-0.036625760,-0.047667640,0.024628119,0.072536141
0.30,-2.00,2.00,725,-0.038567057,-0.038567057,-0.052086141,0.038026206,0.088220692
0.30,-1.50,1.50,639,-0.038937239,-0.038937239,-0.052529022,0.040009574,0.092057457
0.30,-1.00,1.00,877,-0.019569092,-0.019569092,-0.034506836,0.022938743,0.081387104
0.30,-0.50,0.50,722,-0.089221766,-0.089221766,-0.067769603,0.029349110,0.102089808
0.30,0.00,0.00,938,-0.011218347,-0.000253255,-0.005350746,0.042593111,0.091415195
0.30,0.50,0.50,830,-0.008594633,0.008594633,0.015879180,0.021868848,0.047865143
0.30,1.00,1.00,475,-0.019267676,0.019267676,0.028705922,0.028239955,0.067951409
0.30,1.50,1.50,421,-0.028416531,0.028416531,0.034355783,0.042525603,0.083622180
0.30,2.00,2.00,227,-0.017141225,0.017141225,0.017904260,0.043359190,0.087954070
0.30,2.50,2.50,276,0.004002180,-0.004002180,0.004384163,0.027998139,0.064491895
0.30,3.00,3.00,247,0.008274696,-0.008274696,0.001178886,0.027971391,0.064075972
0.30,3.50,3.50,162,0.020099614,-0.020099614,-0.019090452,0.015991395,0.031877803
0.30,4.00,4.00,166,0.025900240,-0.025900240,-0.026078120,0.014457029,0.028833873
0.30,4.50,4.50,176,0.023882651,-0.023882651,-0.029604238,0.014994473,0.035671594
0.30,5.00,5.00,133,0.027584351,-0.027584351,-0.029204097,0.015715484,0.030517231
0.30,5.50,5.50,143,0.028694809,-0.028694809,-0.032736260,0.018794948,0.037950505
0.30,6.00,6.00,154,0.027594246,-0.027594246,-0.030265236,0.014365370,0.028038815
0.30,6.50,6.50,174,0.038082514,-0.038082514,-0.039849155,0.017101100,0.034113456
0.30,7.00,7.00,200,0.048071528,-0.048071528,-0.053109683,0.025911232,0.053639164
0.30,7.50,7.50,265,0.041957786,-0.041957786,-0.049298954,0.031237286,0.066357288
0.30,8.00,8.00,742,0.033971223,-0.033971223,-0.043215747,0.026307691,0.061944051
0.30,8.50,8.50,914,0.048582251,-0.048582251,-0.049190345,0.026600271,0.052931949
0.30,9.00,9.00,743,0.043985691,-0.043985691,-0.048727522,0.028084844,0.059366569
0.30,9.50,9.50,529,0.072126723,-0.072126723,-0.067853523,0.029929072,0.061232165
0.30,10.00,10.00,455,0.079221101,-0.079221101,-0.077718313,0.024020430,0.048753248
0.30,10.50,10.50,603,0.080514181,-0.080514181,-0.077398019,0.025397571,0.053063555
0.30,11.00,11.00,861,0.077042704,-0.077042704,-0.074951091,0.025752408,0.051482664
0.30,11.50,11.50,732,0.092008967,-0.092008967,-0.089104339,0.016979046,0.035612770
0.30,12.00,12.00,595,0.094746658,-0.094746658,-0.091841154,0.016775409,0.035173131
0.30,12.50,12.50,968,0.107205670,-0.107205670,-0.107913511,0.013242614,0.026102196
0.30,13.00,13.00,1575,0.111211395,-0.111211395,-0.111086818,0.012473124,0.024896746
0.30,13.50,13.50,1286,0.110021776,-0.110021776,-0.109654409,0.013241210,0.026657495
0.30,14.00,14.00,1443,0.112108010,-0.112108010,-0.111957146,0.012819066,0.025560217
0.30,14.50,14.50,1693,0.114082913,-0.114082913,-0.114357645,0.012303134,0.024527904
0.30,15.00,15.00,1426,0.114138683,-0.114138683,-0.114553984,0.011459459,0.022895064
0.30,15.50,15.50,569,0.112304611,-0.112304611,-0.113238915,0.013651371,0.027633740
0.30,16.00,16.00,418,0.116315342,-0.116315342,-0.115508307,0.013995773,0.027887977
0.30,16.50,16.50,300,0.114809279,-0.114809279,-0.115356225,0.014147660,0.028464308
0.30,17.00,17.00,293,0.115996952,-0.115996952,-0.115906521,0.014339813,0.028767026
0.30,17.50,17.50,246,0.117700875,-0.117700875,-0.117366950,0.014793038,0.029397681
0.30,18.00,18.00,295,0.117269981,-0.117269981,-0.116364807,0.013735398,0.027759212
0.30,18.50,18.50,618,0.114308224,-0.114308224,-0.115131006,0.011794878,0.024177588
0.30,19.00,19.00,348,0.112746081,-0.112746081,-0.112613720,0.010977447,0.021774850
0.30,19.50,19.50,164,0.114502118,-0.114502118,-0.115175510,0.013300572,0.027381820
0.30,20.00,20.00,233,0.115913485,-0.115913485,-0.117461269,0.013237915,0.026909169
0.30,20.50,20.50,255,0.113956362,-0.113956362,-0.114319043,0.010797626,0.021325366
0.30,21.00,21.00,180,0.116190077,-0.116190077,-0.115836482,0.011854029,0.023448415
0.30,21.50,21.50,37,0.115746308,-0.115746308,-0.116244323,0.015612479,0.031787173
0.40,-13.50,13.50,57,-0.109528878,-0.109528878,-0.107770743,0.012347594,0.023221492
0.40,-13.00,13.00,54,-0.108789848,-0.108789848,-0.109492881,0.009935211,0.019686617
0.40,-12.50,12.50,41,-0.112469614,-0.112469614,-0.115023055,0.016193286,0.033971028
0.40,-12.00,12.00,27,-0.108047325,-0.108047325,-0.109883923,0.015486701,0.030955306
0.40,-11.50,11.50,35,-0.115528869,-0.115528869,-0.113485806,0.020914116,0.040626315
0.40,-11.00,11.00,33,-0.114571336,-0.114571336,-0.109384390,0.020938342,0.043321994
0.40,-10.50,10.50,126,-0.081834052,-0.081834052,-0.085296667,0.015777734,0.030875511
0.40,-10.00,10.00,260,-0.088485344,-0.088485344,-0.087446047,0.020370573,0.041491588
0.40,-9.50,9.50,218,-0.083584689,-0.083584689,-0.080152404,0.024074720,0.049849907
0.40,-9.00,9.00,384,-0.072886513,-0.072886513,-0.071398545,0.018344688,0.036684170
0.40,-8.50,8.50,672,-0.058223407,-0.058223407,-0.057920198,0.021244501,0.042472120
0.40,-8.00,8.00,828,-0.036251065,-0.036251065,-0.040012430,0.021194078,0.044713028
0.40,-7.50,7.50,1073,-0.029768083,-0.029768083,-0.035154258,0.020001714,0.044303339
0.40,-7.00,7.00,1448,-0.026752281,-0.026752281,-0.028882779,0.018108430,0.037629611
0.40,-6.50,6.50,1747,-0.024765642,-0.024765642,-0.027355905,0.017950665,0.038498535
0.40,-6.00,6.00,2560,-0.019336430,-0.019336430,-0.020592697,0.015104070,0.030273076
0.40,-5.50,5.50,2524,-0.015523483,-0.015523483,-0.015971625,0.014078054,0.028130754
0.40,-5.00,5.00,2767,-0.011934765,-0.011934765,-0.012175925,0.012762522,0.025512752
0.40,-4.50,4.50,2856,-0.009500096,-0.009500096,-0.009441774,0.011827141,0.023740704
0.40,-4.00,4.00,1570,-0.010210528,-0.010210528,-0.010353604,0.012875662,0.025686043
0.40,-3.50,3.50,1174,-0.010815540,-0.010815540,-0.010897177,0.013473158,0.026844053
0.40,-3.00,3.00,1444,-0.010637628,-0.010637628,-0.011506434,0.015503839,0.031035782
0.40,-2.50,2.50,1648,-0.006084859,-0.006084859,-0.011249539,0.014648909,0.031035730
0.40,-2.00,2.00,2267,-0.004845743,-0.004845743,-0.006097867,0.014183256,0.028390060
0.40,-1.50,1.50,2135,-0.003352340,-0.003352340,-0.006344209,0.013912627,0.028398714
0.40,-1.00,1.00,3903,-0.003270195,-0.003270195,-0.006836783,0.015338234,0.030942537
0.40,-0.50,0.50,4720,0.004803103,0.004803103,0.021629765,0.034653880,0.115940164
0.40,0.00,0.00,14574,0.002598785,0.002880984,0.001215671,0.013312335,0.026747476
0.40,0.50,0.50,5167,0.001617672,-0.001617672,-0.011566028,0.015517351,0.032994616
0.40,1.00,1.00,2733,-0.001091605,0.001091605,0.001392296,0.012845511,0.025782904
0.40,1.50,1.50,1715,-0.000444914,0.000444914,-0.000800928,0.012863446,0.026178205
0.40,2.00,2.00,990,0.000499607,-0.000499607,-0.001125677,0.013858438,0.028179283
0.40,2.50,2.50,1152,0.000705237,-0.000705237,-0.000971749,0.013572006,0.027110279
0.40,3.00,3.00,604,0.005410130,-0.005410130,-0.006624660,0.018296948,0.036202958
0.40,3.50,3.50,537,0.004289052,-0.004289052,-0.005001905,0.016662616,0.033358866
0.40,4.00,4.00,567,0.007385478,-0.007385478,-0.006910033,0.015259665,0.030923050
0.40,4.50,4.50,794,0.007746679,-0.007746679,-0.008034822,0.014042983,0.027908210
0.40,5.00,5.00,888,0.008301778,-0.008301778,-0.008292733,0.014035926,0.027870703
0.40,5.50,5.50,819,0.010686790,-0.010686790,-0.010529550,0.015154806,0.030234542
0.40,6.00,6.00,860,0.012863474,-0.012863474,-0.013543251,0.016296176,0.032955012
0.40,6.50,6.50,1236,0.010877078,-0.010877078,-0.011193098,0.014097959,0.027974642
0.40,7.00,7.00,906,0.016355979,-0.016355979,-0.017247709,0.015151543,0.030300414
0.40,7.50,7.50,589,0.024378041,-0.024378041,-0.027259474,0.018577898,0.038650265
0.40,8.00,8.00,461,0.037490455,-0.037490455,-0.042697698,0.021798208,0.051991306
0.40,8.50,8.50,656,0.035581756,-0.035581756,-0.041102128,0.021316729,0.049071947
0.40,9.00,9.00,884,0.034933511,-0.034933511,-0.038828516,0.017939976,0.039015079
0.40,9.50,9.50,917,0.043790826,-0.043790826,-0.047236622,0.025029211,0.051488961
0.40,10.00,10.00,842,0.048640632,-0.048640632,-0.050218910,0.025366759,0.051029486
0.40,10.50,10.50,665,0.049070466,-0.049070466,-0.050612321,0.022040207,0.044565305
0.40,11.00,11.00,395,0.054496652,-0.054496652,-0.056604627,0.022879773,0.047737121
0.40,11.50,11.50,271,0.049617050,-0.049617050,-0.056600897,0.020268977,0.046215182
0.40,12.00,12.00,208,0.065647562,-0.065647562,-0.066199116,0.022467155,0.044163497
0.40,12.50,12.50,133,0.076469186,-0.076469186,-0.077754349,0.021718915,0.043544385
0.40,13.00,13.00,178,0.085367759,-0.085367759,-0.082596929,0.019660016,0.040764718
0.40,13.50,13.50,278,0.089156758,-0.089156758,-0.088692987,0.023194663,0.047214708
0.40,14.00,14.00,274,0.098944721,-0.098944721,-0.098486696,0.016477389,0.032993568
0.40,14.50,14.50,164,0.102703194,-0.102703194,-0.102827540,0.015374441,0.030822145
0.40,15.00,15.00,110,0.105549047,-0.105549047,-0.101202784,0.016327064,0.032534998
0.40,15.50,15.50,82,0.102737230,-0.102737230,-0.104023241,0.017821859,0.036403970
0.40,16.00,16.00,108,0.109315808,-0.109315808,-0.109380251,0.015618779,0.030920493
0.40,16.50,16.50,65,0.111045481,-0.111045481,-0.112572132,0.014994099,0.029029557
0.40,17.00,17.00,71,0.119501953,-0.119501953,-0.116384283,0.013669483,0.027862682
0.40,17.50,17.50,50,0.101510622,-0.101510622,-0.101289494,0.019661420,0.037896652
0.40,18.00,18.00,73,0.105787899,-0.105787899,-0.103489531,0.019412719,0.036667742
0.40,18.50,18.50,83,0.114156040,-0.114156040,-0.111180662,0.015186580,0.029868942
0.40,19.00,19.00,35,0.111155334,-0.111155334,-0.109261082,0.015112292,0.029188865
0.50,-10.00,10.00,66,-0.061625837,-0.061625837,-0.061900927,0.020049026,0.039590373
0.50,-9.50,9.50,105,-0.047990171,-0.047990171,-0.051344432,0.021961825,0.047149144
0.50,-9.00,9.00,63,-0.046977992,-0.046977992,-0.049038491,0.024809888,0.046316592
0.50,-8.50,8.50,63,-0.046757451,-0.046757451,-0.052261998,0.023499722,0.049483376
0.50,-8.00,8.00,118,-0.021585537,-0.021585537,-0.026108814,0.015606932,0.031221926
0.50,-7.50,7.50,241,-0.016226485,-0.016226485,-0.019100264,0.012252957,0.024679380
0.50,-7.00,7.00,244,-0.016767947,-0.016767947,-0.017511922,0.011771920,0.022776717
0.50,-6.50,6.50,206,-0.017263077,-0.017263077,-0.018664576,0.014088428,0.030104487
0.50,-6.00,6.00,161,-0.020995091,-0.020995091,-0.021593859,0.013317467,0.026425370
0.50,-5.50,5.50,174,-0.018547343,-0.018547343,-0.018264791,0.012716454,0.025236509
0.50,-5.00,5.00,158,-0.019728150,-0.019728150,-0.019532206,0.011643205,0.023668988
0.50,-4.50,4.50,134,-0.016023625,-0.016023625,-0.015874764,0.012095190,0.024028400
0.50,-4.00,4.00,160,-0.016860518,-0.016860518,-0.016398520,0.012948087,0.025901561
0.50,-3.50,3.50,170,-0.014196222,-0.014196222,-0.013816199,0.012022519,0.023831134
0.50,-3.00,3.00,225,-0.013283397,-0.013283397,-0.013249076,0.012452728,0.024774631
0.50,-2.50,2.50,182,-0.015508834,-0.015508834,-0.016375223,0.012076941,0.024146660
0.50,-2.00,2.00,230,-0.015120431,-0.015120431,-0.014580226,0.015556064,0.032322628
0.50,-1.50,1.50,583,-0.004483992,-0.004483992,-0.005237826,0.012646002,0.024879503
0.50,-1.00,1.00,440,-0.005984958,-0.005984958,-0.008432692,0.014170416,0.028474044
0.50,-0.50,0.50,748,-0.002410175,-0.002410175,-0.003302229,0.008287343,0.017231234
0.50,0.00,0.00,2591,0.001035627,0.003151184,0.002327835,0.009589433,0.019518379
0.50,0.50,0.50,606,0.002499036,-0.002499036,-0.002689459,0.012220678,0.024346879
0.50,1.00,1.00,367,0.004346726,-0.004346726,-0.003499679,0.011278326,0.022274614
0.50,1.50,1.50,677,0.001028596,-0.001028596,-0.000699661,0.012230642,0.024734108
0.50,2.00,2.00,93,0.007897393,-0.007897393,-0.007342970,0.018534860,0.036918519
0.50,2.50,2.50,169,0.008472621,-0.008472621,-0.009384969,0.015434414,0.030759089
0.50,3.00,3.00,111,0.019239299,-0.019239299,-0.026253155,0.020305393,0.037912990
0.50,3.50,3.50,88,0.010070510,-0.010070510,-0.011849447,0.011822907,0.024890109
0.50,4.00,4.00,56,0.012120515,-0.012120515,-0.011121021,0.018566661,0.036545714
0.50,4.50,4.50,144,0.005371414,-0.005371414,-0.004452793,0.013001703,0.025647407
0.50,5.00,5.00,168,0.003570166,-0.003570166,-0.003926802,0.013425719,0.026257217
0.50,5.50,5.50,105,0.003635547,-0.003635547,-0.002086466,0.016896997,0.034104811
0.50,6.00,6.00,100,-0.006689165,0.006689165,0.004271905,0.020874535,0.039436635
0.50,6.50,6.50,113,-0.002832574,0.002832574,0.002540603,0.017072176,0.032471052
0.50,7.00,7.00,122,0.009539322,-0.009539322,-0.009198832,0.019359574,0.040393911
0.50,7.50,7.50,160,0.002338255,-0.002338255,-0.004004047,0.020607473,0.040482858
0.50,8.00,8.00,110,0.013182690,-0.013182690,-0.012987871,0.020964826,0.041350642
0.50,8.50,8.50,136,0.018186177,-0.018186177,-0.020298249,0.019493526,0.037716903
0.50,9.00,9.00,121,0.014751255,-0.014751255,-0.016155892,0.014604326,0.030301481
0.50,9.50,9.50,85,0.029476020,-0.029476020,-0.031084939,0.018119212,0.037513970
0.50,10.00,10.00,108,0.080267429,-0.080267429,-0.077924961,0.021315570,0.041928179
0.50,10.50,10.50,95,0.089726755,-0.089726755,-0.087051901,0.015281853,0.030022736
0.50,11.00,11.00,30,0.077617124,-0.077617124,-0.078229195,0.025089671,0.049517617
0.50,13.00,13.00,37,0.092784857,-0.092784857,-0.088010576,0.021951626,0.046223911
0.60,-0.50,0.50,43,0.003917235,0.003917235,0.001299622,0.013081967,0.024568509
0.60,0.00,0.00,92,-0.001466604,0.003894464,0.002063987,0.011154638,0.021360386
0.60,0.50,0.50,71,0.004367658,-0.004367658,-0.000602305,0.018191047,0.037918503
0.60,1.00,1.00,60,0.001331010,-0.001331010,0.000278390,0.009756979,0.022770810
0.60,7.50,7.50,31,-0.025196901,0.025196901,0.023415362,0.014535683,0.028627055
0.60,8.00,8.00,33,-0.016266872,0.016266872,0.016826861,0.011005671,0.021215565
0.70,0.00,0.00,54,0.005889423,0.004303571,0.005720882,0.011937707,0.024314982
0.70,0.50,0.50,69,0.005967871,-0.005967871,-0.007891197,0.012762951,0.026460019
0.70,1.00,1.00,66,0.006938407,-0.006938407,-0.007850748,0.012630542,0.025822353
0.70,1.50,1.50,25,0.011398470,-0.011398470,-0.010483663,0.017031338,0.031142841
0.70,2.00,2.00,28,0.006795510,-0.006795510,-0.005690752,0.015794777,0.028300493
