group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,rmse_improvement_fraction,median_predicted_opposing_nm
latest_may4_all,5217,2,0.032157544166236535,0.030706181480499355,0.02518525240540541,0.023547304852764912,0.020284213,0.018119956609235714,0.005072003,0.0043279368069347925,0.04513288322747676,0.004341086810996686
launch_neighborhood_abs_vf_lt_0p08_yaw_0p5_to_1p5,5369,45,0.06923634465161105,0.078518947695293,0.057393886386477924,0.06317592894012716,0.050873817,0.05109105921411591,-0.005769959,-0.004899703149677735,-0.13407124668973916,0.015625227046909666
low_speed_yaw_abs_vf_lt_0p15_abs_yaw_ge_0p5,20694,45,0.0728316980229981,0.0800565964739206,0.06032932463143907,0.06506188958679571,0.052169427500000004,0.05338755325381307,-0.003849287,-0.002801433714409717,-0.09919991771496377,0.010528642381071707
high_speed_abs_vf_ge_0p7,144,17,0.08879277130149174,0.08979883589401104,0.055096948680555556,0.055890875277599186,0.0279539725,0.028606170395833214,-0.0061936149999999995,-0.006203588955635794,-0.011330478571315819,0.000932818633122924
limiter_active,29069,43,0.07486155156013301,0.07994322726255505,0.06155072403636176,0.06494410707370339,0.052931181,0.05473953672286079,0.002937701,0.0024492960400974585,-0.06788098291470966,0.006456487430912004
hardware_saturation_evidence,5017,24,0.06367306128234744,0.06633219022443268,0.05109065278532988,0.05311862653140503,0.043237809,0.04499441648510564,0.003758487,0.0030702767014725713,-0.04176222861806159,0.0064833617157421045
line_branch_rows,22159,48,0.026983003812390386,0.026988571701175725,0.013990637816056683,0.014005404990550833,0.006315788,0.006338040946187839,0.000337272,0.0003414113350481916,-0.00020634799683724327,0.00024336269999943773
blend_branch_rows,81183,49,0.042423342613976046,0.04498176003852371,0.02823914495915401,0.029643027405023902,0.015805051,0.016117211109293282,3.8565e-05,0.00016599142742421266,-0.06030683267529254,0.0023649028873896014
stribeck_branch_rows,15238,38,0.07331030778308484,0.07966352004600455,0.06032580336579604,0.06417494169020325,0.050209162,0.04971772646319696,0.0049270135,0.004928779745891576,-0.08666192320073182,0.005010647065277649
