variant,applied_bank_torque_nm,left_command_torque_nm,right_command_torque_nm,left_command,right_command,lr_delta_command,max_abs_command,left_surface_mps,right_surface_mps,left_wheel_speed_radps,right_wheel_speed_radps,left_launch_torque_nm,right_launch_torque_nm,baseline_opposing_yaw_torque_nm,extra_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,launch_target_left_command,launch_gate_min_abs_command,gate_pass,target_abs_error
best_unresolved_boundary_candidate,0.010939667182525994,0.014659667182525996,-0.014659667182525996,0.6053399435105726,-0.6053399435105726,1.2106798870211453,0.6053399435105726,0.0423175,-0.0423175,3.355868358445678,-3.355868358445678,5.469857826628172e-34,5.469857826628172e-34,0.014794249999999998,0.058629915899531135,0.07342416589953113,0.646,0.6,True,0.04066005648942739
latest_weighted_sensitivity,0.010741546067432706,0.014461546067432707,-0.014461546067432707,0.5975471268969017,-0.5975471268969017,1.1950942537938034,0.5975471268969017,0.0423175,-0.0423175,3.355868358445678,-3.355868358445678,5.469857826628172e-34,5.469857826628172e-34,0.014794249999999998,0.05730017913696805,0.07209442913696805,0.646,0.6,False,0.048452873103098315
