rank,branch,source,interpretation,k1,k2,k3,peak_frac,decay0,decay_v,vf_fade,slide_nm,peak_delta_nm,peak_extra_nm,train_rmse_nm,validation_non_authoritative_rmse_nm,primary_rmse_nm,open_floor_validation_rmse_nm,latest_may4_rmse_nm,launch_extra_nm,launch_total_nm,launch_left_command,launch_right_command,launch_max_abs_command,launch_target_abs_error,selected_score,acceptable,boundary_status
272,base,iteration2_local,line_meets_x1,0.2604278681863798,14.8,4.618495976413423,0.96,1.7603246545830546,5.44401094003506,0.026591328648218955,0.0,0.013544499520064729,0.013544499520064729,0.02890353202348488,0.032412282629865834,0.03226889008815087,0.01671931540852794,0.03666383210537546,0.059651940862496144,0.07444619086249614,0.6113294395786727,-0.6113294395786727,0.6113294395786727,0.03467056042132732,0.05079892236878435,False,
273,base,iteration1_local,line_meets_x1,0.8130177447378429,10.455673201461318,2.9600000000000004,0.96,1.5972580375530308,6.0,4.0,0.0,0.010392956096183245,0.010392956096183245,0.028633481428696546,0.032574974077447943,0.03196462058635432,0.01587706966930007,0.03545275097314079,0.06053339377774416,0.07532764377774416,0.6164951243333555,-0.6164951243333555,0.6164951243333555,0.029504875666644503,0.05081322229726605,False,
274,base,iteration1_local,line_meets_x1,0.8278740135400853,14.8,2.5714711719906718,0.9444395392438034,1.333156560844825,5.4463074787817085,0.048964463573193916,0.0,0.013168695031033555,0.013168695031033555,0.028701304823848365,0.03238417898145932,0.03204047837505211,0.015962104409159,0.035688086350206136,0.05962993136309473,0.07442418136309473,0.6112004546566773,-0.6112004546566773,0.6112004546566773,0.034799545343322746,0.05081684364416227,False,
275,base,iteration1_local,line_meets_x1,0.8569630981056771,14.8,2.806068047083138,0.9576783232865165,1.5114859283518303,4.6642245044977955,0.036000000000000004,0.0,0.010687695806028075,0.010687695806028075,0.028731783212860802,0.03228885568317625,0.03206044797286755,0.016037944156278225,0.035694620651193554,0.0604720412672697,0.07526629126726969,0.616135572821826,-0.616135572821826,0.616135572821826,0.029864427178174058,0.050854042104390276,False,
276,base,iteration1_local,line_meets_x1,1.2,3.6128045980201637,2.9600000000000004,0.96,1.5293357910231231,0.0,3.5127469748591356,0.0,0.012219780707243279,0.012219780707243279,0.02876332807090331,0.03244471335943107,0.032047476614470105,0.01791755029271614,0.03606669432668379,0.07116896869623261,0.08596321869623261,0.6788240658608368,-0.6788240658608368,0.6788240658608368,0.03282406586083675,0.050859454182490854,False,
277,base,iteration2_local,line_meets_x1,0.29340026854123175,14.612994630590077,5.119575185467016,0.96,1.9763331387580965,6.0,0.016200000000000003,0.0,0.014513030412995799,0.014513030412995799,0.028884470642900385,0.03253795293511953,0.0322571473039286,0.016563966429238255,0.03649800192515038,0.059263183543048825,0.07405743354304882,0.6090511582052708,-0.6090511582052708,0.6090511582052708,0.03694884179472924,0.05086516588508479,False,
278,base,iteration1_local,line_meets_x1,0.9274542079977981,3.260592996296085,2.8831191419283853,0.96,1.6139076047206913,0.676430385573294,2.462416988656485,0.0,0.010262500537726137,0.010262500537726137,0.028661338805639962,0.03242210392921396,0.03195692220212984,0.01585518117097057,0.03555450739286791,0.060534728133767916,0.07532897813376792,0.6165029442207822,-0.6165029442207822,0.6165029442207822,0.029497055779217796,0.050904352481581344,False,
279,base,iteration1_local,line_meets_x1,1.2,14.150595482022116,2.9600000000000004,0.96,1.6310259113104033,0.0,0.34083747245833923,0.0,0.010400732249900131,0.010400732249900131,0.028811460362021885,0.032197246585048994,0.03213018822874605,0.016265228076467735,0.03593788132951589,0.0605801457051376,0.0753743957051376,0.6167691102881473,-0.6167691102881473,0.6167691102881473,0.029230889711852726,0.050918816665035,False,
280,base,iteration2_local,line_meets_x1,0.1691694521775965,13.682345596397516,5.476000000000001,0.96,2.0049339303240763,6.0,0.016200000000000003,0.0,0.015238883781007479,0.015238883781007479,0.028882672379184442,0.03259329624660988,0.03226605502439652,0.01654118518818379,0.03653002924166942,0.05897550559511744,0.07376975559511743,0.6073652444551649,-0.6073652444551649,0.6073652444551649,0.03863475554483509,0.05092191937488948,False,
281,base,iteration1_local,line_meets_x1,0.7893821584376696,2.8015150766345083,2.7873763015293544,0.96,1.5287484809681553,0.11405043151349689,2.8971770617211123,0.0,0.010112822535374457,0.010112822535374457,0.028676654614597962,0.03235934871084055,0.031973060194893495,0.015890988440596703,0.03563205477874523,0.06057370395524671,0.0753679539552467,0.616731358924882,-0.616731358924882,0.616731358924882,0.029268641075118063,0.050937403615690255,False,
282,base,iteration2_local,line_meets_x1,0.29312527081526124,1.8611985206274,5.476000000000001,0.96,2.174152713138004,1.1373170434552222,0.022265850405171626,0.0,0.015183358307097647,0.015183358307097647,0.028827097721136462,0.03275184209141016,0.032159056192465695,0.01628165829266123,0.03611853958396258,0.05892710187812603,0.07372135187812603,0.6070815783187135,-0.6070815783187135,0.6070815783187135,0.038918421681286564,0.05096502398790928,False,
283,base,iteration2_local,line_meets_x1,0.23640115231136805,0.25,5.476000000000001,0.96,2.179741195179739,1.3803314617572833,0.016235998673873788,0.0,0.015168329229171527,0.015168329229171527,0.0287571478635459,0.033069960727985036,0.032071814993129895,0.016095251092759975,0.035831848531747895,0.05887151111605479,0.07366576111605479,0.6067557930757752,-0.6067557930757752,0.6067557930757752,0.03924420692422481,0.050984034980016336,False,
284,base,iteration1_local,line_meets_x1,0.8441618307860483,14.8,2.7050188217379127,0.949997954096181,1.381138896620561,0.0,0.23740317854298218,0.0,0.012218043674425168,0.012218043674425168,0.028820560434350426,0.032200419022811066,0.03214148603483675,0.016278620983782677,0.036020559322852856,0.059921091289812364,0.07471534128981236,0.6129067742667231,-0.6129067742667231,0.6129067742667231,0.03309322573327689,0.05098484503045707,False,
285,base,iteration1_local,line_meets_x1,0.8613581368255359,12.476752918453538,2.5362944352819268,0.96,1.4110240465735373,1.4444272120689918,0.26547457686549997,0.0,0.009763400933697505,0.009763400933697505,0.028767390385190144,0.032169326830237745,0.032090549176160596,0.016194866368440173,0.03597720883153222,0.06071037569498889,0.07550462569498889,0.6175323127933974,-0.6175323127933974,0.6175323127933974,0.028467687206602643,0.051002611719992055,False,
286,base,iteration1_local,line_meets_x1,1.1725450126653694,2.9070391041630845,2.9600000000000004,0.96,1.7078789389776887,0.0,0.036000000000000004,0.0,0.010373679646493663,0.010373679646493663,0.02867458385805778,0.03242653375858442,0.03196342091193054,0.015859289089716837,0.03553775355181723,0.06042503740436103,0.07521928740436103,0.6158601104189703,-0.6158601104189703,0.6158601104189703,0.030139889581029755,0.05102271643006839,False,
287,base,iteration2_local,line_meets_x1,0.24402064314456767,14.8,3.048660262759298,0.96,1.392385361165564,6.0,4.0,0.0,0.01052615752453842,0.01052615752453842,0.028691807363276173,0.03245329891708144,0.03201830647529011,0.01590687312762001,0.035525476359596395,0.06038065556516583,0.07517490556516583,0.615600014177697,-0.615600014177697,0.615600014177697,0.030399985822302966,0.05102872505658271,False,
288,base,iteration2_local,line_meets_x1,0.3013315018244005,2.1607083243766456,5.476000000000001,0.96,2.1671736055248627,1.1923827352615082,0.019344770856432717,0.0,0.015171487478433027,0.015171487478433027,0.02883781545722314,0.03271212605342386,0.0321736625005996,0.016319310180092216,0.03618392625568509,0.05887746312171035,0.07367171312171035,0.6067906743318726,-0.6067906743318726,0.6067906743318726,0.039209325668127404,0.05105440313503848,False,
289,base,iteration1_local,line_meets_x1,1.2,14.8,2.7502611443526024,0.96,1.36231785025512,4.10786396805534,0.04872912375346561,0.0,0.011805766690907226,0.011805766690907226,0.028842488939004728,0.03227267607053085,0.03217929802653917,0.018384615055375038,0.03646739235485613,0.07111342507464571,0.08590767507464571,0.6784985568809606,-0.6784985568809606,0.6784985568809606,0.032498556880960594,0.051064244813791265,False,
290,base,iteration2_local,line_meets_x1,0.2096985143473134,0.36345018849215394,5.476000000000001,0.96,2.1428390632657504,1.877996749036887,4.0,0.0,0.01515656547922036,0.01515656547922036,0.028750483755170114,0.033137776180918434,0.03206978562015985,0.016134090753142923,0.03586697213015559,0.05880570558813514,0.07359995558813513,0.60637014500942,-0.60637014500942,0.60637014500942,0.03962985499058003,0.05107966476320494,False,
291,base,iteration2_local,line_meets_x1,0.3324307462897515,4.077273257338999,2.997089397085166,0.96,1.4326652198696561,0.8842941094421795,0.0237598393916956,0.0,0.010427251879147887,0.010427251879147887,0.028690194810968274,0.03239801246946406,0.031980332884932135,0.015853649778596463,0.03556002581318029,0.0603440609429558,0.0751383109429558,0.6153855543026614,-0.6153855543026614,0.6153855543026614,0.03061444569733862,0.05113018029572899,False,
292,base,iteration1_local,line_meets_x1,1.2,4.925251972052455,2.418139316967641,0.96,1.4500588423249627,5.9649154804426825,4.0,0.0,0.009581089683275593,0.009581089683275593,0.02853478668755742,0.0326798805761601,0.03189953741054397,0.01598753743116254,0.035803274396822266,0.06050390796265962,0.07529815796265962,0.6163223250574932,-0.6163223250574932,0.6163223250574932,0.029677674942506838,0.05116366058154633,False,
293,base,iteration2_local,line_meets_x1,0.21071113927769813,14.8,4.674958057824841,0.96,1.8351601310893821,5.063301500178725,4.0,0.0,0.013575871241422236,0.013575871241422236,0.028853254436141867,0.03253711242319853,0.03220578237639728,0.016367995827747152,0.03615567474122395,0.05932211956458553,0.07411636956458553,0.6093965480754355,-0.6093965480754355,0.6093965480754355,0.03660345192456449,0.05121618179657187,False,
294,base,iteration1_local,line_meets_x1,1.1489980840203096,14.8,2.9600000000000004,0.96,1.6168817495738204,0.0,2.619649312836346,0.0,0.01036282775362282,0.01036282775362282,0.02881793766262002,0.032186415507176325,0.03213868178508026,0.016261730984267204,0.03596117340874834,0.060358791627263896,0.0751530416272639,0.6154718823073001,-0.6154718823073001,0.6154718823073001,0.03052811769269992,0.05126855320898359,False,
295,base,iteration1_local,line_meets_x1,1.187540423011402,14.8,2.9600000000000004,0.96,1.6859201803126938,5.349570679717334,4.0,0.0,0.010344821394827336,0.010344821394827336,0.028715771120738424,0.032361895752202254,0.032041235660404926,0.015959534920439788,0.03559146790273321,0.06025633896545944,0.07505058896545944,0.6148714666254133,-0.6148714666254133,0.6148714666254133,0.031128533374586764,0.051325493766971444,False,
296,base,iteration2_local,line_meets_x1,0.18637610136041247,0.25,5.476000000000001,0.96,2.0690442710134294,0.0,0.2554917254043635,0.0,0.015146687350680484,0.015146687350680484,0.028856468299350523,0.03261766305185219,0.03217713091996386,0.01636832058303999,0.03630977753189984,0.05870714664306079,0.07350139664306078,0.6057925481449694,-0.6057925481449694,0.6057925481449694,0.04020745185503061,0.05133498758776794,False,
