group,count,baseline_rmse_nm,b_stribeck_rmse_nm,c_combined_slip_rmse_nm,lugre_state_rmse_nm,lugre_memoryless_rmse_nm,lugre_state_delta_vs_b_pct,lugre_state_delta_vs_c_pct,lugre_memoryless_delta_vs_b_pct,lugre_memoryless_delta_vs_c_pct
primary_open_floor_fit_authoritative,47317,0.036866176895009706,0.028527902105821207,0.0241202438433666,0.029042347215187912,0.028547751719521074,1.8033050851703931,20.406524095629987,0.06957964741409146,18.355983069267776
open_floor_fit_downweighted,31165,0.043194073119807955,0.041880095058734225,0.0330929374688784,0.04243620181959038,0.041889500900723464,1.3278545812187184,28.23340889426535,0.022458979560691456,26.581391996759496
open_floor_validation_only,14542,0.01693070910006944,0.011371864567424441,0.0144171431378512,0.01169398832586039,0.011371706620036205,2.8326380122279677,-18.88831085294116,-0.001388931316405674,-21.123717013112078
diag_validation_only,11108,0.0846209251204878,0.08441199698509007,0.0387667559086819,0.08443514299404901,0.0844119882749993,0.02742028359195756,117.80296291219865,-1.0318546041710403e-05,117.74323462566298
aux_downweighted_validation,14448,0.05126637392308135,0.048945040795565886,0.0285294391795851,0.049002579656682546,0.048955476847061835,0.11755810227432197,71.76145436376989,0.021321979359539917,71.59635189076222
validation_non_authoritative,71263,0.05023383204822011,0.04888536706052378,0.0303417239559983,0.049127921756441165,0.04889099987185122,0.49617034810659016,61.91539356065164,0.011522489583574885,61.134548395315846
