vf_mps,yaw_rate_radps,variant,baseline_opposing_yaw_torque_nm,extra_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,required_applied_bank_torque_nm,left_command,right_command,lr_delta_command,left_surface_mps,right_surface_mps,left_command_torque_nm,right_command_torque_nm,left_launch_torque_nm,right_launch_torque_nm,max_abs_command,command_outside_unit,contact_utilization_raw,limiter_activity_proxy,contact_projection_sensitive,low_speed_launch_sensitive,caveat
0.0,0.2,Baseline,0.00295885,0.0,0.00295885,0.00044084714952442834,0.20399569675432425,-0.20399569675432425,0.4079913935086485,0.0084635,-0.0084635,0.004561249124841082,-0.004561249124841082,0.00040040197531665246,0.00040040197531665246,0.20399569675432425,False,0.08099765281844126,0.0,False,True,current PlantModel right-contact scrub approximation
0.0,0.2,B_stribeck,0.00295885,0.0007180364192025853,0.0036768864192025853,0.0005478293583759035,0.2082036921217661,-0.2082036921217661,0.4164073842435322,0.0084635,-0.0084635,0.004668231333692556,-0.004668231333692556,0.00040040197531665246,0.00040040197531665246,0.2082036921217661,False,0.08099765281844126,0.0,False,True,prior B request-activated Stribeck scrub
0.0,0.2,C_combined_slip,0.00295885,0.003793280091604756,0.006752130091604755,0.0010060183193139477,0.22622591325310418,-0.22622591325310418,0.45245182650620835,0.0084635,-0.0084635,0.005126420294630601,-0.005126420294630601,0.00040040197531665246,0.00040040197531665246,0.22622591325310418,False,0.08099765281844126,0.0,False,True,prior C combined-slip surface
0.0,0.2,LuGre_state_steady,0.00295885,0.0007185852812976838,0.0036774352812976837,0.0005479111348397682,0.20820690868445255,-0.20820690868445255,0.4164138173689051,0.0084635,-0.0084635,0.004668313110156422,-0.004668313110156422,0.00040040197531665246,0.00040040197531665246,0.20820690868445255,False,0.08099765281844126,0.0,False,True,round2 one-state steady bristle equilibrium
0.0,0.2,LuGre_state_cold20ms,0.00295885,0.0006973531880965084,0.0036562031880965082,0.0005447477072357414,0.20808247968970758,-0.20808247968970758,0.41616495937941517,0.0084635,-0.0084635,0.004665149682552394,-0.004665149682552394,0.00040040197531665246,0.00040040197531665246,0.20808247968970758,False,0.08099765281844126,0.0,False,True,round2 one-state response after 20 ms from zero bristle state
0.0,0.2,LuGre_memoryless_eq,0.00295885,0.0007185188010125189,0.0036773688010125188,0.0005479012297603575,0.20820651908202498,-0.20820651908202498,0.41641303816404995,0.0084635,-0.0084635,0.0046683032050770104,-0.0046683032050770104,0.00040040197531665246,0.00040040197531665246,0.20820651908202498,False,0.08099765281844126,0.0,False,True,round2 algebraic equilibrium approximation
0.0,0.844444444,Baseline,0.012492922215646997,0.0,0.012492922215646997,0.0018613546303457035,0.24745279363875658,-0.24745279363875658,0.49490558727751316,0.03573477775897,-0.03573477775897,0.005581354630345704,-0.005581354630345704,4.608237110562176e-25,4.608237110562176e-25,0.24745279363875658,False,0.3419900894978683,0.0,False,False,current PlantModel right-contact scrub approximation
0.0,0.844444444,B_stribeck,0.012492922215646997,0.06489582296613733,0.07738874518178432,0.011530360686977022,0.6277696064142172,-0.6277696064142172,1.2555392128284344,0.03573477775897,-0.03573477775897,0.015250360686977021,-0.015250360686977021,4.608237110562176e-25,4.608237110562176e-25,0.6277696064142172,False,0.3419900894978683,0.0,False,False,prior B request-activated Stribeck scrub
0.0,0.844444444,C_combined_slip,0.012492922215646997,0.01578763806222554,0.028280560277872537,0.004213597980787767,0.3399749917502008,-0.3399749917502008,0.6799499835004016,0.03573477775897,-0.03573477775897,0.007933597980787768,-0.007933597980787768,4.608237110562176e-25,4.608237110562176e-25,0.3399749917502008,False,0.3419900894978683,0.0,False,False,prior C combined-slip surface
0.0,0.844444444,LuGre_state_steady,0.012492922215646997,0.0649014959042502,0.0773944181198972,0.011531205913533451,0.6278028522171603,-0.6278028522171603,1.2556057044343205,0.03573477775897,-0.03573477775897,0.01525120591353345,-0.01525120591353345,4.608237110562176e-25,4.608237110562176e-25,0.6278028522171603,False,0.3419900894978683,0.0,False,False,round2 one-state steady bristle equilibrium
