objective,rank,score,current_score,score_delta_vs_current_pct,velocity_kp,velocity_kd,heading_kp,heading_kd,yawrate_kp,yawrate_kd
broad_envelope,20,157.91837555568674,13524.87965543324,-98.83238609452434,5.5,0.01,300.0,80.0,60.0,5.0
broad_envelope,21,157.95944289657757,13524.87965543324,-98.83208245159415,5.5,0.01,300.0,96.0,60.0,5.0
broad_envelope,22,158.16434987164848,13524.87965543324,-98.83056741426819,5.5,0.01,300.0,24.0,42.0,5.0
broad_envelope,23,158.19429877684274,13524.87965543324,-98.83034597861806,5.5,0.01,300.0,16.0,48.0,5.0
broad_envelope,24,158.26519052859882,13524.87965543324,-98.82982182052156,5.5,0.01,450.0,80.0,42.0,5.0
broad_envelope,25,158.34119387753498,13524.87965543324,-98.82925986839427,5.5,0.01,450.0,64.0,48.0,5.0
broad_envelope,26,158.48815745056135,13524.87965543324,-98.82817325190103,5.5,0.01,300.0,32.0,36.0,5.0
broad_envelope,27,159.16799077292768,13524.87965543324,-98.82314671310967,5.5,0.01,450.0,64.0,42.0,5.0
broad_envelope,28,159.39220235618737,13524.87965543324,-98.82148894173594,5.5,0.01,300.0,64.0,60.0,5.0
broad_envelope,29,159.4433194266544,13524.87965543324,-98.82111099330483,5.5,0.01,450.0,80.0,36.0,5.0
broad_envelope,30,160.14843753195655,13524.87965543324,-98.81589750436248,5.5,0.01,450.0,48.0,48.0,5.0
broad_envelope,31,160.40226594551166,13524.87965543324,-98.81402075262774,5.5,0.01,300.0,48.0,60.0,5.0
broad_envelope,32,160.47747015797358,13524.87965543324,-98.81346470914065,5.5,0.01,300.0,16.0,42.0,5.0
broad_envelope,33,160.6254724068258,13524.87965543324,-98.81237041290568,5.5,0.01,300.0,24.0,36.0,5.0
broad_envelope,34,160.6883659825091,13524.87965543324,-98.81190539157251,5.5,0.01,450.0,64.0,36.0,5.0
broad_envelope,35,160.70638092603082,13524.87965543324,-98.81177219302302,5.5,0.01,300.0,8.0,48.0,5.0
broad_envelope,36,161.41633046642522,13524.87965543324,-98.80652298150704,5.5,0.01,300.0,96.0,54.0,5.0
broad_envelope,37,161.75130874128197,13524.87965543324,-98.80404622545899,5.5,0.01,300.0,32.0,60.0,5.0
broad_envelope,38,161.75960735738076,13524.87965543324,-98.80398486730788,5.5,0.01,300.0,80.0,54.0,5.0
broad_envelope,39,162.02352602988083,13524.87965543324,-98.80203351040693,5.5,0.01,450.0,48.0,42.0,5.0
broad_envelope,40,162.59378300305795,13524.87965543324,-98.79781715515864,5.5,0.01,300.0,24.0,60.0,5.0
broad_envelope,41,162.83142106047546,13524.87965543324,-98.79606011137362,5.5,0.01,300.0,96.0,66.0,5.0
broad_envelope,42,163.3167295592336,13524.87965543324,-98.79247184655262,5.5,0.01,300.0,64.0,54.0,5.0
