objective,rank,score,current_score,score_delta_vs_current_pct,velocity_kp,velocity_kd,heading_kp,heading_kd,yawrate_kp,yawrate_kd
broad_envelope,43,163.35310118224956,13524.87965543324,-98.79220292273264,5.5,0.01,300.0,80.0,66.0,5.0
broad_envelope,44,163.36983161150803,13524.87965543324,-98.79207922160047,5.5,0.01,600.0,96.0,42.0,5.0
broad_envelope,45,163.37319669160595,13524.87965543324,-98.79205434093474,5.5,0.01,600.0,80.0,48.0,5.0
broad_envelope,46,163.4735411581693,13524.87965543324,-98.79131241591124,5.5,0.01,600.0,96.0,48.0,5.0
broad_envelope,47,163.4835920977446,13524.87965543324,-98.79123810146385,5.5,0.01,300.0,16.0,60.0,5.0
broad_envelope,48,163.71837606316313,13524.87965543324,-98.78950216021039,5.5,0.01,300.0,16.0,36.0,5.0
broad_envelope,49,164.0056414490025,13524.87965543324,-98.78737818282089,5.5,0.01,300.0,8.0,42.0,5.0
broad_envelope,50,164.00646274380793,13524.87965543324,-98.78737211034685,5.5,0.01,450.0,32.0,48.0,5.0
broad_envelope,51,164.0228263880327,13524.87965543324,-98.78725112114294,5.5,0.01,600.0,96.0,36.0,5.0
broad_envelope,52,164.0456460488386,13524.87965543324,-98.78708239756546,5.5,0.01,450.0,80.0,60.0,5.0
broad_envelope,53,164.19410287102212,13524.87965543324,-98.78598474031477,5.5,0.01,300.0,64.0,66.0,5.0
broad_envelope,54,164.25486047258966,13524.87965543324,-98.78553551190672,5.5,0.01,300.0,48.0,54.0,5.0
broad_envelope,55,164.29037020126157,13524.87965543324,-98.78527296074489,5.5,0.01,450.0,48.0,36.0,5.0
broad_envelope,56,164.78601677400502,13524.87965543324,-98.78160825846753,5.5,0.01,300.0,0.0,48.0,5.0
broad_envelope,57,164.89161753053682,13524.87965543324,-98.78082746958641,5.5,0.01,300.0,8.0,60.0,5.0
broad_envelope,58,165.19023640526115,13524.87965543324,-98.77861954698503,5.5,0.01,600.0,80.0,42.0,5.0
broad_envelope,59,165.2604543562845,13524.87965543324,-98.77810037082367,5.5,0.01,450.0,64.0,60.0,5.0
broad_envelope,60,165.32462533195957,13524.87965543324,-98.77762590467454,5.5,0.01,450.0,96.0,60.0,5.0
broad_envelope,61,165.46812473058856,13524.87965543324,-98.7765649015286,5.5,0.01,300.0,96.0,72.0,5.0
broad_envelope,62,165.53129826611558,13524.87965543324,-98.77609781023362,5.5,0.01,300.0,48.0,66.0,5.0
broad_envelope,63,165.84437364261353,13524.87965543324,-98.77378299942218,5.5,0.01,300.0,32.0,54.0,5.0
broad_envelope,64,166.13376247259794,13524.87965543324,-98.77164332175143,5.5,0.01,600.0,64.0,48.0,5.0
broad_envelope,65,166.23843826907523,13524.87965543324,-98.77086937182251,5.5,0.01,450.0,48.0,60.0,5.0
broad_envelope,66,166.38593051385567,13524.87965543324,-98.76977884644604,5.5,0.01,450.0,32.0,42.0,5.0
broad_envelope,67,166.5844296839947,13524.87965543324,-98.76831118702728,5.5,0.01,300.0,32.0,66.0,5.0
broad_envelope,68,166.69077102053998,13524.87965543324,-98.76752492245964,5.5,0.01,300.0,24.0,54.0,5.0
broad_envelope,69,166.74895455503818,13524.87965543324,-98.76709472614013,5.5,0.01,450.0,24.0,48.0,5.0
broad_envelope,70,166.8998919984288,13524.87965543324,-98.76597872771917,5.5,0.01,600.0,80.0,36.0,5.0
broad_envelope,71,167.02893248680127,13524.87965543324,-98.76502463059106,5.5,0.01,300.0,0.0,60.0,5.0
broad_envelope,72,167.13177922666983,13524.87965543324,-98.7642642043064,5.5,0.01,300.0,80.0,72.0,5.0
broad_envelope,73,167.2568028087199,13524.87965543324,-98.76333980730446,5.5,0.01,300.0,64.0,72.0,5.0
broad_envelope,74,167.3647666471818,13524.87965543324,-98.76254154631278,5.5,0.01,450.0,80.0,54.0,5.0
broad_envelope,75,167.40871214796283,13524.87965543324,-98.7622166228983,5.5,0.01,300.0,24.0,66.0,5.0
broad_envelope,76,167.45896493281776,13524.87965543324,-98.76184506480584,5.5,0.01,600.0,64.0,42.0,5.0
broad_envelope,77,167.9243423364084,13524.87965543324,-98.75840416614021,5.5,0.01,300.0,16.0,54.0,5.0
broad_envelope,78,168.22697291346887,13524.87965543324,-98.75616658188979,5.5,0.01,450.0,96.0,54.0,5.0
broad_envelope,79,168.2420663053583,13524.87965543324,-98.75605498465362,5.5,0.01,300.0,16.0,66.0,5.0
broad_envelope,80,168.7349047887774,13524.87965543324,-98.7524110447741,5.5,0.01,450.0,32.0,60.0,5.0
broad_envelope,81,168.87524554270337,13524.87965543324,-98.75137339595578,5.5,0.01,300.0,48.0,72.0,5.0
broad_envelope,82,169.2055624358598,13524.87965543324,-98.7489311051438,5.5,0.01,450.0,64.0,54.0,5.0
broad_envelope,83,169.21035948853773,13524.87965543324,-98.74889563678623,5.5,0.01,300.0,8.0,66.0,5.0
broad_envelope,84,169.21895281101575,13524.87965543324,-98.74883209964062,5.5,0.01,300.0,8.0,36.0,5.0
broad_envelope,85,169.31491977415118,13524.87965543324,-98.74812254091937,5.5,0.01,600.0,48.0,48.0,5.0
broad_envelope,86,169.33591236433716,13524.87965543324,-98.74796732630216,5.5,0.01,600.0,64.0,36.0,5.0
broad_envelope,87,169.80058722045777,13524.87965543324,-98.74453162211876,5.5,0.01,450.0,80.0,66.0,5.0
broad_envelope,88,169.80207730748467,13524.87965543324,-98.74452060474141,5.5,0.01,300.0,32.0,72.0,5.0
broad_envelope,89,169.8733607523474,13524.87965543324,-98.7439935505518,5.5,0.01,450.0,64.0,66.0,5.0
broad_envelope,90,169.88845712509823,13524.87965543324,-98.74388193127581,5.5,0.01,300.0,8.0,54.0,5.0
broad_envelope,91,170.1322159025818,13524.87965543324,-98.74207963222625,5.5,0.01,450.0,32.0,36.0,5.0
broad_envelope,92,170.25531953932693,13524.87965543324,-98.7411694308797,5.5,0.01,450.0,48.0,54.0,5.0
broad_envelope,93,170.3279884745166,13524.87965543324,-98.74063213267786,5.5,0.01,300.0,0.0,42.0,5.0
broad_envelope,94,170.40492512827814,13524.87965543324,-98.74006327989896,5.5,0.01,450.0,96.0,66.0,5.0
broad_envelope,95,170.48538215180565,13524.87965543324,-98.73946839827651,5.5,0.01,300.0,24.0,72.0,5.0
broad_envelope,96,170.57787413812,13524.87965543324,-98.73878453277331,5.5,0.01,450.0,24.0,42.0,5.0
broad_envelope,97,170.69383028123707,13524.87965543324,-98.73792717843027,5.5,0.01,450.0,24.0,60.0,5.0
broad_envelope,98,170.7254669279473,13524.87965543324,-98.73769326398876,5.5,0.01,600.0,80.0,60.0,5.0
broad_envelope,99,170.8056868133328,13524.87965543324,-98.73710013571385,5.5,0.01,300.0,0.0,66.0,5.0
broad_envelope,100,171.32904667668114,13524.87965543324,-98.73323052743132,5.5,0.01,300.0,16.0,72.0,5.0
