candidate_id,split,stage,log_parameter,measurement_dimension,count,segment_count,rms_nis,sqrt_mean_nis,expected_rms_nis,guarded_rms_nis,under_expected_penalty,inflation_flag,accepted_count,rejected_count,parameter_field,parameter_value_kind,parameter_value,launch_command_signature
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,27478,10,1.92253786224,0.581677712779,1.73205080757,1.92253786224,0,false,27450,28,observed_drive_command_magnitude,observed_drive_command_magnitude,0.32,"pair=-0.32,-0.32;mag=0.32;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,26921,10,1.84264400813,0.571876426876,1.73205080757,1.84264400813,0,false,26899,22,observed_drive_command_magnitude,observed_drive_command_magnitude,0.32,"pair=0.32,0.32;mag=0.32;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,101501,90,4.10584180785,1.04070039913,1.73205080757,4.10584180785,0,false,101135,366,observed_drive_command_magnitude,observed_drive_command_magnitude,0.35,"pair=-0.35,-0.35;mag=0.35;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,101009,90,3.97817901845,1.06244507768,1.73205080757,3.97817901845,0,false,100656,353,observed_drive_command_magnitude,observed_drive_command_magnitude,0.35,"pair=0.35,0.35;mag=0.35;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,7431,10,5.51577185206,1.33111544671,1.73205080757,5.51577185206,0,false,7379,52,observed_drive_command_magnitude,observed_drive_command_magnitude,0.4,"pair=-0.4,-0.4;mag=0.4;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,7428,10,6.32475651302,1.4888225516,1.73205080757,6.32475651302,0,false,7348,80,observed_drive_command_magnitude,observed_drive_command_magnitude,0.4,"pair=0.4,0.4;mag=0.4;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,2973,4,7.74338707875,1.60766036813,1.73205080757,7.74338707875,0,false,2931,42,observed_drive_command_magnitude,observed_drive_command_magnitude,0.45,"pair=-0.45,-0.45;mag=0.45;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,forward_accel_nis,1,3720,5,7.25767932486,1.58805611572,1.73205080757,7.25767932486,0,false,3666,54,observed_drive_command_magnitude,observed_drive_command_magnitude,0.45,"pair=0.45,0.45;mag=0.45;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,3624,7,0.773360122281,0.410928434308,1.73205080757,1.73205080757,0.958690685288,true,3623,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=-0.17,-0.17;mag=0.17;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,3585,8,0.105174770522,0.227743770852,1.73205080757,1.73205080757,1.62687603705,true,3585,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0"
