candidate_id,split,stage,log_parameter,measurement_dimension,parameter_field,parameter_value_kind,parameter_value,launch_command_signature,count,accepted_count,rejected_count,rejected_rate,rejected_rate_penalty,finite_count,nonfinite_count,sum_nis,sum_nis_sq,rms_nis,sqrt_mean_nis,accepted_only_sum_nis,accepted_only_sum_nis_sq,accepted_only_rms_nis,accepted_only_sqrt_mean_nis,physical_residual_rms,segment_count
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=-0.18,-0.18;linear=-0.18;yaw=0",1228,1228,0,0,0,1228,0,295.05955679,248.837804311,0.450151806019,0.490180081239,295.05955679,248.837804311,0.450151806019,0.490180081239,0.908648094129,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.18,0.18;linear=0.18;yaw=0",1235,1235,0,0,0,1235,0,314.295066233,313.715360555,0.504004498851,0.504469951704,314.295066233,313.715360555,0.504004498851,0.504469951704,0.952244711713,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.18,"pair=-0.18,-0.18;linear=-0.18;yaw=0",1233,1233,0,0,0,1233,0,60.5108387676,31.6290740631,0.160162817763,0.221531275572,60.5108387676,31.6290740631,0.160162817763,0.221531275572,0.474674466565,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.18,"pair=0.18,0.18;linear=0.18;yaw=0",1226,1226,0,0,0,1226,0,59.0744803093,30.3130986651,0.157242496884,0.219510207244,59.0744803093,30.3130986651,0.157242496884,0.219510207244,0.471811369623,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.19,"pair=-0.18,-0.18;linear=-0.18;yaw=0",1231,1231,0,0,0,1231,0,77.9357164584,48.6870021016,0.198873762567,0.251616571054,77.9357164584,48.6870021016,0.198873762567,0.251616571054,0.500883409025,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.19,"pair=0.18,0.18;linear=0.18;yaw=0",1227,1227,0,0,0,1227,0,71.59747456,42.8430055202,0.186860576138,0.241560861913,71.59747456,42.8430055202,0.186860576138,0.241560861913,0.477065620465,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.2,"pair=-0.2,-0.2;linear=-0.2;yaw=0",1231,1231,0,0,0,1231,0,247.710445628,202.981617153,0.406068524701,0.448583333405,247.710445628,202.981617153,0.406068524701,0.448583333405,0.828538440298,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.2,"pair=0.2,0.2;linear=0.2;yaw=0",1233,1233,0,0,0,1233,0,302.70709036,428.416493498,0.58945621737,0.495484140967,302.70709036,428.416493498,0.58945621737,0.495484140967,0.934652476993,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.21,"pair=-0.22,-0.22;linear=-0.22;yaw=0",1233,1233,0,0,0,1233,0,140.233816138,96.4608449224,0.279700982908,0.337244470732,140.233816138,96.4608449224,0.279700982908,0.337244470732,0.708596544057,5
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.21,"pair=0.22,0.22;linear=0.22;yaw=0",1232,1232,0,0,0,1232,0,117.067584746,86.8819382764,0.265558004579,0.308257019735,117.067584746,86.8819382764,0.265558004579,0.308257019735,0.65553076239,5
