stage,parameter_field,parameter_value_kind,parameter_value,launch_command_signature,count,finite_count,nonfinite_count,rms_nis,sqrt_mean_nis,accepted_count,rejected_count,rejected_rate,accepted_only_rms_nis,physical_residual_rms,segment_count
launch,drive_command_bin,logged_drive_command_bin,0.25,"pair=0.24,0.24;linear=0.24;yaw=0",11250,11250,0,27.4170059271,3.79647551753,10455,795,0.0706666666667,19.065298269,4.23959577772,9
launch,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,0.3;linear=0.3;yaw=0",11250,11250,0,22.6618022042,3.63912200046,10670,580,0.0515555555556,17.277002247,4.00492016721,9
launch,drive_command_bin,logged_drive_command_bin,0.35,"pair=0.34,0.34;linear=0.34;yaw=0",11250,11250,0,18.646853762,3.38388836598,10821,429,0.0381333333333,14.5546413276,3.71883776396,9
mixed_launch,observed_drive_command_pair,observed_drive_command_pair,"-0.3,-0.4","pair=-0.3,-0.4;linear=-0.36;yaw=-0.04",14000,14000,0,16.9819670621,3.3328401322,13624,376,0.0268571428571,14.9526641043,3.60200761647,8
mixed_launch,observed_drive_command_pair,observed_drive_command_pair,"-0.3,-0.5","pair=-0.3,-0.5;linear=-0.4;yaw=-0.1",14000,14000,0,15.7812883156,3.22501352907,13743,257,0.0183571428571,13.9594584513,3.46164776221,8
mixed_launch,observed_drive_command_pair,observed_drive_command_pair,"-0.3,-0.6","pair=-0.3,-0.6;linear=-0.46;yaw=-0.16",14000,14000,0,15.1392088134,3.22167136095,13800,200,0.0142857142857,13.9164794936,3.33915835292,8
mixed_launch,observed_drive_command_pair,observed_drive_command_pair,"-0.4,-0.3","pair=-0.4,-0.3;linear=-0.36;yaw=0.04",14000,14000,0,18.2467818198,3.37105141213,13569,431,0.0307857142857,14.5643347479,3.68146636995,8
mixed_launch,observed_drive_command_pair,observed_drive_command_pair,"-0.5,-0.3","pair=-0.5,-0.3;linear=-0.4;yaw=0.1",14000,14000,0,16.889214168,3.23012014845,13706,294,0.021,13.0299140331,3.49788250617,8
mixed_launch,observed_drive_command_pair,observed_drive_command_pair,"0.3,0.4","pair=0.3,0.4;linear=0.36;yaw=0.04",14000,14000,0,18.4700779113,3.4234760437,13600,400,0.0285714285714,16.7151578899,3.64866678962,8
mixed_launch,observed_drive_command_pair,observed_drive_command_pair,"0.3,0.5","pair=0.3,0.5;linear=0.4;yaw=0.1",14000,14000,0,16.5401549991,3.30353760226,13740,260,0.0185714285714,15.6798887931,3.45715060087,8
mixed_launch,observed_drive_command_pair,observed_drive_command_pair,"0.3,0.6","pair=0.3,0.6;linear=0.46;yaw=0.16",14000,14000,0,43.5449231445,3.73967882764,13777,223,0.0159285714286,43.1259225951,3.69039623446,8
mixed_launch,observed_drive_command_pair,observed_drive_command_pair,"0.4,0.3","pair=0.4,0.3;linear=0.36;yaw=-0.04",14000,14000,0,19.0958265968,3.42610104438,13578,422,0.0301428571429,15.106322869,3.70583543312,8
mixed_launch,observed_drive_command_pair,observed_drive_command_pair,"0.5,0.3","pair=0.5,0.3;linear=0.4;yaw=-0.1",14000,14000,0,18.9749353801,3.35633088283,13697,303,0.0216428571429,14.4067375865,3.59068952899,8
smooth,speed_mps,logged_speed_mps,0.4,"pair=1,-1;mag=1;linear=0.40000000596;yaw=0",21220,21220,0,710.291185496,19.3166535394,13145,8075,0.380537229029,880.460300174,13.7860384287,1
straight,speed_mps,logged_speed_mps,0.55,"pair=1,-1;mag=0.6089715;linear=0.550000011921;yaw=0",5475,5475,0,397.515319493,9.53725985879,5231,244,0.0445662100457,405.742076917,9.4684768416,1
yaw_launch,drive_command_bin,logged_drive_command_bin,-0.3,"pair=-0.3,0.3;linear=0;yaw=0.3",12500,12500,0,11.4192405495,1.29016890701,12483,17,0.00136,2.83298211184,1.16688379267,10
