candidate_id,split,count,sum_nis,sum_nis_sq,rms_nis,sqrt_mean_nis,accepted_count,rejected_count,segment_count
baseline/current_holdover,all,15,582.413502055,109216.264226,85.3292697832,6.23117699987,13,2,1
baseline/current_holdover,train,15,582.413502055,109216.264226,85.3292697832,6.23117699987,13,2,1
candidate_1_algebraic_envelope,all,15,580.124687599,108709.708632,85.1311570979,6.21892106183,13,2,1
candidate_1_algebraic_envelope,train,15,580.124687599,108709.708632,85.1311570979,6.21892106183,13,2,1
candidate_2_stribeck,all,15,592.369709609,111208.931437,86.104173897,6.28421148387,13,2,1
candidate_2_stribeck,train,15,592.369709609,111208.931437,86.104173897,6.28421148387,13,2,1
candidate_3_load_sensitive,all,15,608.66647577,111828.875795,86.3438381491,6.37006790006,13,2,1
candidate_3_load_sensitive,train,15,608.66647577,111828.875795,86.3438381491,6.37006790006,13,2,1
