scenario,opposing_bristle_scrub_nm,left_command,right_command,max_abs_command,gate_pass,launch_lock_policy
Vf0_Vr0_yawRate_pos1,0.007785277578526227,0.5344704363185587,-0.5344704363185587,0.5344704363185587,False,diagnostic_only
