label,iteration,best_objective,worst_objective,simplex_spread
deterministic_random_seed_1,25,0.00019233201666614584,0.00019889911204712963,0.14211943577222355
deterministic_random_seed_1,50,0.00019045881847632554,0.00019249886741153118,0.126002115180226
deterministic_random_seed_1,75,0.00018365978637259887,0.00018828214521098455,0.28493992774127874
deterministic_random_seed_1,100,0.00018365978637259887,0.0001841009350340327,0.14214859375039002
deterministic_random_seed_1,125,0.00018339288171688448,0.00018365978637259887,0.11818937332267088
deterministic_random_seed_1,150,0.00018308129695111474,0.00018338532771341616,0.27550775348073653
deterministic_random_seed_1,175,0.00018292429130276083,0.0001831330435851218,0.29819442323848816
deterministic_random_seed_1,200,0.00018255977692639274,0.00018285015544855407,0.37499210551323964
deterministic_random_seed_1,225,0.00018224811458881842,0.00018254763815730383,0.37207415901962015
deterministic_random_seed_1,250,0.00018171013887741724,0.00018222146240855455,0.6947175448470861
deterministic_random_seed_1,275,0.00018118648053947405,0.0001813942472915121,0.5200455837508465
deterministic_random_seed_1,300,0.00018078772270088025,0.00018107276725936978,0.3249197749663876
deterministic_random_seed_1,325,0.00018058607706806213,0.00018075826694044847,0.235810573324777
deterministic_random_seed_1,350,0.00018031200870619553,0.0001805072941646805,0.3286176099616248
deterministic_random_seed_1,375,0.0001800648623262628,0.0001802249813443346,0.3711064435417651
deterministic_random_seed_1,400,0.0001800385720930826,0.0001800736827100748,0.2757605458688521
deterministic_random_seed_1,425,0.00018001603211958422,0.00018003956274417258,0.15113824493512765
deterministic_random_seed_1,450,0.00017992424092846512,0.00017998475932993511,0.17869285038071694
deterministic_random_seed_1,475,0.00017959546440505023,0.00017981541718244134,0.28368106040848556
deterministic_random_seed_1,500,0.0001793383916698707,0.00017950610372287435,0.22221783495355446
deterministic_random_seed_1,519,0.00017912800260431924,0.00017929606117310913,0.2565984333263528
deterministic_random_seed_2,0,0.00023302306461154372,0.00048044129356602616,0.11191712910445055
deterministic_random_seed_2,25,0.0001856121580096617,0.00019004451454612413,0.164786526580944
deterministic_random_seed_2,50,0.0001854017058737165,0.00018559177665737245,0.08718384092364741
deterministic_random_seed_2,75,0.00018436609325411996,0.00018523679002552484,0.10028924008453877
deterministic_random_seed_2,100,0.00018292020451712927,0.00018414863781421073,0.20269393385401574
deterministic_random_seed_2,125,0.00018177628118818824,0.00018208969533444074,0.35875705236855815
deterministic_random_seed_2,150,0.00018148534204333645,0.00018176291016025342,0.25315768063088895
deterministic_random_seed_2,175,0.00018089436774341883,0.00018141391010789799,0.26797005580897837
deterministic_random_seed_2,200,0.00018059873817661615,0.00018095141375176006,0.22561287671963925
deterministic_random_seed_2,225,0.00018036406067107238,0.00018052947650796359,0.17592530655141425
deterministic_random_seed_2,250,0.00018036283602298442,0.00018038472069058055,0.10250740173779713
deterministic_random_seed_2,275,0.00018033248533096488,0.00018034986212089578,0.06491937371252508
deterministic_random_seed_2,300,0.00018030688561623465,0.0001803237733279335,0.06667425743638543
deterministic_random_seed_2,325,0.000180253443953249,0.0001802881509805315,0.13713265787421758
deterministic_random_seed_2,350,0.00018003350342573474,0.00018019216274900047,0.35483290623838515
deterministic_random_seed_2,375,0.00017957037630238461,0.0001798786321547013,0.456668743826069
deterministic_random_seed_2,400,0.00017949680549582934,0.00017953391172918534,0.2483530081655402
deterministic_random_seed_2,425,0.00017943343166339744,0.0001794732513821815,0.16318533055930368
deterministic_random_seed_2,450,0.00017937203154778992,0.00017941423159900633,0.1365829554065317
deterministic_random_seed_2,475,0.00017930883449560756,0.00017935768056177517,0.1641974636520833
deterministic_random_seed_2,500,0.00017929672747718506,0.00017931153775425785,0.09131128697940825
deterministic_random_seed_2,519,0.00017928317644094435,0.0001792970887052408,0.08924249685904243
deterministic_random_seed_3,0,0.00041716439020137537,0.0007481150825297254,0.11191712910445055
deterministic_random_seed_3,25,0.00020048370331599558,0.0002747636527737576,0.39109695701262914
deterministic_random_seed_3,50,0.00019595297894309341,0.00019943083651012777,0.2461320598063743
deterministic_random_seed_3,75,0.00018754124777526295,0.00019350855643338884,0.4655458213109831
deterministic_random_seed_3,100,0.00018656285695742774,0.00018808454992048833,0.3163022267731649
deterministic_random_seed_3,125,0.0001837029721753956,0.0001854499611286371,0.22945249204623633
deterministic_random_seed_3,150,0.00018292787239782086,0.0001836491308850761,0.20369881464596892
deterministic_random_seed_3,175,0.00018269700020465555,0.00018289076017215597,0.10194469516864246
deterministic_random_seed_3,200,0.0001825465454326066,0.00018266718501124782,0.0788276182691729
deterministic_random_seed_3,225,0.0001823731069416969,0.00018249684934112874,0.09502450699173297
deterministic_random_seed_3,250,0.00018201964553142433,0.0001822013390317358,0.17050944763321768
deterministic_random_seed_3,275,0.0001817366457709719,0.0001819568998905077,0.2710772440599187
deterministic_random_seed_3,300,0.00018144378412632617,0.00018169208164989646,0.306299390129706
deterministic_random_seed_3,325,0.00018123757748403553,0.000181403809229743,0.2966559094684045
deterministic_random_seed_3,350,0.000181224442192609,0.00018125002816580906,0.15464598865901358
deterministic_random_seed_3,375,0.00018121511646304627,0.00018122073210902786,0.06868829994883524
deterministic_random_seed_3,400,0.00018119778315050158,0.00018120941869287846,0.06963798859130084
deterministic_random_seed_3,425,0.00018117376713723765,0.0001811910759791546,0.08562924321393392
deterministic_random_seed_3,450,0.00018107396620901839,0.00018113904449339576,0.13974091450728424
deterministic_random_seed_3,475,0.00018104839337242847,0.00018107652936817103,0.11060003878219157
deterministic_random_seed_3,500,0.00018099093210808634,0.00018103226123999488,0.10725900222391273
deterministic_random_seed_3,519,0.00018098282251514266,0.00018100305632432967,0.09701403771233462
deterministic_random_seed_4,0,0.00040823823794825843,0.0007180265335157891,0.11191712910445063
deterministic_random_seed_4,25,0.0002043535127628819,0.00027428520621726894,0.3575084511030876
deterministic_random_seed_4,50,0.00019642195316902598,0.00021144916922151156,0.32250744951203614
deterministic_random_seed_4,75,0.00018737334078478514,0.00019026998807453573,0.5459053946670303
deterministic_random_seed_4,100,0.00018409134825376192,0.00018564023340608135,0.8487719871139129
deterministic_random_seed_4,125,0.00018402179754420505,0.00018409134825376192,0.41651696444953445
deterministic_random_seed_4,150,0.00018393559284449431,0.00018399007490412975,0.2249230217338022
deterministic_random_seed_4,175,0.00018373213860925315,0.0001838669601093544,0.5263781472089876
deterministic_random_seed_4,200,0.0001833571241934978,0.0001836627175693753,0.9389902616010729
deterministic_random_seed_4,225,0.00018331295949237863,0.00018342084062524078,0.38070065235466377
deterministic_random_seed_4,250,0.00018328263519524018,0.00018331032203039265,0.1774243362151532
deterministic_random_seed_4,275,0.00018325689239596742,0.00018327461091266028,0.10636900310723192
deterministic_random_seed_4,300,0.00018319653975128812,0.00018324104853494495,0.13323415578889256
deterministic_random_seed_4,325,0.0001830038730957621,0.00018314890659254315,0.27421436392370757
deterministic_random_seed_4,350,0.00018220210117078463,0.00018278430413661614,0.6852495585291908
deterministic_random_seed_4,375,0.00018168087228005665,0.00018194409322443134,1.0122213219558311
deterministic_random_seed_4,400,0.00018111850930630714,0.00018139550643718932,1.3667791379902445
deterministic_random_seed_4,425,0.0001806863923623522,0.00018100105699735665,0.910338296430537
deterministic_random_seed_4,450,0.00018038569097936533,0.00018054091744833245,0.8467470846682741
deterministic_random_seed_4,475,0.00018038569097936533,0.00018041736995275023,0.3696766560792814
deterministic_random_seed_4,500,0.00018036177717248287,0.0001803877660223246,0.2554153285490802
deterministic_random_seed_4,519,0.0001803002189061481,0.00018036314854635497,0.29420777865264874
