candidate,mode,speed_knee_mps,util_knee,alpha,primary_corrected_rmse_nm,validation_corrected_rmse_nm,validation_rb_corrected_rmse_nm,straight_forward_corrected_rmse_nm,mean_blend,validation_mean_blend,in_place_left_command,in_place_right_command,in_place_max_abs_command,in_place_extra_opposing_nm,in_place_blend_gate,passes_in_place_0p6,selected
positive_launch_overlay,positive_launch_overlay,0.36,0.1,1.25,0.02160687369429824,0.030015075231563854,0.028144106542930307,0.012601815148005074,0.1883044913686595,0.1355122828240905,0.6550644654532793,-0.6550644654532793,0.6550644654532793,0.06711472031698633,1.0,True,False
speed_force_partition_squared,speed_force_partition_squared,0.26,0.1,1.25,0.021285030310811383,0.029769891776033768,0.02814691718393707,0.012777169248743928,0.1447875145309701,0.10160790030599082,0.6550644654532793,-0.6550644654532793,0.6550644654532793,0.06711472031698633,1.0,True,False
speed_force_partition_squared,speed_force_partition_squared,0.26,0.1,1.0,0.02136736074573429,0.02968942594722648,0.02814712302523528,0.012714381375082268,0.11979212464202597,0.08415182729664673,0.6443336390192927,-0.6443336390192927,0.6443336390192927,0.06528365266720698,0.9625350762959184,True,False
positive_launch_overlay,positive_launch_overlay,0.36,0.1,1.0,0.02158403272412496,0.029897824375462657,0.028148303630927428,0.012581085410060549,0.1597492795602851,0.11438359167520552,0.6496367391813197,-0.6496367391813197,0.6496367391813197,0.06618855362800091,0.9810499823180854,True,False
speed_force_partition,speed_force_partition,0.26,0.18,1.25,0.02130974317809846,0.029762029240926215,0.028148629791804037,0.012767509552105425,0.13859714783879684,0.09802721596611047,0.6550644654532793,-0.6550644654532793,0.6550644654532793,0.06711472031698633,1.0,True,False
positive_launch_overlay,positive_launch_overlay,0.5,0.4,1.25,0.02188500345094648,0.0299498773286027,0.02815207271757736,0.012597166718342493,0.09606469162900096,0.07138480343947715,0.6452601222942882,-0.6452601222942882,0.6452601222942882,0.06544174427024818,0.9657697409719657,True,False
speed_force_partition,speed_force_partition,0.26,0.18,1.0,0.02142575561675375,0.029686306633743925,0.028152536628203405,0.01271068981632294,0.11307262948947155,0.08003782034265743,0.638498874610866,-0.638498874610866,0.638498874610866,0.06428803052961315,0.9421639515985091,True,False
speed_force_partition_squared,speed_force_partition_squared,0.7,0.1,0.75,0.021453985234523326,0.029654804369046217,0.028155064966869956,0.013049034307120087,0.11102261591759599,0.07833786968653529,0.5757331257151346,-0.5757331257151346,0.5757331257151346,0.053577920453361357,0.7230276149823044,False,False
positive_launch_overlay,positive_launch_overlay,0.5,0.1,0.75,0.021788858036621707,0.029834041233890007,0.02815537954988023,0.012583918769147792,0.1283383702429085,0.09180100633822094,0.5794836436095054,-0.5794836436095054,0.5794836436095054,0.05421789464626701,0.7361219341969334,False,False
speed_force_partition,speed_force_partition,0.5,0.28,1.25,0.02136696071720409,0.029793080299901763,0.028158036717922778,0.013156758076333468,0.12615174684314726,0.09110150691918016,0.6550644654532793,-0.6550644654532793,0.6550644654532793,0.06711472031698633,1.0,True,False
speed_force_partition_squared,speed_force_partition_squared,0.36,0.18,1.25,0.021409623458034308,0.029797924427211395,0.028159394162035802,0.012921690248051886,0.11295687800102802,0.08051085299600066,0.6550644654532793,-0.6550644654532793,0.6550644654532793,0.06711472031698633,1.0,True,False
speed_force_partition_squared,speed_force_partition_squared,0.7,0.1,1.0,0.021213407915088,0.029736362686476555,0.02815972754052458,0.013286295761853813,0.14803015455679466,0.10445049291538039,0.6447637733740543,-0.6447637733740543,0.6447637733740543,0.06535704916717908,0.9640368199764059,True,False
positive_launch_overlay,positive_launch_overlay,0.5,0.28,1.0,0.021838538187678613,0.02990637910212975,0.02815998773833759,0.0125931357639957,0.10179387043902004,0.07352276391777043,0.6189108155647158,-0.6189108155647158,0.6189108155647158,0.06094559819581119,0.8737754502850614,True,False
positive_launch_overlay,positive_launch_overlay,0.36,0.18,1.25,0.021628577405365865,0.030003375223420038,0.028160734793495238,0.012605487984785321,0.15093589667581742,0.10717332252942482,0.6550644654532793,-0.6550644654532793,0.6550644654532793,0.06711472031698633,1.0,True,False
speed_force_partition,speed_force_partition,0.7,0.18,1.0,0.021263736365241596,0.029726449200759276,0.028160811217891213,0.013268889989440192,0.1402344827801119,0.09987977108038686,0.6389199055876903,-0.6389199055876903,0.6389199055876903,0.06435987366359361,0.9436339123252817,True,False
speed_force_partition,speed_force_partition,0.5,0.28,1.0,0.02153338681605803,0.02972147454000175,0.02816098260287656,0.013003018144068897,0.10179387043902004,0.07352276391777043,0.6189108155647158,-0.6189108155647158,0.6189108155647158,0.06094559819581119,0.8737754502850614,True,False
positive_launch_overlay,positive_launch_overlay,0.36,0.18,1.0,0.021661190641223953,0.029880266104546083,0.028161794975240944,0.012583343031517525,0.12360751275596203,0.08774837427876189,0.6387323663167238,-0.6387323663167238,0.6387323663167238,0.06432787267147595,0.9429791496635705,True,False
speed_force_partition,speed_force_partition,0.5,0.18,0.75,0.021586456671705247,0.02966988668466189,0.028161832601764258,0.012885779439884138,0.09959479056257654,0.07086612379701303,0.5713016465767707,-0.5713016465767707,0.5713016465767707,0.05282174960847375,0.7075558310673961,False,False
positive_launch_overlay,positive_launch_overlay,0.36,0.28,1.25,0.021682437336526403,0.029950224281729946,0.028162474227631632,0.012589155034697925,0.11714356096109514,0.08422337969582816,0.6550644654532793,-0.6550644654532793,0.6550644654532793,0.06711472031698633,1.0,True,False
speed_force_partition_squared,speed_force_partition_squared,0.36,0.1,0.75,0.021586120276447046,0.02966904647724756,0.028165923105568907,0.012767622717292981,0.09806745057187387,0.0690287248632187,0.5755894300827167,-0.5755894300827167,0.5755894300827167,0.05355340077395425,0.7225259252067536,False,False
speed_force_partition,speed_force_partition,0.18,0.1,1.25,0.02134275256994873,0.029704240201119444,0.028165967749867845,0.01266575676705883,0.15543922541666463,0.11182754502419107,0.6550644654532793,-0.6550644654532793,0.6550644654532793,0.06711472031698633,1.0,True,False
speed_force_partition,speed_force_partition,0.26,0.1,0.75,0.021585840435645782,0.02963947877475341,0.02816716661527144,0.01267723915524912,0.10991595983984605,0.07884625383995707,0.5792056612326983,-0.5792056612326983,0.5792056612326983,0.054170460784531214,0.7351514042380127,False,False
speed_force_partition,speed_force_partition,0.36,0.28,1.0,0.021590223233174742,0.02971834207276845,0.02816738611339894,0.012829144735049001,0.0943243829923223,0.06774449202039047,0.6187971088013151,-0.6187971088013151,0.6187971088013151,0.060926195703626174,0.8733784617360757,True,False
speed_force_partition,speed_force_partition,0.26,0.28,1.25,0.02146400879773913,0.02974861778666449,0.028169049863823913,0.012752707024298282,0.10678060178766399,0.07617420971431775,0.6550644654532793,-0.6550644654532793,0.6550644654532793,0.06711472031698633,1.0,True,False
speed_force_partition,speed_force_partition,0.18,0.1,1.0,0.021443446866935983,0.029648721873645395,0.028170936481148257,0.012634890875325318,0.1300229429356971,0.0940115107757164,0.6488437176524122,-0.6488437176524122,0.6488437176524122,0.0660532354326975,0.9782812774789018,True,False
speed_force_partition,speed_force_partition,0.7,0.18,0.75,0.021546104932149555,0.029668170799196703,0.028172326410681514,0.013046350390243301,0.10517586208508393,0.07490982831029015,0.5713502248753616,-0.5713502248753616,0.5713502248753616,0.052830038825672256,0.7077254342439613,False,False
positive_launch_overlay,positive_launch_overlay,0.7,0.18,0.75,0.02192953147682148,0.029871770448780824,0.028172467898226906,0.01260054556982398,0.10517586208508393,0.07490982831029015,0.5713502248753616,-0.5713502248753616,0.5713502248753616,0.052830038825672256,0.7077254342439613,False,False
speed_force_partition_squared,speed_force_partition_squared,0.5,0.18,1.0,0.021542184137826353,0.029742781131058934,0.02817317180775993,0.013016922623134242,0.09848750791090695,0.07060589466651304,0.623687913973819,-0.623687913973819,0.623687913973819,0.06176074420628221,0.8904539073009251,True,False
speed_force_partition_squared,speed_force_partition_squared,0.36,0.18,1.0,0.021593042235343786,0.02973713737433617,0.02817781181027231,0.01283835101725453,0.09120483516881879,0.06493577466935475,0.6235720367976821,-0.6235720367976821,0.6235720367976821,0.06174097136307417,0.8900493411111989,True,False
speed_force_partition_squared,speed_force_partition_squared,0.5,0.18,1.25,0.02140503631645877,0.029825294718458406,0.028178979669913316,0.013179864667486461,0.12164389657587951,0.08716676826874546,0.6550644654532793,-0.6550644654532793,0.6550644654532793,0.06711472031698633,1.0,True,False
speed_force_partition,speed_force_partition,0.36,0.4,1.25,0.021679244658989457,0.029762738848932758,0.028182080720692986,0.012889594936731894,0.08857389548757011,0.06528625929926347,0.6451344440649439,-0.6451344440649439,0.6451344440649439,0.0654202990123783,0.9653309560095388,True,False
speed_force_partition,speed_force_partition,0.36,0.18,0.75,0.021674895637758828,0.029683561280867903,0.0281839731901572,0.012770518472757474,0.09270563456697152,0.06581128070907143,0.5712095704221366,-0.5712095704221366,0.5712095704221366,0.05280603808158402,0.7072343622476779,False,False
positive_launch_overlay,positive_launch_overlay,0.26,0.1,1.0,0.021592844098130188,0.02983967032217905,0.028184960351003274,0.012579691285935658,0.14655461311979473,0.10512833845327609,0.649393820730806,-0.649393820730806,0.649393820730806,0.06614710294207223,0.9802018723173503,True,False
