group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,rmse_delta_vs_baseline_pct,corrected_mae_nm,corrected_median_abs_nm,run_balanced_corrected_rmse_nm,median_pred_opposes_nm,mean_blend
primary_open_floor_fit_authoritative,47317,15,0.036866176895009706,0.021083018384621146,-42.81202945273397,0.014277405869765353,0.009682322838716027,0.020844291846793202,0.001945130042559326,0.24448855812846557
open_floor_fit_downweighted,31165,9,0.043194073119807955,0.03282316561347566,-24.010024425264028,0.020572958380822407,0.009665437466862804,0.030544476540944002,-3.4873900921068714e-05,0.17822517247546132
open_floor_validation_only,14542,9,0.01693070910006944,0.011206860684196811,-33.807493720680334,0.007234909479711292,0.004511691076007601,0.010385937738982958,3.887450534866218e-05,0.1264550229489974
diag_validation_only,11108,3,0.0846209251204878,0.03848912769383371,-54.515827333451114,0.030669415464915313,0.02789294108102774,0.03839223819921428,-0.035353251906081615,0.016166474560909916
aux_downweighted_validation,14448,13,0.05126637392308135,0.027490242677710965,-46.37763396538136,0.01684300066148434,0.009119777769429096,0.03164162733259671,-0.005577964290084825,0.07958286103471245
validation_non_authoritative,71263,34,0.05023383204822011,0.029680153603611304,-40.91600741285089,0.01866873191044016,0.008942746099809901,0.02807808971739484,-0.0017534535263816187,0.12240134178429458
