candidate,mode,blend_gate,extra_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,left_command,right_command,lr_delta_command,max_abs_command,speed_knee_mps,util_knee,alpha,baseline_opposing_yaw_torque_nm
speed_force_partition_squared,speed_force_partition_squared,0.9312647830719768,0.06375534253974673,0.07854959253974672,0.6353770989826337,-0.6353770989826337,1.2707541979652675,0.6353770989826337,0.025,0.18,1.25,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.9866456079350419,0.06646203527521882,0.08125628527521882,0.6512394566393722,-0.6512394566393722,1.3024789132787444,0.6512394566393722,0.025,0.18,1.25,0.014794249999999998
speed_force_partition,speed_force_partition,0.3655287706602627,0.03610545543936543,0.05089970543936542,0.4733371331576309,-0.4733371331576309,0.9466742663152617,0.4733371331576309,0.025,0.28,0.5,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.31954641260367883,0.033858105118755845,0.04865235511875585,0.4601667152160919,-0.4601667152160919,0.9203334304321839,0.4601667152160919,0.025,0.28,0.5,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.3655287706602627,0.03610545543936543,0.05089970543936542,0.4733371331576309,-0.4733371331576309,0.9466742663152617,0.4733371331576309,0.025,0.28,0.5,0.014794249999999998
speed_force_partition,speed_force_partition,0.548293155990394,0.045037916003094036,0.05983216600309403,0.5256851083672586,-0.5256851083672586,1.0513702167345171,0.5256851083672586,0.025,0.28,0.75,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.4793196189055182,0.04166689052217966,0.056461140522179654,0.5059294814549504,-0.5059294814549504,1.0118589629099008,0.5059294814549504,0.025,0.28,0.75,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.548293155990394,0.045037916003094036,0.05983216600309403,0.5256851083672586,-0.5256851083672586,1.0513702167345171,0.5256851083672586,0.025,0.28,0.75,0.014794249999999998
speed_force_partition,speed_force_partition,0.7310575413205254,0.053970376566822645,0.06876462656682264,0.5780330835768867,-0.5780330835768867,1.1560661671537733,0.5780330835768867,0.025,0.28,1.0,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.6390928252073577,0.04947567592560348,0.06426992592560347,0.5516922476938089,-0.5516922476938089,1.1033844953876177,0.5516922476938089,0.025,0.28,1.0,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.7310575413205254,0.053970376566822645,0.06876462656682264,0.5780330835768867,-0.5780330835768867,1.1560661671537733,0.5780330835768867,0.025,0.28,1.0,0.014794249999999998
speed_force_partition,speed_force_partition,0.9138219266506566,0.06290283713055125,0.07769708713055125,0.6303810587865145,-0.6303810587865145,1.260762117573029,0.6303810587865145,0.025,0.28,1.25,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.798866031509197,0.0572844613290273,0.0720787113290273,0.5974550139326672,-0.5974550139326672,1.1949100278653344,0.5974550139326672,0.025,0.28,1.25,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.9138219266506566,0.06290283713055125,0.07769708713055125,0.6303810587865145,-0.6303810587865145,1.260762117573029,0.6303810587865145,0.025,0.28,1.25,0.014794249999999998
speed_force_partition,speed_force_partition,0.3232103864151316,0.03403717885633452,0.04883142885633451,0.46121616262294957,-0.46121616262294957,0.9224323252458991,0.46121616262294957,0.025,0.4,0.5,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.24983968952716085,0.03045124576930963,0.04524549576930963,0.4402010867652168,-0.4402010867652168,0.8804021735304336,0.4402010867652168,0.025,0.4,0.5,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.3232103864151316,0.03403717885633452,0.04883142885633451,0.46121616262294957,-0.46121616262294957,0.9224323252458991,0.46121616262294957,0.025,0.4,0.5,0.014794249999999998
speed_force_partition,speed_force_partition,0.4848155796226974,0.04193550112854768,0.05672975112854768,0.5075036525652369,-0.5075036525652369,1.0150073051304738,0.5075036525652369,0.025,0.4,0.75,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.37475953429074127,0.03655660149801035,0.051350851498010344,0.4759810387786378,-0.4759810387786378,0.9519620775572756,0.4759810387786378,0.025,0.4,0.75,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.4848155796226974,0.04193550112854768,0.05672975112854768,0.5075036525652369,-0.5075036525652369,1.0150073051304738,0.5075036525652369,0.025,0.4,0.75,0.014794249999999998
speed_force_partition,speed_force_partition,0.6464207728302632,0.04983382340076084,0.06462807340076084,0.5537911425075245,-0.5537911425075245,1.107582285015049,0.5537911425075245,0.025,0.4,1.0,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.4996793790543217,0.04266195722671106,0.05745620722671106,0.5117609907920588,-0.5117609907920588,1.0235219815841177,0.5117609907920588,0.025,0.4,1.0,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.6464207728302632,0.04983382340076084,0.06462807340076084,0.5537911425075245,-0.5537911425075245,1.107582285015049,0.5537911425075245,0.025,0.4,1.0,0.014794249999999998
speed_force_partition,speed_force_partition,0.8080259660378291,0.057732145672974,0.072526395672974,0.6000786324498119,-0.6000786324498119,1.2001572648996237,0.6000786324498119,0.025,0.4,1.25,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.6245992238179021,0.04876731295541177,0.06356156295541177,0.5475409428054797,-0.5475409428054797,1.0950818856109594,0.5475409428054797,0.025,0.4,1.25,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.8080259660378291,0.057732145672974,0.072526395672974,0.6000786324498119,-0.6000786324498119,1.2001572648996237,0.6000786324498119,0.025,0.4,1.25,0.014794249999999998
speed_force_partition,speed_force_partition,0.2517690346528315,0.03054554094184965,0.045339790941849645,0.4407536961296014,-0.4407536961296014,0.8815073922592028,0.4407536961296014,0.025,0.6,0.5,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.15159868845642577,0.025649796809653447,0.040444046809653446,0.4120625767413385,-0.4120625767413385,0.824125153482677,0.4120625767413385,0.025,0.6,0.5,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.2517690346528315,0.03054554094184965,0.045339790941849645,0.4407536961296014,-0.4407536961296014,0.8815073922592028,0.4407536961296014,0.025,0.6,0.5,0.014794249999999998
speed_force_partition,speed_force_partition,0.3776535519792472,0.03669804425682037,0.051492294256820365,0.47680995282521466,-0.47680995282521466,0.9536199056504293,0.47680995282521466,0.025,0.6,0.75,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.22739803268463862,0.029354428058526068,0.04414867805852607,0.4337732737428203,-0.4337732737428203,0.8675465474856406,0.4337732737428203,0.025,0.6,0.75,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.3776535519792472,0.03669804425682037,0.051492294256820365,0.47680995282521466,-0.47680995282521466,0.9536199056504293,0.47680995282521466,0.025,0.6,0.75,0.014794249999999998
speed_force_partition,speed_force_partition,0.503538069305663,0.0428505475717911,0.0576447975717911,0.512866209520828,-0.512866209520828,1.025732419041656,0.512866209520828,0.025,0.6,1.0,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.30319737691285154,0.03305905930739869,0.047853309307398686,0.45548397074430197,-0.45548397074430197,0.9109679414886039,0.45548397074430197,0.025,0.6,1.0,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.503538069305663,0.0428505475717911,0.0576447975717911,0.512866209520828,-0.512866209520828,1.025732419041656,0.512866209520828,0.025,0.6,1.0,0.014794249999999998
speed_force_partition,speed_force_partition,0.6294225866320787,0.04900305088676182,0.06379730088676182,0.5489224662164411,-0.5489224662164411,1.0978449324328823,0.5489224662164411,0.025,0.6,1.25,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.3789967211410644,0.03676369055627131,0.0515579405562713,0.4771946677457837,-0.4771946677457837,0.9543893354915673,0.4771946677457837,0.025,0.6,1.25,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.6294225866320787,0.04900305088676182,0.06379730088676182,0.5489224662164411,-0.5489224662164411,1.0978449324328823,0.5489224662164411,0.025,0.6,1.25,0.014794249999999998
speed_force_partition,speed_force_partition,0.17975426525001376,0.027025877706943528,0.04182012770694353,0.42012698947328947,-0.42012698947328947,0.8402539789465789,0.42012698947328947,0.025,0.85,0.5,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.07727681659096715,0.02201737581985544,0.036811625819855434,0.3907750622241173,-0.3907750622241173,0.7815501244482346,0.3907750622241173,0.025,0.85,0.5,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.17975426525001376,0.027025877706943528,0.04182012770694353,0.42012698947328947,-0.42012698947328947,0.8402539789465789,0.42012698947328947,0.025,0.85,0.5,0.014794249999999998
speed_force_partition,speed_force_partition,0.2696313978750206,0.03141854940446119,0.046212799404461186,0.44586989284074685,-0.44586989284074685,0.8917397856814937,0.44586989284074685,0.025,0.85,0.75,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.11591522488645073,0.023905796573829057,0.038700046573829056,0.40184200196698855,-0.40184200196698855,0.8036840039339771,0.40184200196698855,0.025,0.85,0.75,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.2696313978750206,0.03141854940446119,0.046212799404461186,0.44586989284074685,-0.44586989284074685,0.8917397856814937,0.44586989284074685,0.025,0.85,0.75,0.014794249999999998
speed_force_partition,speed_force_partition,0.3595085305000275,0.035811221101978846,0.05060547110197884,0.47161279620820407,-0.47161279620820407,0.9432255924164081,0.47161279620820407,0.025,0.85,1.0,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.1545536331819343,0.025794217327802675,0.04058846732780268,0.41290894170985976,-0.41290894170985976,0.8258178834197195,0.41290894170985976,0.025,0.85,1.0,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.3595085305000275,0.035811221101978846,0.05060547110197884,0.47161279620820407,-0.47161279620820407,0.9432255924164081,0.47161279620820407,0.025,0.85,1.0,0.014794249999999998
speed_force_partition,speed_force_partition,0.4493856631250344,0.040203892799496516,0.05499814279949651,0.49735569957566145,-0.49735569957566145,0.9947113991513229,0.49735569957566145,0.025,0.85,1.25,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.1931920414774179,0.027682638081776293,0.04247688808177629,0.42397588145273085,-0.42397588145273085,0.8479517629054617,0.42397588145273085,0.025,0.85,1.25,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.4493856631250344,0.040203892799496516,0.05499814279949651,0.49735569957566145,-0.49735569957566145,0.9947113991513229,0.49735569957566145,0.025,0.85,1.25,0.014794249999999998
speed_force_partition,speed_force_partition,0.11477445933892613,0.023850042586271155,0.03864429258627115,0.4015152601540585,-0.4015152601540585,0.803030520308117,0.4015152601540585,0.025,1.2,0.5,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.031505133621670234,0.019780322072648557,0.03457457207264855,0.37766498653266545,-0.37766498653266545,0.7553299730653309,0.37766498653266545,0.025,1.2,0.5,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.11477445933892613,0.023850042586271155,0.03864429258627115,0.4015152601540585,-0.4015152601540585,0.803030520308117,0.4015152601540585,0.025,1.2,0.5,0.014794249999999998
speed_force_partition,speed_force_partition,0.17216168900838918,0.026654796723452633,0.041449046723452634,0.4179522988619003,-0.4179522988619003,0.8359045977238005,0.4179522988619003,0.025,1.2,0.75,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.047257700432505344,0.02055021595301873,0.035344465953018725,0.3821768884298106,-0.3821768884298106,0.7643537768596212,0.3821768884298106,0.025,1.2,0.75,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.17216168900838918,0.026654796723452633,0.041449046723452634,0.4179522988619003,-0.4179522988619003,0.8359045977238005,0.4179522988619003,0.025,1.2,0.75,0.014794249999999998
speed_force_partition,speed_force_partition,0.22954891867785227,0.029459550860634107,0.0442538008606341,0.4343893375697419,-0.4343893375697419,0.8687786751394838,0.4343893375697419,0.025,1.2,1.0,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.06301026724334047,0.021320109833388907,0.036114359833388905,0.38668879032695586,-0.38668879032695586,0.7733775806539117,0.38668879032695586,0.025,1.2,1.0,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.22954891867785227,0.029459550860634107,0.0442538008606341,0.4343893375697419,-0.4343893375697419,0.8687786751394838,0.4343893375697419,0.025,1.2,1.0,0.014794249999999998
speed_force_partition,speed_force_partition,0.28693614834731535,0.03226430499781559,0.04705855499781558,0.4508263762775838,-0.4508263762775838,0.9016527525551676,0.4508263762775838,0.025,1.2,1.25,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.07876283405417558,0.022090003713759084,0.036884253713759085,0.3912006922241012,-0.3912006922241012,0.7824013844482024,0.3912006922241012,0.025,1.2,1.25,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.28693614834731535,0.03226430499781559,0.04705855499781558,0.4508263762775838,-0.4508263762775838,0.9016527525551676,0.4508263762775838,0.025,1.2,1.25,0.014794249999999998
speed_only_partition,speed_only_partition,0.46447387221071873,0.04094131673683376,0.05573556673683376,0.5016773139522719,-0.5016773139522719,1.0033546279045438,0.5016773139522719,0.04,0.0,0.5,0.014794249999999998
speed_only_partition,speed_only_partition,0.6967108083160781,0.05229170794929654,0.06708595794929653,0.5681953795592204,-0.5681953795592204,1.1363907591184408,0.5681953795592204,0.04,0.0,0.75,0.014794249999999998
speed_only_partition,speed_only_partition,0.9289477444214375,0.06364209916175931,0.0784363491617593,0.634713445166169,-0.634713445166169,1.269426890332338,0.634713445166169,0.04,0.0,1.0,0.014794249999999998
speed_only_partition,speed_only_partition,1.0,0.06711472031698633,0.08190897031698632,0.6550644654532793,-0.6550644654532793,1.3101289309065587,0.6550644654532793,0.04,0.0,1.25,0.014794249999999998
speed_force_partition,speed_force_partition,0.4561023669224951,0.04053216623023462,0.05532641623023461,0.49927951992635367,-0.49927951992635367,0.9985590398527073,0.49927951992635367,0.04,0.1,0.5,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.4478817465494061,0.040130390101043134,0.05492464010104313,0.4969249428531405,-0.4969249428531405,0.993849885706281,0.4969249428531405,0.04,0.1,0.5,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.4561023669224951,0.04053216623023462,0.05532641623023461,0.49927951992635367,-0.49927951992635367,0.9985590398527073,0.49927951992635367,0.04,0.1,0.5,0.014794249999999998
speed_force_partition,speed_force_partition,0.6841535503837427,0.051677982189397835,0.06647223218939784,0.5645986885203433,-0.5645986885203433,1.1291973770406867,0.5645986885203433,0.04,0.1,0.75,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.6718226198241092,0.0510753179956106,0.0658695679956106,0.5610668229105236,-0.5610668229105236,1.1221336458210471,0.5610668229105236,0.04,0.1,0.75,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.6841535503837427,0.051677982189397835,0.06647223218939784,0.5645986885203433,-0.5645986885203433,1.1291973770406867,0.5645986885203433,0.04,0.1,0.75,0.014794249999999998
speed_force_partition,speed_force_partition,0.9122047338449902,0.06282379814856104,0.07761804814856103,0.6299178571143327,-0.6299178571143327,1.2598357142286654,0.6299178571143327,0.04,0.1,1.0,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.8957634930988122,0.062020245890178065,0.07681449589017807,0.6252087029679062,-0.6252087029679062,1.2504174059358124,0.6252087029679062,0.04,0.1,1.0,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.9122047338449902,0.06282379814856104,0.07761804814856103,0.6299178571143327,-0.6299178571143327,1.2598357142286654,0.6299178571143327,0.04,0.1,1.0,0.014794249999999998
speed_force_partition,speed_force_partition,1.0,0.06711472031698633,0.08190897031698632,0.6550644654532793,-0.6550644654532793,1.3101289309065587,0.6550644654532793,0.04,0.1,1.25,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,1.0,0.06711472031698633,0.08190897031698632,0.6550644654532793,-0.6550644654532793,1.3101289309065587,0.6550644654532793,0.04,0.1,1.25,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,1.0,0.06711472031698633,0.08190897031698632,0.6550644654532793,-0.6550644654532793,1.3101289309065587,0.6550644654532793,0.04,0.1,1.25,0.014794249999999998
speed_force_partition,speed_force_partition,0.43840276221590796,0.03966711245758853,0.05446136245758852,0.49420994104353677,-0.49420994104353677,0.9884198820870735,0.49420994104353677,0.04,0.18,0.5,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.41379503437675297,0.038464429790015325,0.05325867979001532,0.4871617148556912,-0.4871617148556912,0.9743234297113824,0.4871617148556912,0.04,0.18,0.5,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.43840276221590796,0.03966711245758853,0.05446136245758852,0.49420994104353677,-0.49420994104353677,0.9884198820870735,0.49420994104353677,0.04,0.18,0.5,0.014794249999999998
speed_force_partition,speed_force_partition,0.657604143323862,0.050380401530428685,0.06517465153042869,0.5569943201961179,-0.5569943201961179,1.1139886403922359,0.5569943201961179,0.04,0.18,0.75,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.6206925515651295,0.04857637752906889,0.06337062752906888,0.5464219809143493,-0.5464219809143493,1.0928439618286987,0.5464219809143493,0.04,0.18,0.75,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.657604143323862,0.050380401530428685,0.06517465153042869,0.5569943201961179,-0.5569943201961179,1.1139886403922359,0.5569943201961179,0.04,0.18,0.75,0.014794249999999998
speed_force_partition,speed_force_partition,0.8768055244318159,0.06109369060326885,0.07588794060326885,0.619778699348699,-0.619778699348699,1.239557398697398,0.619778699348699,0.04,0.18,1.0,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.8275900687535059,0.05868832526812245,0.07348257526812245,0.6056822469730075,-0.6056822469730075,1.211364493946015,0.6056822469730075,0.04,0.18,1.0,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.8768055244318159,0.06109369060326885,0.07588794060326885,0.619778699348699,-0.619778699348699,1.239557398697398,0.619778699348699,0.04,0.18,1.0,0.014794249999999998
speed_force_partition,speed_force_partition,1.0,0.06711472031698633,0.08190897031698632,0.6550644654532793,-0.6550644654532793,1.3101289309065587,0.6550644654532793,0.04,0.18,1.25,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,1.0,0.06711472031698633,0.08190897031698632,0.6550644654532793,-0.6550644654532793,1.3101289309065587,0.6550644654532793,0.04,0.18,1.25,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,1.0,0.06711472031698633,0.08190897031698632,0.6550644654532793,-0.6550644654532793,1.3101289309065587,0.6550644654532793,0.04,0.18,1.25,0.014794249999999998
speed_force_partition,speed_force_partition,0.406044534729725,0.03808563042863419,0.05287988042863419,0.4849417913041088,-0.4849417913041088,0.9698835826082176,0.4849417913041088,0.04,0.28,0.5,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.3549654222726246,0.03558918038543156,0.050383430385431555,0.4703115442359822,-0.4703115442359822,0.9406230884719644,0.4703115442359822,0.04,0.28,0.5,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.406044534729725,0.03808563042863419,0.05287988042863419,0.4849417913041088,-0.4849417913041088,0.9698835826082176,0.4849417913041088,0.04,0.28,0.5,0.014794249999999998
speed_force_partition,speed_force_partition,0.6090668020945875,0.04800817848699718,0.06280242848699717,0.5430920955869756,-0.5430920955869756,1.0861841911739512,0.5430920955869756,0.04,0.28,0.75,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.5324481334089369,0.044263503422193234,0.05905775342219323,0.521146724984786,-0.521146724984786,1.042293449969572,0.521146724984786,0.04,0.28,0.75,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.6090668020945875,0.04800817848699718,0.06280242848699717,0.5430920955869756,-0.5430920955869756,1.0861841911739512,0.5430920955869756,0.04,0.28,0.75,0.014794249999999998
speed_force_partition,speed_force_partition,0.81208906945945,0.057930726545360176,0.07272497654536017,0.6012423998698426,-0.6012423998698426,1.2024847997396853,0.6012423998698426,0.04,0.28,1.0,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.7099308445452492,0.052937826458954916,0.06773207645895492,0.5719819057335898,-0.5719819057335898,1.1439638114671795,0.5719819057335898,0.04,0.28,1.0,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.81208906945945,0.057930726545360176,0.07272497654536017,0.6012423998698426,-0.6012423998698426,1.2024847997396853,0.6012423998698426,0.04,0.28,1.0,0.014794249999999998
speed_force_partition,speed_force_partition,1.0,0.06711472031698633,0.08190897031698632,0.6550644654532793,-0.6550644654532793,1.3101289309065587,0.6550644654532793,0.04,0.28,1.25,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.8874135556815617,0.061612149495716605,0.0764063994957166,0.6228170864823934,-0.6228170864823934,1.2456341729647868,0.6228170864823934,0.04,0.28,1.25,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,1.0,0.06711472031698633,0.08190897031698632,0.6550644654532793,-0.6550644654532793,1.3101289309065587,0.6550644654532793,0.04,0.28,1.25,0.014794249999999998
speed_force_partition,speed_force_partition,0.35903551650582527,0.0357881029280432,0.050582352928043195,0.47147731398721454,-0.47147731398721454,0.9429546279744291,0.47147731398721454,0.04,0.4,0.5,0.014794249999999998
speed_force_partition_squared,speed_force_partition_squared,0.2775323001465268,0.031804699571686725,0.046598949571686726,0.4481328952057612,-0.4481328952057612,0.8962657904115224,0.4481328952057612,0.04,0.4,0.5,0.014794249999999998
positive_launch_overlay,positive_launch_overlay,0.35903551650582527,0.0357881029280432,0.050582352928043195,0.47147731398721454,-0.47147731398721454,0.9429546279744291,0.47147731398721454,0.04,0.4,0.5,0.014794249999999998
speed_force_partition,speed_force_partition,0.5385532747587379,0.04456188723611071,0.059356137236110704,0.5228953796116345,-0.5228953796116345,1.045790759223269,0.5228953796116345,0.04,0.4,0.75,0.014794249999999998
