group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,rmse_delta_vs_baseline_pct,corrected_mae_nm,corrected_median_abs_nm,run_balanced_corrected_rmse_nm,median_pred_opposes_nm,mean_blend,run_id,dataset_split
2026-05-04_20-35-47,3456,1,0.035845955637305665,0.020127808869544805,-43.849149752901674,0.013960636957783235,0.009345376327479806,0.020127808869544805,0.013668827858962906,0.4709176467440325,2026-05-04_20-35-47,open_floor_fit_downweighted
2026-05-04_16-57-53,1761,1,0.023277853453219116,0.015838560861422477,-31.95867096056425,0.011843626253119055,0.008733856202899641,0.015838560861422473,0.0011822646526240379,0.2666492951637121,2026-05-04_16-57-53,open_floor_validation_only
2026-04-22_12-10-34,2187,1,0.016217132966177106,0.013202689482483838,-18.588017314652802,0.011056124247752404,0.010252355914789114,0.01320268948248384,0.00017177703764685896,0.13102833517119247,2026-04-22_12-10-34,open_floor_fit_downweighted
2026-04-22_01-06-32,1031,1,0.04497527944035794,0.016861102635710126,-62.51028821717547,0.012124852707355359,0.0091707275247431,0.016861102635710123,0.016046706020857077,0.47429303374132054,2026-04-22_01-06-32,primary_open_floor_fit_authoritative
2026-04-21_05-32-06,8880,1,0.04258417382836224,0.017657454789089182,-58.53517116415482,0.014003261935981528,0.012187507592979534,0.017657454789089186,0.012100121266988796,0.4358099906774376,2026-04-21_05-32-06,primary_open_floor_fit_authoritative
2026-04-21_00-16-10,3757,1,0.039823975586254654,0.026878339329649562,-32.507141906428124,0.019485169571728727,0.013710826050442142,0.026878339329649562,-0.0005004440838952751,0.15610984270789255,2026-04-21_00-16-10,primary_open_floor_fit_authoritative
2026-04-20_12-10-58,2925,1,0.04035482301988178,0.027977442201207736,-30.671379261348836,0.019495311913308458,0.012422189792301957,0.027977442201207743,-0.0003466384839445987,0.13334770240772864,2026-04-20_12-10-58,primary_open_floor_fit_authoritative
2026-04-20_08-38-39,7284,1,0.05622535775152191,0.04248692457048695,-24.434585621935124,0.03126204228397693,0.02387811858480846,0.042486924570486945,-0.004126442842693482,0.19882312269932714,2026-04-20_08-38-39,open_floor_fit_downweighted
diag003,5580,1,0.08523812922205401,0.038712164739976,-54.58351198777854,0.030942371135809138,0.028340827079595746,0.038712164739976,-0.0366745849177957,0.01442179968010621,diag003,diag_validation_only
