run_id,dataset_split,rows,median_residual_before_nm,median_residual_after_best_nm,median_residual_after_expanded_bin_nm,best_model,training_policy,baseline_rmse_nm,best_corrected_rmse_nm,expanded_bin_corrected_rmse_nm
2026-05-04_20-35-47,open_floor_fit_downweighted,3456,0.0093600005,0.0016995684367574326,0.0095013805,contact_feature_ridge_surface,held_out_if_fit_authoritative_else_train_primary_only,0.035845955637305665,0.017513695921524797,0.036994633183703836
2026-05-04_16-57-53,open_floor_validation_only,1761,-0.000686103,-0.0009103340436421111,-0.000774296,contact_feature_ridge_surface,held_out_if_fit_authoritative_else_train_primary_only,0.023277853453219116,0.010645393200374501,0.02328453948888073
2026-04-22_12-10-34,open_floor_fit_downweighted,2187,-0.003115615,-0.0028664885005763863,-0.003214112,contact_feature_ridge_surface,held_out_if_fit_authoritative_else_train_primary_only,0.016217132966177106,0.012991042234251515,0.016693594902244705
2026-04-22_01-06-32,primary_open_floor_fit_authoritative,1031,0.009991152,0.00028566050838207957,0.007555504,contact_feature_ridge_surface,held_out_if_fit_authoritative_else_train_primary_only,0.04497527944035794,0.045720027378315195,0.04398801817034212
2026-04-21_05-32-06,primary_open_floor_fit_authoritative,8880,0.0121550075,0.004289230727076942,0.012344405499999999,contact_feature_ridge_surface,held_out_if_fit_authoritative_else_train_primary_only,0.04258417382836225,0.028622797043739472,0.04832928493941844
2026-04-21_00-16-10,primary_open_floor_fit_authoritative,3757,0.008941154,0.002659821118014022,0.002622901,contact_feature_ridge_surface,held_out_if_fit_authoritative_else_train_primary_only,0.039823975586254654,0.03208710691518979,0.04950499831848901
2026-04-20_12-10-58,primary_open_floor_fit_authoritative,2925,0.003674954,-0.0013597713837286921,0.000663762,contact_feature_ridge_surface,held_out_if_fit_authoritative_else_train_primary_only,0.04035482301988178,0.03854521145780614,0.04758297117142768
2026-04-20_08-38-39,open_floor_fit_downweighted,7284,0.0001673695,-0.00048623339416738014,-0.0001505845,contact_feature_ridge_surface,held_out_if_fit_authoritative_else_train_primary_only,0.05622535775152191,0.033791446604831965,0.061503179679705575
diag003,diag_validation_only,5580,-0.0124400895,-8.994153568472627e-05,-0.0111959175,contact_feature_ridge_surface,held_out_if_fit_authoritative_else_train_primary_only,0.08523812922205401,0.031200294320621824,0.08292804254861781
