model,group,rows,runs,coverage_fraction,baseline_rmse_nm,corrected_rmse_nm,rmse_delta_nm,rmse_improvement_fraction,baseline_mae_nm,corrected_mae_nm,mae_delta_nm,baseline_median_abs_nm,corrected_median_abs_nm,median_residual_before_nm,median_residual_after_nm
expanded_signed_bin_lookup,split:diag_validation_only:all,11108,3,0.17050774216780698,0.0846209251204878,0.08234436475055261,-0.0022765603699351905,0.026903042795782484,0.0738060716588945,0.07127521809434642,-0.0025308535645480745,0.082360023,0.077671481,-0.006359523000000001,-0.0056265989999999995
expanded_signed_bin_lookup,split:diag_validation_only:phase:entry,3215,3,0.19129082426127528,0.10590823322237675,0.10310711660241292,-0.0028011166199638227,0.026448525622009833,0.10058718607029549,0.0971611308161742,-0.0034260552541212907,0.110339143,0.10827475,-0.026745843,-0.0199022
expanded_signed_bin_lookup,split:diag_validation_only:phase:plateau,4712,3,0.12627334465195247,0.06448450059620303,0.06262898097785187,-0.0018555196183511619,0.02877466059588929,0.05078566537882004,0.04912537882852292,-0.0016602865502971173,0.0456507775,0.0425385145,-0.0027473784999999997,-0.0026119554999999997
expanded_signed_bin_lookup,split:diag_validation_only:phase:exit,3181,3,0.2150267211568689,0.08665455675983384,0.08439668898318191,-0.002257867776651934,0.02605596129133403,0.08083872540270355,0.07792307512668972,-0.0029156502760138286,0.087034652,0.083678103,-0.03620564,-0.029926913
expanded_signed_bin_lookup,split:aux_downweighted_validation:all,14448,13,0.12956810631229235,0.05126637392308136,0.0508637829454431,-0.00040259097763825635,0.007852924769797265,0.03305637759772979,0.032805515861434105,-0.0002508617362956822,0.016359514999999998,0.0165586025,-0.0012553224999999999,-0.0011129065
expanded_signed_bin_lookup,split:aux_downweighted_validation:phase:entry,2710,13,0.23394833948339483,0.07408321980038726,0.07319445769761397,-0.0008887621027732912,0.011996807173986324,0.05146439698413284,0.05067746004649446,-0.0007869369376383786,0.027799833,0.0274924925,-0.0034258485,-0.0029505875
expanded_signed_bin_lookup,split:aux_downweighted_validation:phase:plateau,8708,13,0.06568672485071199,0.03722139915039368,0.03699462947886264,-0.00022676967153104077,0.006092454252317969,0.023270042604501606,0.023187075748966467,-8.296685553513955e-05,0.011437506,0.0114715605,-0.000406586,-0.0003424295
expanded_signed_bin_lookup,split:aux_downweighted_validation:phase:exit,3030,13,0.2198019801980198,0.06034861345329037,0.060094398834890025,-0.0002542146184003474,0.004212435114140711,0.04471765567821782,0.04446373624356435,-0.0002539194346534643,0.030535899,0.030512652,-0.0065930465,-0.0061920195
expanded_signed_bin_lookup,selected:all,36861,9,0.22989067035620303,0.05167996349438148,0.05482276524850269,0.0031428017541212105,-0.06081277039723321,0.03881901686649847,0.041534743671115815,0.0027157268046173466,0.029755468,0.032240676,0.003129073,0.001793925
expanded_signed_bin_lookup,selected_run:2026-05-04_20-35-47:all,3456,1,0.021122685185185185,0.035845955637305665,0.036994633183703836,0.0011486775463981705,-0.03204482977161072,0.028876796463541667,0.02972024690451389,0.0008434504409722231,0.025485003,0.0263741205,0.0093600005,0.0095013805
expanded_signed_bin_lookup,selected_run:2026-05-04_20-35-47:phase:entry,765,1,0.0196078431372549,0.03840614124763392,0.03932133641266615,0.0009151951650322315,-0.023829396427286653,0.031389705568627455,0.0320968507124183,0.0007071451437908466,0.028145764,0.028779025,0.014645599,0.015120178
expanded_signed_bin_lookup,selected_run:2026-05-04_20-35-47:phase:plateau,1813,1,0.00827357970215113,0.03335337465933129,0.03387560895321994,0.0005222342938886529,-0.015657614835761446,0.026051473639271926,0.026373891261996688,0.00032241762272476257,0.020885514,0.021193462,0.00733589,0.007384822
expanded_signed_bin_lookup,selected_run:2026-05-04_20-35-47:phase:exit,878,1,0.0489749430523918,0.038411809214783474,0.04086971362901869,0.0024579044142352194,-0.063988249043194,0.03252136914578588,0.034559473404328016,0.002038104258542138,0.031991409,0.0343408365,0.0118378625,0.0120420335
expanded_signed_bin_lookup,selected_run:2026-05-04_16-57-53:all,1761,1,0.0028392958546280523,0.023277853453219116,0.02328453948888073,6.686035661614825e-06,-0.0002872273285443594,0.017940518580919933,0.017952716060193073,1.2197479273140521e-05,0.013238941,0.01331542,-0.000686103,-0.000774296
expanded_signed_bin_lookup,selected_run:2026-05-04_16-57-53:phase:entry,259,1,0.007722007722007722,0.02669019182116678,0.026691614023302213,1.422202135434314e-06,-5.3285571904648776e-05,0.0213292169034749,0.02133948309266409,1.026618918919045e-05,0.018361356,0.018361356,-0.002436528,-0.003220108
