variant,target_extra_nm_for_0p646_cmd,extra_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,left_command,right_command,max_abs_command,passes_abs_0p6_gate
standard,0.06556799420449655,0.06555617748853165,0.08035042748853165,0.6459307490752433,-0.6459307490752433,0.6459307490752433,True
latest_weighted,0.06556799420449655,0.06551580257179787,0.08031005257179787,0.6456941350845974,-0.6456941350845974,0.6456941350845974,True
