variant,k1,k2,k3_radps,stribeck_speed_mps,speed_fade_mps,rel_weight,load_exponent,sliding_nm,static_extra_nm,train_weighted_rmse_nm,primary_rmse_nm,validation_rmse_nm,launch_extra_nm,launch_left_command,launch_right_command,launch_max_abs_command,passes_abs_0p6_gate,score
standard,0.13817754984408906,0.17313278266007875,0.35839853690251733,0.01338043196182589,0.7726229347088666,0.2979684540197762,0.25,0.0,0.07262666475510413,0.0029268119224615152,0.03786321287537965,0.06648827544955413,0.06555187190075142,0.6459055165202517,-0.6459055165202517,0.6459055165202517,True,0.0029268119224615152
standard,0.8539701907761732,0.9168791997503496,0.012564561638090652,0.016042362830512316,0.4341190475737429,0.17593724613744016,0.5,0.0,0.06726898160474581,0.002927064703795756,0.03782243796865941,0.06745073309652283,0.06555126240271654,0.6459019446054594,-0.6459019446054594,0.6459019446054594,True,0.002927064703795756
standard,0.01745026998087884,1.1922754016053063,0.03624051793272641,0.015922497986329075,0.1687749621302432,0.14668632533390177,1.0,0.0,0.06677255393736208,0.0029279839486165238,0.03792619830710015,0.06747750373812318,0.06555120274209457,0.6459015949691259,-0.6459015949691259,0.6459015949691259,True,0.0029279839486165238
standard,0.5864909814111166,0.6475145891182994,0.9809908559591531,0.011114501789765746,1.1977039762613721,0.34828741116105516,0.5,0.0,0.07955810741927333,0.0029281390357358047,0.03793732755557933,0.06657929478810477,0.06555217336992591,0.6459072832563891,-0.6459072832563891,0.6459072832563891,True,0.0029281390357358047
standard,0.0843254199420732,0.12646302795273456,0.08225695172256808,0.014941955240760559,0.5634331092850361,0.14877356076477585,0.25,0.0,0.06696634246516704,0.0029290473745850246,0.03783860336918523,0.06732340784020101,0.06555147720220966,0.6459032034208173,-0.6459032034208173,0.6459032034208173,True,0.0029290473745850246
standard,0.016458876249562666,0.25114995586762207,0.06476942464250504,0.015343219586171032,0.7545008589891148,0.20066923734043018,0.0,0.0,0.067991266147003,0.0029355662973198633,0.037873251388773316,0.06729997681224975,0.06555077784966394,0.6458991049208055,-0.6458991049208055,0.6458991049208055,True,0.0029355662973198633
standard,0.1630950394699019,0.25875952668283886,0.9819016936478472,0.014961940472140627,0.13252719184247128,0.35759385418942036,1.0,0.0,0.07381358277296507,0.0029359025963866746,0.0380555902685459,0.06692626539827488,0.065550477004432,0.6458973418412339,-0.6458973418412339,0.6458973418412339,True,0.0029359025963866746
standard,0.27006267980148496,1.0520329369017967,0.00650774877825954,0.015733478990142977,0.7631640575118681,0.07094857123263616,0.75,0.0,0.06584067935858132,0.002936538636989548,0.038000651668647994,0.06811880365413696,0.06555055542421744,0.6458978014141539,-0.6458978014141539,0.6458978014141539,True,0.002936538636989548
standard,0.027005687178212105,2.2973205877376714,0.30417417952945375,0.014597114964643354,0.2901263964237231,0.021734415178792044,0.75,0.0,0.06558270350609459,0.0029366745745794025,0.038047672707033714,0.06790881339197873,0.06555100609641959,0.6459004425427765,-0.6459004425427765,0.6459004425427765,True,0.0029366745745794025
standard,0.33321614638090197,0.4225144821850104,0.12741875485260032,0.01685295394646215,0.2783813090540672,0.3050044264768338,1.0,0.0,0.0702392692898192,0.002936740876385141,0.03802521427883689,0.06726820729800076,0.06554986350499596,0.6458937464765481,-0.6458937464765481,0.6458937464765481,True,0.002936740876385141
