dataset_split,physics_phase,feature,count,winsorized_run_balanced_corr_to_residual_opposes_yaw
diag_validation_only,entry,patch_yaw_abs_velocity_basis_m2ps,3215,-0.5415350248100175
diag_validation_only,entry,patch_yaw_force_basis_nm,3215,0.9347376067217236
diag_validation_only,entry,patch_yaw_req_basis_nm,3215,0.6689032999888092
diag_validation_only,entry,patch_yaw_velocity_basis_m2ps,3215,0.5432976430928205
diag_validation_only,entry,phase_entry,3215,0.0
diag_validation_only,entry,phase_exit,3215,0.0
diag_validation_only,entry,phase_progress,3215,-0.11121723508699284
diag_validation_only,entry,vbar_rel_mps,3215,-0.5415845840864328
diag_validation_only,entry,vbar_yaw_mps,3215,-0.5329587525768121
diag_validation_only,plateau,abs_measured_yaw_accel_radps2,4712,-0.15429555248205573
diag_validation_only,plateau,abs_yaw_rate_radps,4712,-0.6470556381388637
diag_validation_only,plateau,avg_abs_vrel_f_mps,4712,-0.6491970964950923
diag_validation_only,plateau,avg_abs_vrel_r_mps,4712,-0.647055638320831
diag_validation_only,plateau,current_proxy_abs_raw_over_unit_command_prior,4712,-0.7819271909860481
diag_validation_only,plateau,front_rear_normal_delta_n,4712,0.0
diag_validation_only,plateau,front_rear_vrel_f_abs_delta_mps,4712,0.0
diag_validation_only,plateau,front_rear_vrel_r_abs_delta_mps,4712,0.0
diag_validation_only,plateau,gyro_derivative_spike,4712,0.0
diag_validation_only,plateau,hardware_saturation_evidence,4712,0.0
diag_validation_only,plateau,left_right_drive_force_delta_n,4712,-0.02043537976210696
diag_validation_only,plateau,left_right_normal_delta_n,4712,0.0
diag_validation_only,plateau,left_right_vrel_f_abs_delta_mps,4712,0.0
diag_validation_only,plateau,left_right_vrel_r_abs_delta_mps,4712,0.0
diag_validation_only,plateau,max_force_limiter_activity,4712,-0.6378505828596651
diag_validation_only,plateau,max_force_preprojection_utilization,4712,-0.7711566608923229
diag_validation_only,plateau,patch_yaw_abs_velocity_basis_m2ps,4712,-0.6493838209929784
diag_validation_only,plateau,patch_yaw_force_basis_nm,4712,0.9827285160939668
diag_validation_only,plateau,patch_yaw_req_basis_nm,4712,0.8295809333717801
diag_validation_only,plateau,patch_yaw_velocity_basis_m2ps,4712,0.6534127090719608
diag_validation_only,plateau,phase_entry,4712,0.0
diag_validation_only,plateau,phase_exit,4712,0.0
diag_validation_only,plateau,phase_progress,4712,-0.5633847356657973
diag_validation_only,plateau,vbar_rel_mps,4712,-0.6490540777821586
diag_validation_only,plateau,vbar_yaw_mps,4712,-0.6470556379989767
diag_validation_only,exit,abs_measured_yaw_accel_radps2,3181,-0.06897083416243059
diag_validation_only,exit,abs_yaw_rate_radps,3181,-0.4945617566319008
diag_validation_only,exit,avg_abs_vrel_f_mps,3181,-0.5062022207434116
diag_validation_only,exit,avg_abs_vrel_r_mps,3181,-0.4945617567284643
diag_validation_only,exit,current_proxy_abs_raw_over_unit_command_prior,3181,-0.5252198935835459
diag_validation_only,exit,front_rear_normal_delta_n,3181,0.0
diag_validation_only,exit,front_rear_vrel_f_abs_delta_mps,3181,0.0
diag_validation_only,exit,front_rear_vrel_r_abs_delta_mps,3181,0.0
diag_validation_only,exit,gyro_derivative_spike,3181,0.0
diag_validation_only,exit,hardware_saturation_evidence,3181,0.0
diag_validation_only,exit,left_right_drive_force_delta_n,3181,0.041661448586128455
diag_validation_only,exit,left_right_normal_delta_n,3181,0.0
diag_validation_only,exit,left_right_vrel_f_abs_delta_mps,3181,0.0
diag_validation_only,exit,left_right_vrel_r_abs_delta_mps,3181,0.0
diag_validation_only,exit,max_force_limiter_activity,3181,-0.5272145580190372
diag_validation_only,exit,max_force_preprojection_utilization,3181,-0.58155437786484
diag_validation_only,exit,patch_yaw_abs_velocity_basis_m2ps,3181,-0.5055103747271589
diag_validation_only,exit,patch_yaw_force_basis_nm,3181,0.9338164734414489
diag_validation_only,exit,patch_yaw_req_basis_nm,3181,0.6537667295933696
diag_validation_only,exit,patch_yaw_velocity_basis_m2ps,3181,0.5058330316346772
diag_validation_only,exit,phase_entry,3181,0.0
diag_validation_only,exit,phase_exit,3181,0.0
diag_validation_only,exit,phase_progress,3181,0.473766296244771
diag_validation_only,exit,vbar_rel_mps,3181,-0.5057593380381121
diag_validation_only,exit,vbar_yaw_mps,3181,-0.4945617565998224
aux_downweighted_validation,all,abs_measured_yaw_accel_radps2,14448,-0.13910141276305163
aux_downweighted_validation,all,abs_yaw_rate_radps,14448,-0.5130923579633357
aux_downweighted_validation,all,avg_abs_vrel_f_mps,14448,-0.3317338905874231
aux_downweighted_validation,all,avg_abs_vrel_r_mps,14448,-0.5130923578355008
aux_downweighted_validation,all,current_proxy_abs_raw_over_unit_command_prior,14448,-0.23595688301757625
aux_downweighted_validation,all,front_rear_normal_delta_n,14448,0.0
aux_downweighted_validation,all,front_rear_vrel_f_abs_delta_mps,14448,0.0
aux_downweighted_validation,all,front_rear_vrel_r_abs_delta_mps,14448,0.0
aux_downweighted_validation,all,gyro_derivative_spike,14448,0.0
aux_downweighted_validation,all,hardware_saturation_evidence,14448,0.0
aux_downweighted_validation,all,left_right_drive_force_delta_n,14448,-0.08049255536248932
aux_downweighted_validation,all,left_right_normal_delta_n,14448,0.0
aux_downweighted_validation,all,left_right_vrel_f_abs_delta_mps,14448,0.0
aux_downweighted_validation,all,left_right_vrel_r_abs_delta_mps,14448,0.0
aux_downweighted_validation,all,max_force_limiter_activity,14448,-0.4034643839955641
aux_downweighted_validation,all,max_force_preprojection_utilization,14448,-0.46073299193571593
aux_downweighted_validation,all,patch_yaw_abs_velocity_basis_m2ps,14448,-0.3405581693427072
aux_downweighted_validation,all,patch_yaw_force_basis_nm,14448,0.9776628845870672
aux_downweighted_validation,all,patch_yaw_req_basis_nm,14448,0.8479729460657515
aux_downweighted_validation,all,patch_yaw_velocity_basis_m2ps,14448,0.7796049158262651
aux_downweighted_validation,all,phase_entry,14448,-0.13135062525185884
aux_downweighted_validation,all,phase_exit,14448,-0.094621302291018
aux_downweighted_validation,all,phase_progress,14448,-0.0931715262778037
aux_downweighted_validation,all,vbar_rel_mps,14448,-0.33332931752889705
aux_downweighted_validation,all,vbar_yaw_mps,14448,-0.5130923581545432
aux_downweighted_validation,entry,abs_measured_yaw_accel_radps2,2710,-0.19253242490851358
aux_downweighted_validation,entry,abs_yaw_rate_radps,2710,-0.6047904933355032
aux_downweighted_validation,entry,avg_abs_vrel_f_mps,2710,-0.3502033559967977
aux_downweighted_validation,entry,avg_abs_vrel_r_mps,2710,-0.604790493068537
aux_downweighted_validation,entry,current_proxy_abs_raw_over_unit_command_prior,2710,-0.36934648114819174
aux_downweighted_validation,entry,front_rear_normal_delta_n,2710,0.0
aux_downweighted_validation,entry,front_rear_vrel_f_abs_delta_mps,2710,0.0
aux_downweighted_validation,entry,front_rear_vrel_r_abs_delta_mps,2710,0.0
aux_downweighted_validation,entry,gyro_derivative_spike,2710,0.0
aux_downweighted_validation,entry,hardware_saturation_evidence,2710,0.0
aux_downweighted_validation,entry,left_right_drive_force_delta_n,2710,-0.17819607090368478
aux_downweighted_validation,entry,left_right_normal_delta_n,2710,0.0
aux_downweighted_validation,entry,left_right_vrel_f_abs_delta_mps,2710,0.0
aux_downweighted_validation,entry,left_right_vrel_r_abs_delta_mps,2710,0.0
aux_downweighted_validation,entry,max_force_limiter_activity,2710,-0.5129085276389664
aux_downweighted_validation,entry,max_force_preprojection_utilization,2710,-0.5192943629692859
aux_downweighted_validation,entry,patch_yaw_abs_velocity_basis_m2ps,2710,-0.35695124713238296
aux_downweighted_validation,entry,patch_yaw_force_basis_nm,2710,0.9681171567096414
aux_downweighted_validation,entry,patch_yaw_req_basis_nm,2710,0.8457643587925006
aux_downweighted_validation,entry,patch_yaw_velocity_basis_m2ps,2710,0.823631287747809
aux_downweighted_validation,entry,phase_entry,2710,0.0
aux_downweighted_validation,entry,phase_exit,2710,0.0
aux_downweighted_validation,entry,phase_progress,2710,-0.05378606257053827
aux_downweighted_validation,entry,vbar_rel_mps,2710,-0.35134691249229427
aux_downweighted_validation,entry,vbar_yaw_mps,2710,-0.6047904932635173
aux_downweighted_validation,plateau,abs_measured_yaw_accel_radps2,8708,-0.03602861225999481
aux_downweighted_validation,plateau,abs_yaw_rate_radps,8708,-0.4759919717926686
aux_downweighted_validation,plateau,avg_abs_vrel_f_mps,8708,-0.3468417562093398
aux_downweighted_validation,plateau,avg_abs_vrel_r_mps,8708,-0.475991972759678
aux_downweighted_validation,plateau,current_proxy_abs_raw_over_unit_command_prior,8708,-0.15511302057233614
aux_downweighted_validation,plateau,front_rear_normal_delta_n,8708,0.0
aux_downweighted_validation,plateau,front_rear_vrel_f_abs_delta_mps,8708,0.0
aux_downweighted_validation,plateau,front_rear_vrel_r_abs_delta_mps,8708,0.0
aux_downweighted_validation,plateau,gyro_derivative_spike,8708,0.0
aux_downweighted_validation,plateau,hardware_saturation_evidence,8708,0.0
aux_downweighted_validation,plateau,left_right_drive_force_delta_n,8708,-0.018199490810983494
aux_downweighted_validation,plateau,left_right_normal_delta_n,8708,0.0
aux_downweighted_validation,plateau,left_right_vrel_f_abs_delta_mps,8708,0.0
aux_downweighted_validation,plateau,left_right_vrel_r_abs_delta_mps,8708,0.0
aux_downweighted_validation,plateau,max_force_limiter_activity,8708,-0.2637820040352119
aux_downweighted_validation,plateau,max_force_preprojection_utilization,8708,-0.37349494953059337
aux_downweighted_validation,plateau,patch_yaw_abs_velocity_basis_m2ps,8708,-0.34829930424521427
aux_downweighted_validation,plateau,patch_yaw_force_basis_nm,8708,0.9850115724645091
aux_downweighted_validation,plateau,patch_yaw_req_basis_nm,8708,0.9605490459219519
aux_downweighted_validation,plateau,patch_yaw_velocity_basis_m2ps,8708,0.773131759149275
aux_downweighted_validation,plateau,phase_entry,8708,0.0
aux_downweighted_validation,plateau,phase_exit,8708,0.0
aux_downweighted_validation,plateau,phase_progress,8708,-0.3014783257385956
aux_downweighted_validation,plateau,vbar_rel_mps,8708,-0.34715856709604875
aux_downweighted_validation,plateau,vbar_yaw_mps,8708,-0.475991972312567
aux_downweighted_validation,exit,abs_measured_yaw_accel_radps2,3030,-0.08142788209497061
aux_downweighted_validation,exit,abs_yaw_rate_radps,3030,-0.42773868543441085
aux_downweighted_validation,exit,avg_abs_vrel_f_mps,3030,-0.21384921431563048
aux_downweighted_validation,exit,avg_abs_vrel_r_mps,3030,-0.427738685235468
aux_downweighted_validation,exit,current_proxy_abs_raw_over_unit_command_prior,3030,-0.2503860721002202
aux_downweighted_validation,exit,front_rear_normal_delta_n,3030,0.0
aux_downweighted_validation,exit,front_rear_vrel_f_abs_delta_mps,3030,0.0
aux_downweighted_validation,exit,front_rear_vrel_r_abs_delta_mps,3030,0.0
aux_downweighted_validation,exit,gyro_derivative_spike,3030,0.0
aux_downweighted_validation,exit,hardware_saturation_evidence,3030,0.0
aux_downweighted_validation,exit,left_right_drive_force_delta_n,3030,-0.08571129495979495
aux_downweighted_validation,exit,left_right_normal_delta_n,3030,0.0
aux_downweighted_validation,exit,left_right_vrel_f_abs_delta_mps,3030,0.0
aux_downweighted_validation,exit,left_right_vrel_r_abs_delta_mps,3030,0.0
aux_downweighted_validation,exit,max_force_limiter_activity,3030,-0.3171976010178859
aux_downweighted_validation,exit,max_force_preprojection_utilization,3030,-0.3725088668201249
aux_downweighted_validation,exit,patch_yaw_abs_velocity_basis_m2ps,3030,-0.22238967127654555
aux_downweighted_validation,exit,patch_yaw_force_basis_nm,3030,0.9733818865697172
aux_downweighted_validation,exit,patch_yaw_req_basis_nm,3030,0.7966908059947377
aux_downweighted_validation,exit,patch_yaw_velocity_basis_m2ps,3030,0.7778272627805026
aux_downweighted_validation,exit,phase_entry,3030,0.0
aux_downweighted_validation,exit,phase_exit,3030,0.0
aux_downweighted_validation,exit,phase_progress,3030,0.3051731558545247
aux_downweighted_validation,exit,vbar_rel_mps,3030,-0.21503776440424233
aux_downweighted_validation,exit,vbar_yaw_mps,3030,-0.427738685528508
