feature,standardized_coefficient_nm,feature_scale,raw_coefficient_nm_per_feature,abs_standardized_coefficient_nm
force_moment_opposes_yaw_nm__moving,-0.0553719310967043,0.043591034815437746,-1.2702596148760008,0.0553719310967043
force_moment_opposes_yaw_nm__util_moving,0.014412169469024285,0.019082860530607867,0.7552415659019229,0.014412169469024285
gain_left_long_basis__moving,0.0012041121183545994,0.008961625429060267,0.1343631384603479,0.0012041121183545994
gain_right_long_basis__moving,0.0012039454524706186,0.008961625429060267,0.1343445407310297,0.0012039454524706186
force_moment_opposes_yaw_nm__high_forward,-0.0004887299753201499,0.0012985925126408372,-0.3763536063566709,0.0004887299753201499
force_abs_contact_moment_nm__limiter_signed_moving,-0.0002868544985550966,9.475647041773264e-12,-30272813.80263557,0.0002868544985550966
gain_rear_right_basis__moving,0.0001638646277687928,0.0004969684425196214,0.32972843695668475,0.0001638646277687928
gain_front_right_basis__moving,0.00016386458970491216,0.0004969684425196214,0.32972836036453645,0.00016386458970491216
