group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,run_balanced_baseline_rmse_nm,run_balanced_corrected_rmse_nm,run_balanced_baseline_mae_nm,run_balanced_corrected_mae_nm,prediction_rmse_nm,improvement_fraction_rmse,run_balanced_improvement_fraction_rmse,run_id,present,dataset_split
2026-05-04_20-35-47,3456,1,0.035845955637305665,0.04179324718310941,0.028876796463541667,0.02935725835782319,0.025485003,0.019357077056326878,0.0093600005,-0.0012027423270116128,0.035845955637305665,0.04179324718310941,0.028876796463541667,0.029357258357823185,0.04756221544280873,-0.16591248413012782,-0.16591248413012782,2026-05-04_20-35-47,1,open_floor_fit_downweighted
2026-05-04_16-57-53,1761,1,0.023277853453219116,0.04365774034423395,0.017940518580919933,0.031038437668210822,0.013238941,0.01797255835466848,-0.000686103,-1.4319634229029155e-05,0.023277853453219116,0.04365774034423395,0.017940518580919933,0.031038437668210822,0.04424130983364085,-0.8755054211494091,-0.8755054211494091,2026-05-04_16-57-53,1,open_floor_validation_only
2026-04-22_12-10-34,2187,1,0.016217132966177106,0.021820875106125653,0.013081637973022406,0.01489478023523232,0.011327229,0.011660377310315101,-0.003115615,-1.3748715803906658e-05,0.016217132966177106,0.021820875106125653,0.013081637973022404,0.014894780235232321,0.0217074453397294,-0.34554456398895317,-0.34554456398895317,2026-04-22_12-10-34,1,open_floor_fit_downweighted
2026-04-22_01-06-32,1031,1,0.04497527944035794,0.027369539495914356,0.033356145290009694,0.01710417078813556,0.026813516,0.010151227562636957,0.009991152,0.0021691273046091013,0.04497527944035794,0.027369539495914356,0.0333561452900097,0.01710417078813556,0.023719325035035953,0.39145370887112974,0.39145370887112974,2026-04-22_01-06-32,1,primary_open_floor_fit_authoritative
2026-04-21_05-32-06,8880,1,0.04258417382836225,0.026354784415766525,0.036559892826801804,0.020232814862109462,0.034704941,0.016761456062677392,0.0121550075,0.0032391467590613915,0.04258417382836226,0.026354784415766525,0.036559892826801804,0.020232814862109462,0.028112904852096162,0.3811131684275274,0.3811131684275275,2026-04-21_05-32-06,1,primary_open_floor_fit_authoritative
2026-04-21_00-16-10,3757,1,0.039823975586254654,0.02754130034830742,0.02832533189938781,0.019525322293500732,0.019252263,0.013944946174883715,0.008941154,0.0038240931244577225,0.039823975586254654,0.027541300348307422,0.028325331899387813,0.019525322293500732,0.021799718683457193,0.3084241353891004,0.3084241353891003,2026-04-21_00-16-10,1,primary_open_floor_fit_authoritative
2026-04-20_12-10-58,2925,1,0.04035482301988178,0.029144121200034432,0.027066004325470086,0.020893515974792654,0.015359407,0.014806945113515428,0.003674954,0.0017049931211506016,0.04035482301988178,0.029144121200034432,0.027066004325470086,0.020893515974792654,0.021402194445240597,0.2778032706109038,0.2778032706109038,2026-04-20_12-10-58,1,primary_open_floor_fit_authoritative
2026-04-20_08-38-39,7284,1,0.05622535775152191,0.03799693121219561,0.042291618721306976,0.02665642855654501,0.036814327499999994,0.018199800390990353,0.0001673695,0.000210884529909586,0.05622535775152192,0.03799693121219561,0.042291618721306976,0.02665642855654501,0.027995963619872735,0.3242029445127521,0.3242029445127522,2026-04-20_08-38-39,1,open_floor_fit_downweighted
diag003,5580,1,0.08523812922205401,0.07870280183346504,0.07495094215232975,0.06756524835346947,0.085086003,0.07271236659025214,-0.0124400895,-0.006400948332923382,0.08523812922205401,0.07870280183346504,0.07495094215232975,0.06756524835346946,0.03950820118197471,0.0766714080686095,0.0766714080686095,diag003,1,diag_validation_only
