accepted,reject_reason,yaw_activation_mps,force_activation_util,static_speed_mps,speed_fade_mps,rel_weight,util_k,slide_ratio,static_quartic,surface_ridge,fitted_static_peak_nm,static_peak_nm,sliding_yield_nm,min_static_peak_nm,target_static_peak_nm,hard_gate_left_command,hard_gate_right_command,hard_gate_lr_delta,hard_gate_extra_opposing_nm,objective_score,validation_rb_corrected_rmse_nm,validation_rb_baseline_rmse_nm,straight_rb_corrected_rmse_nm,straight_rb_baseline_rmse_nm,high_forward_rb_corrected_rmse_nm,high_forward_rb_baseline_rmse_nm
1,,0.008,0.2,0.025,0.64,0.75,0.1,0.0,0.2,0.001,0.0345133537132457,0.10301406440218525,0.0,0.09068205988051861,0.10301406440218525,0.6323131498035484,-0.6323131498035484,1.2646262996070967,0.06323252183652274,0.04866653818036515,0.04793081163569078,0.04895637249734892,0.0356347187279103,0.03269181254921283,0.04340440391726222,0.059493070824705854
1,,0.008,0.2,0.025,0.64,0.75,0.1,0.0,0.0,0.001,0.03442251006802222,0.10235770333929134,0.0,0.09010427301661808,0.10235770333929134,0.6319944904870636,-0.6319944904870636,1.2639889809741272,0.0631781470155986,0.04923963480388172,0.04846898087728074,0.04895637249734892,0.035774428255616754,0.03269181254921283,0.043384618777985086,0.059493070824705854
1,,0.008,0.2,0.035,0.64,0.75,0.1,0.0,0.2,0.001,0.029678178292860728,0.0943193483738342,0.0,0.08302820441813469,0.0943193483738342,0.6415423557163641,-0.6415423557163641,1.2830847114327282,0.06480735863814932,0.04942659025270679,0.048759739944006154,0.04895637249734892,0.03535921378401537,0.03269181254921283,0.04339363009028134,0.059493070824705854
1,,0.008,0.2,0.035,0.64,0.75,0.1,0.0,0.0,0.001,0.02882246474965111,0.09414849220377641,0.0,0.08287780175676948,0.09414849220377641,0.6412122206255932,-0.6412122206255932,1.2824244412511865,0.06475102563449052,0.05009397091704645,0.049370768318121205,0.04895637249734892,0.035584622944913796,0.03269181254921283,0.043366745200653825,0.059493070824705854
