run_id,family,path,size_bytes,schema_kind,field_count,input_rows_scanned,expanded_input_rows,expanded_extracted_samples,validation_extracted_samples,extracted_samples,existing_status,existing_cutoff_reason,missing_core_fields,missing_trust_fields,timestamp_field,gyro_raw_field,left_velocity_field,right_velocity_field,cmd_angular_present,left_right_command_present,finite_sensor_rows,stationary_bias_rows_sensor_only,bias_estimation_feasible,moving_yaw_sensor_rows_abs_vf_gt_0p02_abs_gyro_gt_0p2,nonzero_feature_sensor_rows_abs_vf_ge_0p05_abs_gyro_ge_0p25,cmd_angular_zero_fraction_moving_yaw,diff_drive_command_zero_fraction_moving_yaw,command_missing_moving_yaw_rows,saturation_flags_present,saturation_nonzero_rows,saturation_nonzero_fraction_all,saturation_nonzero_fraction_moving_yaw,watchdog_flags_present,watchdog_nonzero_rows,clipping_flags_present,clipping_nonzero_rows,imu_status_bad_fraction,gyro_derivative_pairs,gyro_derivative_rms_radps2,gyro_derivative_abs_max_radps2,gyro_derivative_abs_ge_500_radps2_fraction,fan_source,fan_duty_min,fan_duty_max,load_assumption,phase_fields_present,phase_cardinality,phase_procedure_contamination_risk,bad_tail_detectable,final_quiescent_tail_rows,final_quiescent_tail_seconds,recommendation,recommendation_reasons,overall_extracted_share,family_extracted_share
2026-04-14_07-51-39,decoded_open_floor,TestResults\mmlog_decode_2026-04-14_07-51-39\open_floor_main.csv,1494478,decoded_open_floor_full_current,82,2779,2779,211,0,0,excluded from bins: no nonzero-forward/nonzero-yaw active adjacent samples,dropped final sensor-quiescent/invalid tail >= 0.25 s,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,2779,2395,yes,14,0,1.000000,1.000000,0,yes,0,0.000000,0.000000,yes,0,yes,0,0.010076,2778,9.256211,115.212295,0.000000,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:1;phase_id:2;primitive_family:2;primitive_id:2;progress_norm:2;repeat_index:1;section_id:1;speed_bin:1,low,yes,457,0.460200,exclude,no usable nonzero-forward/nonzero-yaw feature samples,0.000000,0.000000
2026-04-14_07-53-57,decoded_open_floor,TestResults\mmlog_decode_2026-04-14_07-53-57\open_floor_main.csv,2889714,decoded_open_floor_full_current,82,5418,5418,192,0,0,excluded from bins: no nonzero-forward/nonzero-yaw active adjacent samples,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,5418,4828,yes,11,0,1.000000,1.000000,0,yes,0,0.000000,0.000000,yes,0,yes,0,0.011628,5417,8.833806,164.882103,0.000000,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:1;phase_id:2;primitive_family:2;primitive_id:2;progress_norm:2;repeat_index:1;section_id:1;speed_bin:1,low,yes,351,0.357940,exclude,no usable nonzero-forward/nonzero-yaw feature samples,0.000000,0.000000
2026-04-14_08-14-01,decoded_open_floor,TestResults\mmlog_decode_2026-04-14_08-14-01\open_floor_main.csv,3115259,decoded_open_floor_full_current,82,5692,5692,155,0,0,excluded from bins: no nonzero-forward/nonzero-yaw active adjacent samples,dropped final sensor-quiescent/invalid tail >= 0.25 s,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,5692,5192,yes,4,0,1.000000,1.000000,0,yes,0,0.000000,0.000000,yes,0,yes,0,0.011947,5691,8.767209,101.403624,0.000000,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:1;phase_id:2;primitive_family:2;primitive_id:2;progress_norm:2;repeat_index:1;section_id:1;speed_bin:1,low,yes,460,0.460000,exclude,no usable nonzero-forward/nonzero-yaw feature samples,0.000000,0.000000
2026-04-14_08-34-57,decoded_open_floor,TestResults\mmlog_decode_2026-04-14_08-34-57\open_floor_main.csv,1790529,decoded_open_floor_full_current,82,3347,3347,163,0,0,excluded from bins: no nonzero-forward/nonzero-yaw active adjacent samples,dropped final sensor-quiescent/invalid tail >= 0.25 s,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,3347,2914,yes,9,0,1.000000,1.000000,0,yes,0,0.000000,0.000000,yes,0,yes,0,0.011055,3346,8.519841,78.190759,0.000000,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:1;phase_id:2;primitive_family:2;primitive_id:2;progress_norm:2;repeat_index:1;section_id:1;speed_bin:1,low,yes,468,0.468000,exclude,no usable nonzero-forward/nonzero-yaw feature samples,0.000000,0.000000
2026-04-14_08-44-07,decoded_open_floor,TestResults\mmlog_decode_2026-04-14_08-44-07\open_floor_main.csv,2038621,decoded_open_floor_full_current,82,3808,3808,384,0,0,excluded from bins: no nonzero-forward/nonzero-yaw active adjacent samples,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,3808,3285,yes,81,0,1.000000,1.000000,0,yes,0,0.000000,0.000000,yes,0,yes,0,0.012080,3807,12.991597,151.494592,0.000000,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:1;phase_id:2;primitive_family:2;primitive_id:2;progress_norm:2;repeat_index:1;section_id:1;speed_bin:1,low,yes,286,0.286000,exclude,no usable nonzero-forward/nonzero-yaw feature samples,0.000000,0.000000
2026-04-14_08-58-04,decoded_open_floor,TestResults\mmlog_decode_2026-04-14_08-58-04\open_floor_main.csv,2884484,decoded_open_floor_full_current,82,5163,5163,332,0,0,excluded from bins: no nonzero-forward/nonzero-yaw active adjacent samples,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,5163,4493,yes,1,0,1.000000,1.000000,0,yes,0,0.000000,0.000000,yes,0,yes,0,0.013171,5162,8.943626,135.612078,0.000000,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:1;phase_id:2;primitive_family:2;primitive_id:2;progress_norm:2;repeat_index:1;section_id:1;speed_bin:1,low,yes,328,0.328000,exclude,no usable nonzero-forward/nonzero-yaw feature samples,0.000000,0.000000
2026-04-14_09-15-42,decoded_open_floor,TestResults\mmlog_decode_2026-04-14_09-15-42\open_floor_main.csv,2382046,decoded_open_floor_full_current,82,4477,4477,263,0,0,excluded from bins: no nonzero-forward/nonzero-yaw active adjacent samples,dropped final sensor-quiescent/invalid tail >= 0.25 s,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,4477,3940,yes,20,0,1.000000,1.000000,0,yes,0,0.000000,0.000000,yes,0,yes,0,0.010051,4476,9.758812,151.494578,0.000000,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:1;phase_id:2;primitive_family:2;primitive_id:2;progress_norm:2;repeat_index:1;section_id:1;speed_bin:1,low,yes,455,0.455000,exclude,no usable nonzero-forward/nonzero-yaw feature samples,0.000000,0.000000
2026-04-14_16-34-17,decoded_open_floor,TestResults\mmlog_decode_2026-04-14_16-34-17\open_floor_main.csv,95202389,decoded_open_floor_full_current,91,109232,109232,65903,4204,4204,included,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,109232,30384,yes,12748,8062,0.106997,0.114842,0,yes,4399,0.040272,0.306872,yes,0,yes,0,0.011819,109231,74.871860,1214.515271,0.004431,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:10;phase_id:12;primitive_family:6;primitive_id:9;progress_norm:64;repeat_index:60;section_id:5;speed_bin:4,low,yes,0,0.000000,fit_downweighted,high moving-yaw saturation fraction,0.009792,0.012446
2026-04-15_01-22-20,decoded_open_floor,TestResults\mmlog_decode_2026-04-15_01-22-20\open_floor_main.csv,5586894,decoded_open_floor_full_current,91,7484,7484,3787,0,0,excluded from bins: no nonzero-forward/nonzero-yaw active adjacent samples,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,7484,2899,yes,0,0,0.000000,0.000000,0,yes,0,0.000000,0.000000,yes,0,yes,0,0.010422,7483,10.186291,52.534409,0.000000,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:1;phase_id:2;primitive_family:2;primitive_id:2;progress_norm:2;repeat_index:1;section_id:1;speed_bin:1,low,yes,266,0.266000,exclude,no usable nonzero-forward/nonzero-yaw feature samples,0.000000,0.000000
2026-04-15_02-09-58,decoded_open_floor,TestResults\mmlog_decode_2026-04-15_02-09-58\open_floor_main.csv,107011272,decoded_open_floor_full_current,91,117247,117247,70855,8619,8619,included,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,117247,30365,yes,19468,13727,0.039552,0.046949,0,yes,6516,0.055575,0.269673,yes,0,yes,0,0.012563,117246,97.608038,5106.833100,0.005194,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:10;phase_id:12;primitive_family:7;primitive_id:12;progress_norm:64;repeat_index:61;section_id:5;speed_bin:4,low,yes,0,0.000000,fit_downweighted,high moving-yaw saturation fraction,0.020076,0.025516
2026-04-16_02-43-36,decoded_open_floor,TestResults\mmlog_decode_2026-04-16_02-43-36\open_floor_main.csv,27463665,decoded_open_floor_full_current,91,36453,36453,7469,234,234,included,dropped final sensor-quiescent/invalid tail >= 0.25 s,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,36453,22329,yes,705,240,1.000000,1.000000,0,yes,0,0.000000,0.000000,yes,0,yes,0,0.013058,36452,18.733901,109.713999,0.000000,per_row,0.000000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:3;phase_id:4;primitive_family:3;primitive_id:3;progress_norm:64;repeat_index:23;section_id:2;speed_bin:1,low,yes,1660,1.660000,validation_only,angular command mostly zero during moving-yaw rows; final quiescent/invalid tail detected; low extracted-sample count,0.000545,0.000693
2026-04-20_02-33-07,decoded_open_floor,TestResults\mmlog_decode_2026-04-20_02-33-07\open_floor_main.csv,25106437,decoded_open_floor_full_current,91,27971,27971,25361,20244,20244,included,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,27971,255,no,22878,22239,1.000000,0.033657,0,yes,1626,0.058132,0.064341,yes,0,yes,0,0.016517,27970,82.922755,1343.903601,0.000608,per_row,0.000000,0.000000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:4;phase_id:4;primitive_family:3;primitive_id:28;progress_norm:64;repeat_index:2;section_id:1;speed_bin:3,low,yes,0,0.000000,fit_downweighted,weak independent stationary bias support; angular command mostly zero during moving-yaw rows,0.047153,0.059930
2026-04-20_04-54-09,decoded_open_floor,TestResults\mmlog_decode_2026-04-20_04-54-09\open_floor_main.csv,78314111,decoded_open_floor_full_current,92,137183,137183,72433,19376,19376,included,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,137183,29986,yes,45721,34897,1.000000,0.031517,0,yes,16791,0.122399,0.315654,yes,0,yes,0,0.017167,137179,150.358990,1169.196010,0.007399,per_row,0.000000,0.000000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:6;phase_id:8;primitive_family:4;primitive_id:6;progress_norm:64;repeat_index:60;section_id:4;speed_bin:4,low,yes,4,0.004000,fit_downweighted,high moving-yaw saturation fraction; angular command mostly zero during moving-yaw rows,0.045131,0.057361
2026-04-20_08-38-39,decoded_open_floor,TestResults\mmlog_decode_2026-04-20_08-38-39\open_floor_main.csv,203089438,decoded_open_floor_full_current,91,217867,217867,120971,41332,41332,included,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,217867,29827,yes,115165,84910,0.003821,0.029011,0,yes,45293,0.207893,0.343160,yes,0,yes,0,0.017341,217863,158.428837,840.550661,0.000872,per_row,0.000000,0.000000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:6;phase_id:8;primitive_family:4;primitive_id:6;progress_norm:64;repeat_index:60;section_id:4;speed_bin:4,low,yes,0,0.000000,fit_downweighted,high moving-yaw saturation fraction,0.096272,0.122359
2026-04-20_10-22-09,decoded_open_floor,TestResults\mmlog_decode_2026-04-20_10-22-09\open_floor_main.csv,92886621,decoded_open_floor_full_current,91,99917,99917,66450,10514,10514,included,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,99917,3269,yes,33030,23039,0.015229,0.040236,0,yes,14837,0.148493,0.375386,yes,0,yes,0,0.016584,99913,151.091224,1765.400469,0.004164,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:6;phase_id:8;primitive_family:4;primitive_id:6;progress_norm:64;repeat_index:60;section_id:4;speed_bin:4,low,yes,0,0.000000,fit_downweighted,high moving-yaw saturation fraction,0.024490,0.031126
2026-04-20_11-47-47,decoded_open_floor,TestResults\mmlog_decode_2026-04-20_11-47-47\open_floor_main.csv,61667386,decoded_open_floor_full_current,91,82269,82269,31318,0,0,excluded from bins: no nonzero-forward/nonzero-yaw active adjacent samples,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,82269,10686,yes,19,0,1.000000,1.000000,0,yes,0,0.000000,0.000000,yes,0,yes,0,0.020956,82267,66.802969,135.612085,0.000000,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:2;phase_id:3;primitive_family:2;primitive_id:2;progress_norm:64;repeat_index:1;section_id:2;speed_bin:1,low,yes,80,0.080000,exclude,no usable nonzero-forward/nonzero-yaw feature samples,0.000000,0.000000
2026-04-20_12-10-58,decoded_open_floor,TestResults\mmlog_decode_2026-04-20_12-10-58\open_floor_main.csv,80703758,decoded_open_floor_full_current,91,86556,86556,67197,24297,24297,included,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,86556,3861,yes,32624,26923,0.066056,0.012813,0,yes,2885,0.033331,0.075037,yes,0,yes,0,0.018497,86517,98.413386,1667.662621,0.000982,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:8;phase_id:11;primitive_family:5;primitive_id:33;progress_norm:64;repeat_index:27;section_id:5;speed_bin:4,low,yes,0,0.000000,fit_authoritative,,0.056593,0.071929
2026-04-20_23-05-07,decoded_open_floor,TestResults\mmlog_decode_2026-04-20_23-05-07\open_floor_main.csv,29550779,decoded_open_floor_full_current,91,39325,39325,7118,62,62,included,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,39325,9924,yes,308,60,1.000000,1.000000,0,yes,0,0.000000,0.000000,yes,0,yes,0,0.017063,39317,42.284840,207.694173,0.000000,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:3;phase_id:3;primitive_family:2;primitive_id:2;progress_norm:64;repeat_index:7;section_id:2;speed_bin:1,low,yes,24,0.024000,validation_only,angular command mostly zero during moving-yaw rows; low extracted-sample count,0.000144,0.000184
2026-04-21_00-16-10,decoded_open_floor,TestResults\mmlog_decode_2026-04-21_00-16-10\open_floor_main.csv,102176691,decoded_open_floor_full_current,91,109329,109329,91015,44880,44880,included,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,109329,3783,yes,54069,47186,0.071187,0.004217,0,yes,2412,0.022062,0.036453,yes,0,yes,0,0.016793,109255,83.205607,601.091385,0.000146,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:7;phase_id:11;primitive_family:5;primitive_id:34;progress_norm:64;repeat_index:36;section_id:5;speed_bin:4,low,yes,0,0.000000,fit_authoritative,,0.104536,0.132863
2026-04-21_01-09-34,decoded_open_floor,TestResults\mmlog_decode_2026-04-21_01-09-34\open_floor_main.csv,95029704,decoded_open_floor_full_current,91,101013,101013,79568,25854,25854,included,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,101013,5037,yes,33956,27027,0.042202,0.004064,0,yes,1570,0.015543,0.032189,yes,0,yes,0,0.016384,100939,70.332336,603.534698,0.000089,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:7;phase_id:11;primitive_family:5;primitive_id:34;progress_norm:64;repeat_index:36;section_id:5;speed_bin:4,low,yes,0,0.000000,fit_authoritative,,0.060220,0.076538
2026-04-21_02-46-49,decoded_open_floor,TestResults\mmlog_decode_2026-04-21_02-46-49\open_floor_main.csv,79967254,decoded_open_floor_full_current,91,84984,84984,61782,13007,13007,included,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,84984,4119,yes,22257,14646,0.060925,0.007638,0,yes,2384,0.028052,0.077414,yes,0,yes,0,0.016556,84910,71.671712,518.013954,0.000024,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:7;phase_id:11;primitive_family:5;primitive_id:23;progress_norm:64;repeat_index:36;section_id:5;speed_bin:4,low,yes,0,0.000000,fit_authoritative,,0.030296,0.038506
2026-04-21_04-14-05,decoded_open_floor,TestResults\mmlog_decode_2026-04-21_04-14-05\open_floor_main.csv,76603895,decoded_open_floor_full_current,91,78953,78953,57973,11441,11441,included,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,78953,4583,yes,19798,12396,0.034397,0.008435,0,yes,1714,0.021709,0.053793,yes,0,yes,0,0.016364,78879,71.422155,979.827851,0.000051,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:7;phase_id:11;primitive_family:5;primitive_id:21;progress_norm:64;repeat_index:36;section_id:5;speed_bin:4,low,yes,0,0.000000,fit_authoritative,,0.026649,0.033870
2026-04-21_05-32-06,decoded_open_floor,TestResults\mmlog_decode_2026-04-21_05-32-06\open_floor_main.csv,219301949,decoded_open_floor_full_current,91,234369,234369,134963,20317,20317,included,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,234369,4175,yes,36420,21547,0.020209,0.004530,0,yes,2320,0.009899,0.034624,yes,0,yes,0,0.017067,234295,61.485092,697.608054,0.000038,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:7;phase_id:11;primitive_family:5;primitive_id:17;progress_norm:64;repeat_index:36;section_id:5;speed_bin:4,low,yes,0,0.000000,fit_authoritative,,0.047323,0.060146
2026-04-21_05-59-46,decoded_open_floor,TestResults\mmlog_decode_2026-04-21_05-59-46\open_floor_main.csv,93930417,decoded_open_floor_full_current,91,100419,100419,71741,14335,14335,included,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,100419,4095,yes,29556,15744,0.036304,0.006158,0,yes,2265,0.022555,0.047943,yes,0,yes,0,0.017915,100345,63.785457,1047.023296,0.000159,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:7;phase_id:11;primitive_family:5;primitive_id:20;progress_norm:64;repeat_index:36;section_id:5;speed_bin:4,low,yes,0,0.000000,fit_authoritative,,0.033390,0.042437
2026-04-21_23-39-12,decoded_open_floor,TestResults\mmlog_decode_2026-04-21_23-39-12\open_floor_main.csv,38212010,decoded_open_floor_full_current,91,41476,41476,25516,5043,5043,included,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,41476,5011,yes,7940,5103,0.020151,0.020151,0,yes,0,0.000000,0.000000,yes,0,yes,0,0.011139,41453,43.431536,450.497758,0.000000,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:3;phase_id:5;primitive_family:3;primitive_id:3;progress_norm:64;repeat_index:18;section_id:3;speed_bin:2,low,yes,0,0.000000,fit_authoritative,,0.011746,0.014929
2026-04-22_01-06-32,decoded_open_floor,TestResults\mmlog_decode_2026-04-22_01-06-32\open_floor_main.csv,38212010,decoded_open_floor_full_current,91,41476,41476,25516,5043,5043,included,kept through final sensor-active row,,,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,41476,5011,yes,7940,5103,0.020151,0.020151,0,yes,0,0.000000,0.000000,yes,0,yes,0,0.011139,41453,43.431536,450.497758,0.000000,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:3;phase_id:5;primitive_family:3;primitive_id:3;progress_norm:64;repeat_index:18;section_id:3;speed_bin:2,low,yes,0,0.000000,fit_authoritative,,0.011746,0.014929
2026-04-22_12-10-34,decoded_open_floor,TestResults\mmlog_decode_2026-04-22_12-10-34\open_floor_main.csv,62492392,decoded_open_floor_legacy_or_partial,76,68965,68965,43820,3350,3350,included,kept through final sensor-active row,,watchdog;measurement,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,68965,8623,yes,6162,3383,0.008763,0.008763,0,yes,0,0.000000,0.000000,no,0,yes,0,0.018111,68927,47.350132,246.789560,0.000000,per_row,0.800000,0.800000,logged per row,section_id;primitive_id;primitive_family;direction_id;phase_id;speed_bin;repeat_index;progress_norm,direction_id:4;phase_id:7;primitive_family:4;primitive_id:4;progress_norm:64;repeat_index:18;section_id:4;speed_bin:4,low,yes,0,0.000000,fit_downweighted,watchdog unavailable,0.007803,0.009917
2026-05-04_16-57-53,decoded_open_floor,TestResults\mmlog_decode_2026-05-04_16-57-53\open_floor_main.csv,141197549,decoded_open_floor_legacy_or_partial,69,208375,208375,26099,95,95,included,kept through final sensor-active row,,watchdog;clipping;measurement;fan_duty,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,208375,99590,yes,533,95,1.000000,0.639775,0,yes,0,0.000000,0.000000,no,0,no,0,0.016907,208374,33.886860,295.658708,0.000000,absent,,,fan/load unobservable in this CSV,primitive_id;phase_id;speed_bin;repeat_index,phase_id:3;primitive_id:1;repeat_index:10;speed_bin:17,medium_partial_phase_schema,yes,268,0.268000,validation_only,watchdog unavailable; angular command mostly zero during moving-yaw rows; final quiescent/invalid tail detected; low extracted-sample count,0.000221,0.000281
2026-05-04_20-35-47,decoded_open_floor,TestResults\mmlog_decode_2026-05-04_20-35-47\open_floor_main.csv,107379018,decoded_open_floor_legacy_or_partial,69,145644,145644,61874,1815,1815,included,kept through final sensor-active row,,watchdog;clipping;measurement;fan_duty,master_time_us,gyro_raw_radps,left_encoder_velocity_mps,right_encoder_velocity_mps,yes,yes,145644,43071,yes,11459,1815,1.000000,0.171219,0,yes,0,0.000000,0.000000,no,0,no,0,0.016863,145643,40.714665,511.905074,0.000007,absent,,,fan/load unobservable in this CSV,primitive_id;phase_id;speed_bin;repeat_index,phase_id:4;primitive_id:2;repeat_index:10;speed_bin:18,medium_partial_phase_schema,yes,0,0.000000,fit_downweighted,watchdog unavailable; angular command mostly zero during moving-yaw rows,0.004228,0.005373
diag000,competition_diag,TestResults\Competition Testing Data\diag000.csv,31465106,legacy_competition_sample,66,78068,78068,62887,11499,11499,included,dropped final sensor-quiescent/invalid tail >= 0.25 s,,saturation;watchdog;clipping;measurement;fan_duty,t_us,gyro_raw_radps,left_velocity_mps,right_velocity_mps,yes,yes,78068,9843,yes,19700,11724,0.030000,0.030000,0,no,0,0.000000,0.000000,no,0,no,0,1.000000,78067,46.476973,1223.404110,0.000474,metadata,0.800000,0.800000,constant metadata fan duty 0.800,phase_id;stationary;front_wall;left_wall;right_wall,front_wall:1;left_wall:1;phase_id:64;right_wall:1;stationary:2,medium_legacy_phase_labels,yes,811,1.215920,validation_only,legacy schema lacks saturation/watchdog/per-row fan duty,0.026784,0.249441
diag001,competition_diag,TestResults\Competition Testing Data\diag001.csv,32648805,legacy_competition_sample,66,81413,81413,63777,11358,11358,included,dropped final sensor-quiescent/invalid tail >= 0.25 s,,saturation;watchdog;clipping;measurement;fan_duty,t_us,gyro_raw_radps,left_velocity_mps,right_velocity_mps,yes,yes,81413,10038,yes,19001,11543,0.030419,0.030419,0,no,0,0.000000,0.000000,no,0,no,0,1.000000,81410,45.321081,1492.854795,0.000332,metadata,0.800000,0.800000,constant metadata fan duty 0.800,phase_id;stationary;front_wall;left_wall;right_wall,front_wall:1;left_wall:1;phase_id:64;right_wall:1;stationary:2,medium_legacy_phase_labels,yes,822,1.214188,validation_only,legacy schema lacks saturation/watchdog/per-row fan duty,0.026455,0.246383
diag002,competition_diag,TestResults\Competition Testing Data\diag002.csv,680863,legacy_competition_sample,66,1718,1718,659,0,0,excluded from bins: no nonzero-forward/nonzero-yaw active adjacent samples,kept through final sensor-active row,,saturation;watchdog;clipping;measurement;fan_duty,t_us,gyro_raw_radps,left_velocity_mps,right_velocity_mps,yes,yes,1718,1718,yes,0,0,0.000000,0.000000,0,no,0,0.000000,0.000000,no,0,no,0,1.000000,1717,9.901971,52.094911,0.000000,metadata,0.800000,0.800000,constant metadata fan duty 0.800,phase_id;stationary;front_wall;left_wall;right_wall,front_wall:1;left_wall:1;phase_id:2;right_wall:1;stationary:1,medium_legacy_phase_labels,yes,159,0.115460,exclude,no usable nonzero-forward/nonzero-yaw feature samples,0.000000,0.000000
diag003,competition_diag,TestResults\Competition Testing Data\diag003.csv,63501039,legacy_competition_sample,66,157729,157729,127575,23242,23242,included,dropped final sensor-quiescent/invalid tail >= 0.25 s,,saturation;watchdog;clipping;measurement;fan_duty,t_us,gyro_raw_radps,left_velocity_mps,right_velocity_mps,yes,yes,157729,19805,yes,36916,23298,0.029743,0.029797,0,no,0,0.000000,0.000000,no,0,no,0,1.000000,157728,46.312889,1021.147897,0.000418,metadata,0.800000,0.800000,constant metadata fan duty 0.800,phase_id;stationary;front_wall;left_wall;right_wall,front_wall:1;left_wall:1;phase_id:64;right_wall:1;stationary:2,medium_legacy_phase_labels,yes,1646,1.217591,validation_only,legacy schema lacks saturation/watchdog/per-row fan duty,0.054136,0.504176
