variant,yaw_rate_radps,diagnostic_total_opposing_yaw_torque_nm,static_extra_mu,left_command,right_command,lr_delta_command,max_abs_command,passes_abs_0p6_gate,launch_lock_policy
project_suited_stribeck_slip_angle,1.0,0.011780513673294048,1.4005926341060007,0.244082218883911,-0.244082218883911,0.488164437767822,0.244082218883911,False,diagnostic_only
