stage,generation,best_score,median_score,drive_scale,longitudinal_mu,longitudinal_k_mps,mu_peak,mu_slide,stribeck_speed_mps,low_speed_gate_mps,lateral_sign_eps_mps,alpha_floor_mps,alpha_knee,corner_mu_front,corner_mu_rear,iteration,max_step
differential_evolution,26,0.026204424398354804,0.02661798196838311,0.18,0.36280864771331023,0.6384655591175656,4.84111563324535,0.3381403249861527,0.021924418830828962,0.08059184622677007,0.016130574942362454,0.03,0.6565457725685788,0.14136484667030036,0.05,,
differential_evolution,27,0.026204424398354804,0.026569960415910095,0.18,0.36280864771331023,0.6384655591175656,4.84111563324535,0.3381403249861527,0.021924418830828962,0.08059184622677007,0.016130574942362454,0.03,0.6565457725685788,0.14136484667030036,0.05,,
differential_evolution,28,0.026204424398354804,0.02649302673420402,0.18,0.36280864771331023,0.6384655591175656,4.84111563324535,0.3381403249861527,0.021924418830828962,0.08059184622677007,0.016130574942362454,0.03,0.6565457725685788,0.14136484667030036,0.05,,
differential_evolution,29,0.026106063149498496,0.026461299806018853,0.18,0.45223653271554604,0.7,4.957793418695468,0.3038494581514403,0.02286145287191181,0.08043046258449177,0.017750529043735325,0.043593026973111126,0.3143993637290859,0.12081132757938885,0.05,,
differential_evolution,30,0.026106063149498496,0.02640692091451631,0.18,0.45223653271554604,0.7,4.957793418695468,0.3038494581514403,0.02286145287191181,0.08043046258449177,0.017750529043735325,0.043593026973111126,0.3143993637290859,0.12081132757938885,0.05,,
differential_evolution,31,0.026106063149498496,0.026402632961877934,0.18,0.45223653271554604,0.7,4.957793418695468,0.3038494581514403,0.02286145287191181,0.08043046258449177,0.017750529043735325,0.043593026973111126,0.3143993637290859,0.12081132757938885,0.05,,
differential_evolution,32,0.026106063149498496,0.02635573402078569,0.18,0.45223653271554604,0.7,4.957793418695468,0.3038494581514403,0.02286145287191181,0.08043046258449177,0.017750529043735325,0.043593026973111126,0.3143993637290859,0.12081132757938885,0.05,,
differential_evolution,33,0.026106063149498496,0.026345060075566827,0.18,0.45223653271554604,0.7,4.957793418695468,0.3038494581514403,0.02286145287191181,0.08043046258449177,0.017750529043735325,0.043593026973111126,0.3143993637290859,0.12081132757938885,0.05,,
differential_evolution,34,0.026106063149498496,0.026330566690887694,0.18,0.45223653271554604,0.7,4.957793418695468,0.3038494581514403,0.02286145287191181,0.08043046258449177,0.017750529043735325,0.043593026973111126,0.3143993637290859,0.12081132757938885,0.05,,
differential_evolution,35,0.026093570350933522,0.02628547097899356,0.18,0.432237380084092,0.7,4.979311049458774,0.2581629003027983,0.022419570887745058,0.0804507344049532,0.016453062999672762,0.04642154499252395,0.1364524251237022,0.05,0.05,,
differential_evolution,36,0.026093570350933522,0.026267170783799,0.18,0.432237380084092,0.7,4.979311049458774,0.2581629003027983,0.022419570887745058,0.0804507344049532,0.016453062999672762,0.04642154499252395,0.1364524251237022,0.05,0.05,,
differential_evolution,37,0.026066956115930854,0.026232665478271952,0.1792419611142548,0.3936344053449167,0.6740016987271715,5.0,0.14586543289267673,0.020898246677786548,0.08032482642481767,0.015552791689143884,0.3641604675325222,0.16066316194403937,0.05,0.5454809334315283,,
differential_evolution,38,0.026066956115930854,0.026215008243404076,0.1792419611142548,0.3936344053449167,0.6740016987271715,5.0,0.14586543289267673,0.020898246677786548,0.08032482642481767,0.015552791689143884,0.3641604675325222,0.16066316194403937,0.05,0.5454809334315283,,
differential_evolution,39,0.02603063005636583,0.026190099797311253,0.18,0.2696627856714671,0.5482712221355126,4.986552182148204,0.20623979602545484,0.021572721077034288,0.0804515295058069,0.017330271641030803,0.2827820301421027,0.36661199653757953,0.05,0.05,,
differential_evolution,40,0.02603063005636583,0.026174127823393997,0.18,0.2696627856714671,0.5482712221355126,4.986552182148204,0.20623979602545484,0.021572721077034288,0.0804515295058069,0.017330271641030803,0.2827820301421027,0.36661199653757953,0.05,0.05,,
differential_evolution,41,0.026025511351162406,0.026161892870829574,0.18,0.4560655569536669,0.7,5.0,0.37876167221579,0.021873606701691244,0.08,0.0185196147947746,0.232655936084948,0.3830781186004388,0.1512663234084392,0.2323378174372171,,
differential_evolution,42,0.026025511351162406,0.026136031279913985,0.18,0.4560655569536669,0.7,5.0,0.37876167221579,0.021873606701691244,0.08,0.0185196147947746,0.232655936084948,0.3830781186004388,0.1512663234084392,0.2323378174372171,,
differential_evolution,43,0.026025511351162406,0.026127688809219916,0.18,0.4560655569536669,0.7,5.0,0.37876167221579,0.021873606701691244,0.08,0.0185196147947746,0.232655936084948,0.3830781186004388,0.1512663234084392,0.2323378174372171,,
differential_evolution,44,0.026020184349518447,0.026105647734948945,0.17879955068834502,0.39934618545506306,0.6304929758498978,4.996878349072322,0.19250416917753013,0.021741936304203017,0.08084377643172264,0.0173678073919291,0.34019169632488333,0.37040320772121155,0.05,0.23994676805563842,,
differential_evolution,45,0.026020184349518447,0.02609775050804424,0.17879955068834502,0.39934618545506306,0.6304929758498978,4.996878349072322,0.19250416917753013,0.021741936304203017,0.08084377643172264,0.0173678073919291,0.34019169632488333,0.37040320772121155,0.05,0.23994676805563842,,
differential_evolution,46,0.026020184349518447,0.02609775050804424,0.17879955068834502,0.39934618545506306,0.6304929758498978,4.996878349072322,0.19250416917753013,0.021741936304203017,0.08084377643172264,0.0173678073919291,0.34019169632488333,0.37040320772121155,0.05,0.23994676805563842,,
differential_evolution,47,0.02600775234469753,0.026092886834955156,0.17915308497344384,0.4523530827813771,0.6066211435633727,4.994439298200705,0.33297784113151657,0.02,0.08046092057978613,0.016796146986445836,0.7645930702785124,0.6310485534348153,0.05,0.05,,
differential_evolution,48,0.02600775234469753,0.026086744270591752,0.17915308497344384,0.4523530827813771,0.6066211435633727,4.994439298200705,0.33297784113151657,0.02,0.08046092057978613,0.016796146986445836,0.7645930702785124,0.6310485534348153,0.05,0.05,,
differential_evolution,49,0.02600775234469753,0.026081840164198032,0.17915308497344384,0.4523530827813771,0.6066211435633727,4.994439298200705,0.33297784113151657,0.02,0.08046092057978613,0.016796146986445836,0.7645930702785124,0.6310485534348153,0.05,0.05,,
differential_evolution,50,0.025978255888160943,0.02606532048013787,0.18,0.3655271810673845,0.5204841744250243,5.0,0.3034792683577151,0.020779848356735957,0.08,0.017059094345718357,0.28532026388194875,0.9,0.05,0.05,,
differential_evolution,51,0.025978255888160943,0.026060123254853497,0.18,0.3655271810673845,0.5204841744250243,5.0,0.3034792683577151,0.020779848356735957,0.08,0.017059094345718357,0.28532026388194875,0.9,0.05,0.05,,
differential_evolution,52,0.025978255888160943,0.026056830483587715,0.18,0.3655271810673845,0.5204841744250243,5.0,0.3034792683577151,0.020779848356735957,0.08,0.017059094345718357,0.28532026388194875,0.9,0.05,0.05,,
differential_evolution,53,0.025978255888160943,0.026051956087211933,0.18,0.3655271810673845,0.5204841744250243,5.0,0.3034792683577151,0.020779848356735957,0.08,0.017059094345718357,0.28532026388194875,0.9,0.05,0.05,,
differential_evolution,54,0.025978255888160943,0.026044820949999964,0.18,0.3655271810673845,0.5204841744250243,5.0,0.3034792683577151,0.020779848356735957,0.08,0.017059094345718357,0.28532026388194875,0.9,0.05,0.05,,
differential_evolution,55,0.025978255888160943,0.02603870667062816,0.18,0.3655271810673845,0.5204841744250243,5.0,0.3034792683577151,0.020779848356735957,0.08,0.017059094345718357,0.28532026388194875,0.9,0.05,0.05,,
differential_evolution,56,0.025978255888160943,0.026036718731283572,0.18,0.3655271810673845,0.5204841744250243,5.0,0.3034792683577151,0.020779848356735957,0.08,0.017059094345718357,0.28532026388194875,0.9,0.05,0.05,,
differential_evolution,57,0.025978255888160943,0.02603417072139374,0.18,0.3655271810673845,0.5204841744250243,5.0,0.3034792683577151,0.020779848356735957,0.08,0.017059094345718357,0.28532026388194875,0.9,0.05,0.05,,
coordinate_polish,,0.02756972286817072,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.22372026388194874,0.8296,0.05,0.05,0,0.08
coordinate_polish,,0.02756903200522324,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.16212026388194872,0.7592000000000001,0.05,0.05,1,0.08
coordinate_polish,,0.0275684898249361,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.16212026388194872,0.6888000000000001,0.05,0.05,2,0.08
coordinate_polish,,0.027567888653194806,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.16212026388194872,0.6184000000000002,0.05,0.05,3,0.08
coordinate_polish,,0.027567227078257175,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.16212026388194872,0.5480000000000002,0.05,0.05,4,0.08
coordinate_polish,,0.02756624885491461,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.22372026388194874,0.47760000000000025,0.05,0.05,5,0.08
coordinate_polish,,0.02756526533517711,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.22372026388194874,0.40720000000000023,0.05,0.05,6,0.08
coordinate_polish,,0.02756421614663893,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.22372026388194874,0.3368000000000002,0.05,0.05,7,0.08
coordinate_polish,,0.027562733411216206,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.28532026388194875,0.2664000000000002,0.05,0.05,8,0.08
coordinate_polish,,0.027561131348386246,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.34692026388194874,0.19600000000000015,0.05,0.05,9,0.08
coordinate_polish,,0.027559749390607114,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.40852026388194873,0.12560000000000016,0.05,0.05,10,0.08
coordinate_polish,,0.027559338207229077,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.47012026388194883,0.12560000000000016,0.05,0.05,11,0.08
coordinate_polish,,0.02755917994926041,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.5317202638819488,0.12560000000000016,0.05,0.05,12,0.08
coordinate_polish,,0.02755917994926041,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.5317202638819488,0.12560000000000016,0.05,0.05,13,0.044000000000000004
coordinate_polish,,0.02755864663614297,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.5656002638819488,0.08688000000000017,0.05,0.05,14,0.044000000000000004
coordinate_polish,,0.027558447038355402,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.5994802638819489,0.08688000000000017,0.05,0.05,15,0.044000000000000004
coordinate_polish,,0.02755829996047611,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.6333602638819489,0.08688000000000017,0.05,0.05,16,0.044000000000000004
coordinate_polish,,0.02755819817479431,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.6672402638819489,0.08688000000000017,0.05,0.05,17,0.044000000000000004
coordinate_polish,,0.027558135495671952,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.7011202638819489,0.08688000000000017,0.05,0.05,18,0.044000000000000004
coordinate_polish,,0.0275581066104742,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.735000263881949,0.08688000000000017,0.05,0.05,19,0.044000000000000004
coordinate_polish,,0.0275581066104742,,0.18,0.3655271810673845,0.4660841744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.735000263881949,0.08688000000000017,0.05,0.05,20,0.024200000000000003
coordinate_polish,,0.02755759569221326,,0.18,0.3655271810673845,0.4496281744250243,5.0,0.2755792683577151,0.020779848356735957,0.08,0.017059094345718357,0.753634263881949,0.06558400000000016,0.05,0.05,21,0.024200000000000003
coordinate_polish,,0.02755728918390928,,0.18,0.3655271810673845,0.4496281744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.772268263881949,0.06558400000000016,0.13349,0.05,22,0.024200000000000003
coordinate_polish,,0.02755709326087087,,0.18,0.3655271810673845,0.4496281744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.790902263881949,0.08688000000000017,0.13349,0.05,23,0.024200000000000003
coordinate_polish,,0.02755704836277372,,0.18,0.3655271810673845,0.4496281744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.8,0.06558400000000016,0.13349,0.05,24,0.024200000000000003
coordinate_polish,,0.02755704836277372,,0.18,0.3655271810673845,0.4496281744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.8,0.06558400000000016,0.13349,0.05,25,0.013310000000000002
coordinate_polish,,0.02755684077393667,,0.18,0.3655271810673845,0.4496281744250243,5.0,0.2568242683577151,0.020779848356735957,0.08,0.017059094345718357,0.8,0.07729680000000017,0.13349,0.05,26,0.013310000000000002
coordinate_polish,,0.02755683591645033,,0.18,0.3655271810673845,0.4496281744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.8,0.07729680000000017,0.13349,0.05,27,0.013310000000000002
coordinate_polish,,0.02755683591645033,,0.18,0.3655271810673845,0.4496281744250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.8,0.07729680000000017,0.13349,0.05,28,0.0073205000000000015
coordinate_polish,,0.027556767192785468,,0.18,0.3655271810673845,0.4446502344250243,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.8,0.07729680000000017,0.10823427500000002,0.05,29,0.0073205000000000015
coordinate_polish,,0.02755627720525547,,0.18,0.3567425810673845,0.43967229442502437,5.0,0.25981901835771515,0.020779848356735957,0.08,0.017059094345718357,0.8,0.07085476000000016,0.10823427500000002,0.05,30,0.0073205000000000015
coordinate_polish,,0.02755620270592356,,0.18,0.3567425810673845,0.4346943544250244,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.8,0.07085476000000016,0.10823427500000002,0.05,31,0.0073205000000000015
coordinate_polish,,0.02755620270592356,,0.18,0.3567425810673845,0.4346943544250244,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.8,0.07085476000000016,0.10823427500000002,0.05,32,0.004026275000000001
coordinate_polish,,0.02755619640864295,,0.18,0.3567425810673845,0.4319564874250244,5.0,0.2634792683577151,0.020779848356735957,0.08,0.017059094345718357,0.8,0.07439788200000017,0.10823427500000002,0.05,33,0.004026275000000001
coordinate_polish,,0.027556042890019245,,0.18,0.35191105106738446,0.42921862042502446,5.0,0.26146613085771514,0.020779848356735957,0.08,0.017059094345718357,0.8,0.07439788200000017,0.10823427500000002,0.05,34,0.004026275000000001
coordinate_polish,,0.0275560125161536,,0.18,0.35191105106738446,0.42648075342502445,5.0,0.26146613085771514,0.020779848356735957,0.08,0.017059094345718357,0.8,0.07439788200000017,0.10823427500000002,0.05,35,0.004026275000000001
coordinate_polish,,0.0275560125161536,,0.18,0.35191105106738446,0.42648075342502445,5.0,0.26146613085771514,0.020779848356735957,0.08,0.017059094345718357,0.8,0.07439788200000017,0.10823427500000002,0.05,36,0.002214451250000001
coordinate_polish,,0.027551793883596215,,0.18,0.34925370956738444,0.4249749265750245,5.0,0.26035890523271515,0.020779848356735957,0.08,0.01716760245696836,0.8,0.07244916490000017,0.1005944181875,0.05,37,0.002214451250000001
coordinate_polish,,0.027551773202991955,,0.18,0.34925370956738444,0.4234690997250245,5.0,0.26146613085771514,0.020779848356735957,0.08,0.01716760245696836,0.8,0.07244916490000017,0.1005944181875,0.05,38,0.002214451250000001
coordinate_polish,,0.02755176209019355,,0.18,0.34925370956738444,0.4219632728750245,5.0,0.2625733564827151,0.020779848356735957,0.08,0.01716760245696836,0.8,0.07244916490000017,0.1005944181875,0.05,39,0.002214451250000001
coordinate_polish,,0.027551759616675834,,0.18,0.34925370956738444,0.42045744602502455,5.0,0.2625733564827151,0.020779848356735957,0.08,0.01716760245696836,0.8,0.07244916490000017,0.10823427500000002,0.05,40,0.002214451250000001
coordinate_polish,,0.02755175949238762,,0.18,0.34925370956738444,0.42045744602502455,5.0,0.26146613085771514,0.020779848356735957,0.08,0.01716760245696836,0.8,0.07244916490000017,0.10823427500000002,0.05,41,0.002214451250000001
coordinate_polish,,0.02755172269534646,,0.18,0.3465963680673844,0.41895161917502455,5.0,0.26035890523271515,0.020779848356735957,0.08,0.01716760245696836,0.8,0.07244916490000017,0.1005944181875,0.05,42,0.002214451250000001
coordinate_polish,,0.02755171044360983,,0.18,0.3465963680673844,0.4174457923250246,5.0,0.26146613085771514,0.020779848356735957,0.08,0.01716760245696836,0.8,0.07244916490000017,0.1005944181875,0.05,43,0.002214451250000001
coordinate_polish,,0.027551707997468127,,0.18,0.3465963680673844,0.4159399654750246,5.0,0.2625733564827151,0.020779848356735957,0.08,0.01716760245696836,0.8,0.07244916490000017,0.1005944181875,0.05,44,0.002214451250000001
coordinate_polish,,0.027551707997468127,,0.18,0.3465963680673844,0.4159399654750246,5.0,0.2625733564827151,0.020779848356735957,0.08,0.01716760245696836,0.8,0.07244916490000017,0.1005944181875,0.05,45,0.0012179481875000005
coordinate_polish,,0.027549445960679153,,0.18,0.3451348302423844,0.4151117607075246,5.0,0.26196438238896513,0.020779848356735957,0.08,0.017227281918155857,0.8,0.07244916490000017,0.1005944181875,0.05,46,0.0012179481875000005
coordinate_polish,,0.02754944288762082,,0.18,0.3451348302423844,0.41428355594002464,5.0,0.26196438238896513,0.020779848356735957,0.08,0.017227281918155857,0.8,0.07244916490000017,0.10479633943437501,0.05,47,0.0012179481875000005
coordinate_polish,,0.027549442287952117,,0.18,0.3451348302423844,0.41345535117252463,5.0,0.26196438238896513,0.020779848356735957,0.08,0.017227281918155857,0.8,0.07244916490000017,0.10479633943437501,0.05,48,0.0012179481875000005
coordinate_polish,,0.027549442287952117,,0.18,0.3451348302423844,0.41345535117252463,5.0,0.26196438238896513,0.020779848356735957,0.08,0.017227281918155857,0.8,0.07244916490000017,0.10479633943437501,0.05,49,0.0006698715031250004
coordinate_polish,,0.027549435264518512,,0.18,0.34433098443863447,0.4129998385503996,5.0,0.2616294466374026,0.020779848356735957,0.08,0.017227281918155857,0.8,0.07303865182275017,0.10248528274859375,0.05,50,0.0006698715031250004
coordinate_polish,,0.02754943447518536,,0.18,0.34433098443863447,0.4125443259282746,5.0,0.26196438238896513,0.020779848356735957,0.08,0.017227281918155857,0.8,0.07244916490000017,0.10248528274859375,0.05,51,0.0006698715031250004
coordinate_polish,,0.027549431238127083,,0.18,0.3435271386348845,0.41208881330614955,5.0,0.2616294466374026,0.020779848356735957,0.08,0.017227281918155857,0.8,0.07244916490000017,0.10248528274859375,0.05,52,0.0006698715031250004
coordinate_polish,,0.027549429831061113,,0.18,0.3435271386348845,0.41163330068402454,5.0,0.2616294466374026,0.020779848356735957,0.08,0.017227281918155857,0.8,0.07244916490000017,0.10248528274859375,0.05,53,0.0006698715031250004
coordinate_polish,,0.027549429394840515,,0.18,0.3435271386348845,0.41117778806189953,5.0,0.26196438238896513,0.020779848356735957,0.08,0.017227281918155857,0.8,0.07244916490000017,0.10248528274859375,0.05,54,0.0006698715031250004
coordinate_polish,,0.027549429394840515,,0.18,0.3435271386348845,0.41117778806189953,5.0,0.26196438238896513,0.020779848356735957,0.08,0.017227281918155857,0.8,0.07244916490000017,0.10248528274859375,0.05,55,0.00036842932671875023
