"parameter_value","launch_command_signature","log_parameter","count","rms_nis","sqrt_mean_nis","rejected_rate","accepted_only_rms_nis","physical_residual_rms"
"0.4","pair=0.4,-0.4;linear=0;yaw=-0.4","right_accel_nis","2500","5.368070961051092","1.5866749605272026","0.0072","3.983604608096828","2.06982038292"
"0.4","pair=0.4,-0.4;linear=0;yaw=-0.4","yaw_rate_nis","2500","4.670759280618088","1.763709441091701","0","4.670759280618088","0.12354676248599998"
"0.45","pair=0.46,-0.46;linear=0;yaw=-0.46","forward_accel_nis","2500","37.32030614670786","3.7673411740058795","0.0636","8.490081087648091","5.76157106213"
"0.45","pair=0.46,-0.46;linear=0;yaw=-0.46","right_accel_nis","2500","11.129790295275109","2.1268569778149167","0.032","4.418933106325759","2.84375129255"
"0.45","pair=0.46,-0.46;linear=0;yaw=-0.46","yaw_rate_nis","2500","9.025788347285793","2.014292407372872","0","9.025788347285793","0.140615597194"
"0.5","pair=0,0;linear=0;yaw=0","forward_accel_nis","1293","0.5715602399838484","0.43167503864501183","0","0.5715602399838484","0.904576648181"
"0.5","pair=0,0;linear=0;yaw=0","right_accel_nis","1293","3.538370536700248","0.7437381392488859","0.004640371229698376","1.4798276674562736","1.02865932264"
"0.5","pair=0,0;linear=0;yaw=0","yaw_rate_nis","1293","2.476020813851622","0.9611419707207137","0","2.476020813851622","0.0516375091013"
"0.5","pair=0.5,-0.5;linear=0;yaw=-0.5","forward_accel_nis","11500","20.058512566922587","3.0023841238618005","0.022695652173913044","7.911866964635546","4.5393245703"
"0.5","pair=0.5,-0.5;linear=0;yaw=-0.5","right_accel_nis","11500","8.265464838970695","1.8399194882480001","0.010869565217391304","3.7514916255792454","2.4418756377"
"0.5","pair=0.5,-0.5;linear=0;yaw=-0.5","yaw_rate_nis","11500","9.171053596976124","1.9923858300059996","0","9.171053596976124","0.138229314103"
"0.55","pair=0,0;linear=0;yaw=0","forward_accel_nis","1353","0.4488443519456008","0.39640862860279225","0","0.4488443519456008","0.78774671078"
"0.55","pair=0,0;linear=0;yaw=0","right_accel_nis","1353","4.20880404943419","0.8080401441486691","0.005173688100517369","1.690151509614802","1.09588918657"
"0.55","pair=0,0;linear=0;yaw=0","yaw_rate_nis","1353","2.2315843692615114","1.0070413355140149","0","2.2315843692615114","0.0542426873569"
"0.55","pair=0.56,-0.56;linear=0;yaw=-0.56","forward_accel_nis","10250","19.146927798219846","2.876668176403338","0.013658536585365854","8.276517821407214","4.66557803429"
"0.55","pair=0.56,-0.56;linear=0;yaw=-0.56","right_accel_nis","10250","5.8577819994077425","1.8828707710872337","0.007902439024390244","4.092944673232392","2.52490152358"
"0.55","pair=0.56,-0.56;linear=0;yaw=-0.56","yaw_rate_nis","10250","7.5921845249363455","1.9239764897579865","0","7.5921845249363455","0.138969816877"
"0.6","pair=0,0;linear=0;yaw=0","forward_accel_nis","1328","5.84823193385691","0.6186375222046575","0.0007530120481927711","0.8405488312559224","1.09739670093"
"0.6","pair=0,0;linear=0;yaw=0","right_accel_nis","1328","5.993870014062861","0.908043895817778","0.007530120481927711","1.4315292234936166","1.22366604536"
"0.6","pair=0,0;linear=0;yaw=0","yaw_rate_nis","1328","2.313067134840365","0.965485433197657","0","2.313067134840365","0.0559616239196"
"0.6","pair=0.6,-0.6;linear=0;yaw=-0.6","forward_accel_nis","9000","20.482075383639987","2.9557671653283744","0.02022222222222222","9.00275343897573","4.98474613553"
"0.6","pair=0.6,-0.6;linear=0;yaw=-0.6","right_accel_nis","9000","6.659016791714324","2.029076156390719","0.0077777777777777776","4.9319306836366925","2.69432339539"
"0.6","pair=0.6,-0.6;linear=0;yaw=-0.6","yaw_rate_nis","9000","9.65625219513819","2.0351424738304904","0","9.65625219513819","0.142896663114"
"0.65","pair=0,0;linear=0;yaw=0","forward_accel_nis","1442","12.521383635984511","1.2220912746511052","0.010402219140083218","1.387695211083742","1.98043671159"
"0.65","pair=0,0;linear=0;yaw=0","right_accel_nis","1442","14.237058847539194","1.5125979548248638","0.020804438280166437","2.3892688179007053","2.05143046232"
"0.65","pair=0,0;linear=0;yaw=0","yaw_rate_nis","1442","7.256283807902787","1.3260981886587204","0","7.256283807902787","0.0819763207941"
