"log_parameter","count","rms_nis","sqrt_mean_nis","rejected_rate","accepted_only_rms_nis","physical_residual_rms"
"forward_accel_nis","174625","99.3253404974415","5.646509215395966","0.13198568360773086","7.329485014008335","7.4290902318514895"
"right_accel_nis","174625","47.84145668914098","3.7391400922822227","0.10454974946313529","5.4657772189775","4.6406876372295365"
"yaw_rate_nis","174625","146.1766802768574","5.215081078580446","0","146.1766802768574","0.22699234052368658"
