phase,candidate_id,trial_id,split,stage,log_parameter,count,accepted_count,finite_count,nonfinite_count,rms_nis,accepted_only_rms_nis,expected_rms_nis,guarded_rms_nis,under_expected_penalty,inflation_flag,rejected_count,rejected_rate
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,held_out,launch,forward_accel_residual_tail,4500,4376,4500,0,9.54396410369,5.75140443351,1.73205080757,9.54396410369,0,false,124,0.0275555555556
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,held_out,launch,right_accel_residual_tail,4500,4494,4500,0,3.88069203058,3.65879699873,1.73205080757,3.88069203058,0,false,6,0.00133333333333
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,held_out,launch,yaw_rate_residual_tail,4500,4500,4500,0,19.770474447,19.770474447,1.73205080757,19.770474447,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,held_out,yaw_launch,forward_accel_residual_tail,27500,27276,27500,0,5.3045053244,2.61814323006,1.73205080757,5.3045053244,0,false,224,0.00814545454545
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,held_out,yaw_launch,right_accel_residual_tail,27500,27294,27500,0,4.71085108648,2.1777776961,1.73205080757,4.71085108648,0,false,206,0.00749090909091
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,held_out,yaw_launch,yaw_rate_residual_tail,27500,27500,27500,0,159.148584553,159.148584553,1.73205080757,159.148584553,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,validation,SEC_20_LAUNCH,forward_accel_residual_tail,11936,11701,11936,0,8.04215224869,4.67223640767,1.73205080757,8.04215224869,0,false,235,0.0196883378016
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,validation,SEC_20_LAUNCH,right_accel_residual_tail,11936,11923,11936,0,2.82796463462,2.58885761994,1.73205080757,2.82796463462,0,false,13,0.00108914209115
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,validation,SEC_20_LAUNCH,yaw_rate_residual_tail,11936,11936,11936,0,12.7783985733,12.7783985733,1.73205080757,12.7783985733,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,validation,launch,forward_accel_residual_tail,6110,5902,6110,0,12.3609410083,5.07627063277,1.73205080757,12.3609410083,0,false,208,0.0340425531915
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,validation,launch,right_accel_residual_tail,6110,6091,6110,0,3.93827786869,3.41877019849,1.73205080757,3.93827786869,0,false,19,0.00310965630115
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,validation,launch,yaw_rate_residual_tail,6110,6110,6110,0,154.003658046,154.003658046,1.73205080757,154.003658046,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,validation,mixed_launch,forward_accel_residual_tail,18572,17340,18572,0,16.5184882525,6.28714734479,1.73205080757,16.5184882525,0,false,1232,0.0663364204178
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,validation,mixed_launch,right_accel_residual_tail,18572,18379,18572,0,6.10747862284,4.59842674739,1.73205080757,6.10747862284,0,false,193,0.0103919879388
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,validation,mixed_launch,yaw_rate_residual_tail,18572,18572,18572,0,53.8447436647,53.8447436647,1.73205080757,53.8447436647,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,validation,yaw_launch,forward_accel_residual_tail,30986,24187,30986,0,208.917442864,5.56503901698,1.73205080757,208.917442864,0,false,6799,0.219421674305
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,validation,yaw_launch,right_accel_residual_tail,30986,26047,30986,0,63.8376436669,4.93682353142,1.73205080757,63.8376436669,0,false,4939,0.159394565288
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_042,validation,yaw_launch,yaw_rate_residual_tail,30986,30986,30986,0,8175.92675573,8175.92675573,1.73205080757,8175.92675573,0,false,0,0
