phase,candidate_id,trial_id,split,stage,log_parameter,count,accepted_count,finite_count,nonfinite_count,rms_nis,accepted_only_rms_nis,expected_rms_nis,guarded_rms_nis,under_expected_penalty,inflation_flag,rejected_count,rejected_rate
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,launch,forward_accel_residual_tail,4500,359,4500,0,156.433211311,15.3266922568,1.73205080757,156.433211311,0,false,4141,0.920222222222
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,launch,left_encoder_wheel_rate_residual_tail,4500,4500,4500,0,32512.9109467,32512.9109467,1.73205080757,32512.9109467,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,launch,right_accel_residual_tail,4500,4498,4500,0,1.26647037054,1.13311181352,1.73205080757,1.73205080757,0.465580437032,true,2,0.000444444444444
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,launch,right_encoder_wheel_rate_residual_tail,4500,4500,4500,0,32492.4355473,32492.4355473,1.73205080757,32492.4355473,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,launch,yaw_rate_residual_tail,4500,4500,4500,0,72.6620528948,72.6620528948,1.73205080757,72.6620528948,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,yaw_launch,forward_accel_residual_tail,27500,16320,27500,0,924.52946774,7.58717619766,1.73205080757,924.52946774,0,false,11180,0.406545454545
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,yaw_launch,left_encoder_wheel_rate_residual_tail,27500,27500,27500,0,6739.33239773,6739.33239773,1.73205080757,6739.33239773,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,yaw_launch,right_accel_residual_tail,27500,16091,27500,0,883.928175553,7.64451966473,1.73205080757,883.928175553,0,false,11409,0.414872727273
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,yaw_launch,right_encoder_wheel_rate_residual_tail,27500,27500,27500,0,6869.05405505,6869.05405505,1.73205080757,6869.05405505,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,held_out,yaw_launch,yaw_rate_residual_tail,27500,27500,27500,0,488841.067338,488841.067338,1.73205080757,488841.067338,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_20_LAUNCH,forward_accel_residual_tail,11936,5137,11936,0,119.558869789,8.99997400964,1.73205080757,119.558869789,0,false,6799,0.569621313673
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_20_LAUNCH,left_encoder_wheel_rate_residual_tail,11936,11936,11936,0,25127.3109835,25127.3109835,1.73205080757,25127.3109835,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_20_LAUNCH,right_accel_residual_tail,11936,11936,11936,0,0.637845556079,0.637845556079,1.73205080757,1.73205080757,1.09420525149,true,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_20_LAUNCH,right_encoder_wheel_rate_residual_tail,11936,11936,11936,0,25150.0121005,25150.0121005,1.73205080757,25150.0121005,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,SEC_20_LAUNCH,yaw_rate_residual_tail,11936,11936,11936,0,37.8806292907,37.8806292907,1.73205080757,37.8806292907,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,launch,forward_accel_residual_tail,6110,1923,6110,0,145.709196674,6.89871522373,1.73205080757,145.709196674,0,false,4187,0.6852700491
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,launch,left_encoder_wheel_rate_residual_tail,6110,6110,6110,0,200363.572929,200363.572929,1.73205080757,200363.572929,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,launch,right_accel_residual_tail,6110,5959,6110,0,24.6582735584,2.77261519946,1.73205080757,24.6582735584,0,false,151,0.0247135842881
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,launch,right_encoder_wheel_rate_residual_tail,6110,6110,6110,0,200121.863298,200121.863298,1.73205080757,200121.863298,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,launch,yaw_rate_residual_tail,6110,6110,6110,0,593.744780751,593.744780751,1.73205080757,593.744780751,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,mixed_launch,forward_accel_residual_tail,18572,3615,18572,0,155.115742165,5.15342240697,1.73205080757,155.115742165,0,false,14957,0.805352143011
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,mixed_launch,left_encoder_wheel_rate_residual_tail,18572,18572,18572,0,647691.018081,647691.018081,1.73205080757,647691.018081,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,mixed_launch,right_accel_residual_tail,18572,18459,18572,0,4.00418979405,2.29438265487,1.73205080757,4.00418979405,0,false,113,0.00608442817144
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,mixed_launch,right_encoder_wheel_rate_residual_tail,18572,18572,18572,0,647718.731919,647718.731919,1.73205080757,647718.731919,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,mixed_launch,yaw_rate_residual_tail,18572,18572,18572,0,572.678752471,572.678752471,1.73205080757,572.678752471,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,yaw_launch,forward_accel_residual_tail,30986,2238,30986,0,3947368.34758,11.5072291586,1.73205080757,3947368.34758,0,false,28748,0.927773833344
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,yaw_launch,left_encoder_wheel_rate_residual_tail,30986,30986,30986,0,517221.03242,517221.03242,1.73205080757,517221.03242,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,yaw_launch,right_accel_residual_tail,30986,2136,30986,0,3928802.11913,11.4849694731,1.73205080757,3928802.11913,0,false,28850,0.931065642548
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,yaw_launch,right_encoder_wheel_rate_residual_tail,30986,30986,30986,0,521033.539746,521033.539746,1.73205080757,521033.539746,0,false,0,0
stress_full_rows,baseline/current_holdover,baseline/current_holdover:fixed,validation,yaw_launch,yaw_rate_residual_tail,30986,30986,30986,0,37929821.7237,37929821.7237,1.73205080757,37929821.7237,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,held_out,launch,forward_accel_residual_tail,4500,4430,4500,0,7.51085483439,5.35661656669,1.73205080757,7.51085483439,0,false,70,0.0155555555556
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,held_out,launch,left_encoder_wheel_rate_residual_tail,4500,4500,4500,0,2.01125381088,2.01125381088,1.73205080757,2.01125381088,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,held_out,launch,right_accel_residual_tail,4500,4498,4500,0,3.08871443613,3.02748892388,1.73205080757,3.08871443613,0,false,2,0.000444444444444
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,held_out,launch,right_encoder_wheel_rate_residual_tail,4500,4500,4500,0,2.10986127367,2.10986127367,1.73205080757,2.10986127367,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,held_out,launch,yaw_rate_residual_tail,4500,4500,4500,0,18.5855539565,18.5855539565,1.73205080757,18.5855539565,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,held_out,yaw_launch,forward_accel_residual_tail,27500,27331,27500,0,4.5069587893,2.48895702076,1.73205080757,4.5069587893,0,false,169,0.00614545454545
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,held_out,yaw_launch,left_encoder_wheel_rate_residual_tail,27500,27500,27500,0,2.27425447667,2.27425447667,1.73205080757,2.27425447667,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,held_out,yaw_launch,right_accel_residual_tail,27500,27294,27500,0,4.7491529281,2.10870242192,1.73205080757,4.7491529281,0,false,206,0.00749090909091
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,held_out,yaw_launch,right_encoder_wheel_rate_residual_tail,27500,27500,27500,0,2.45343241348,2.45343241348,1.73205080757,2.45343241348,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,held_out,yaw_launch,yaw_rate_residual_tail,27500,27500,27500,0,194.667769672,194.667769672,1.73205080757,194.667769672,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,SEC_20_LAUNCH,forward_accel_residual_tail,11936,11781,11936,0,6.61476876624,4.30616705618,1.73205080757,6.61476876624,0,false,155,0.012985924933
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,SEC_20_LAUNCH,left_encoder_wheel_rate_residual_tail,11936,11936,11936,0,1.83245275577,1.83245275577,1.73205080757,1.83245275577,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,SEC_20_LAUNCH,right_accel_residual_tail,11936,11931,11936,0,2.29029020774,2.19411343069,1.73205080757,2.29029020774,0,false,5,0.00041890080429
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,SEC_20_LAUNCH,right_encoder_wheel_rate_residual_tail,11936,11936,11936,0,1.86353682826,1.86353682826,1.73205080757,1.86353682826,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,SEC_20_LAUNCH,yaw_rate_residual_tail,11936,11936,11936,0,11.8634936871,11.8634936871,1.73205080757,11.8634936871,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,launch,forward_accel_residual_tail,6110,5975,6110,0,11.5773102301,4.80203634422,1.73205080757,11.5773102301,0,false,135,0.0220949263502
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,launch,left_encoder_wheel_rate_residual_tail,6110,6110,6110,0,1.63533281047,1.63533281047,1.73205080757,1.73205080757,0.096717997098,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,launch,right_accel_residual_tail,6110,6098,6110,0,3.32857987075,2.86739449342,1.73205080757,3.32857987075,0,false,12,0.00196399345336
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,launch,right_encoder_wheel_rate_residual_tail,6110,6110,6110,0,2.28316423112,2.28316423112,1.73205080757,2.28316423112,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,launch,yaw_rate_residual_tail,6110,6110,6110,0,146.475254235,146.475254235,1.73205080757,146.475254235,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,mixed_launch,forward_accel_residual_tail,18572,17724,18572,0,13.6998210468,5.91061360808,1.73205080757,13.6998210468,0,false,848,0.0456601335344
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,mixed_launch,left_encoder_wheel_rate_residual_tail,18572,18572,18572,0,2.00323871903,2.00323871903,1.73205080757,2.00323871903,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,mixed_launch,right_accel_residual_tail,18572,18445,18572,0,5.12604429824,4.00485944466,1.73205080757,5.12604429824,0,false,127,0.00683825113073
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,mixed_launch,right_encoder_wheel_rate_residual_tail,18572,18572,18572,0,2.4418349676,2.4418349676,1.73205080757,2.4418349676,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,mixed_launch,yaw_rate_residual_tail,18572,18572,18572,0,52.5727745593,52.5727745593,1.73205080757,52.5727745593,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,yaw_launch,forward_accel_residual_tail,30986,24139,30986,0,217.963333087,5.5338882552,1.73205080757,217.963333087,0,false,6847,0.220970760989
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,yaw_launch,left_encoder_wheel_rate_residual_tail,30986,30986,30986,0,249.159530823,249.159530823,1.73205080757,249.159530823,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,yaw_launch,right_accel_residual_tail,30986,25872,30986,0,68.9404997609,4.83732005953,1.73205080757,68.9404997609,0,false,5114,0.165042277157
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,yaw_launch,right_encoder_wheel_rate_residual_tail,30986,30986,30986,0,308.751758064,308.751758064,1.73205080757,308.751758064,0,false,0,0
stress_full_rows,candidate_2_stribeck,candidate_2_stribeck:trial_005,validation,yaw_launch,yaw_rate_residual_tail,30986,30986,30986,0,8317.24257828,8317.24257828,1.73205080757,8317.24257828,0,false,0,0
