candidate_id,trial_id,baseline_candidate_id,baseline_trial_id,split,source_log_count,bootstrap_iterations,observed_delta_vs_baseline,ci_low,ci_high,probability_candidate_better
candidate_2_stribeck,candidate_2_stribeck:trial_005,baseline/current_holdover,baseline/current_holdover:fixed,held_out,1,500,-31547.3166693,-31547.3166693,-31547.3166693,1
