variant,activation_source,baseline_opposing_yaw_torque_nm,extra_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,nominal_yield_nm,left_command,right_command,lr_delta_command,max_abs_command
ForceDomainStribeck_projected_force,projected_force_moment_utilization,0.014794249999999998,0.06711472031698633,0.08190897031698632,0.11096910450167499,0.6550644654532793,-0.6550644654532793,1.3101289309065587,0.6550644654532793
RequestMomentDiagnostic_rejected_command_gate,request_moment_utilization,0.014794249999999998,0.06498246371468605,0.07977671371468605,0.11096910450167499,0.6425685451006024,-0.6425685451006024,1.2851370902012047,0.6425685451006024
Variant B Stribeck scrub,reference_artifact,,0.06501335920678508,0.07980760920678508,,0.6427496056765714,-0.6427496056765714,1.2854992113531427,0.6427496056765714
Variant C combined slip,reference_artifact,,0.018240534311908203,0.033034784311908205,,0.368641182738375,-0.368641182738375,0.73728236547675,0.368641182738375
