run_id,present,dataset_split,count,baseline_rmse_nm,force_domain_corrected_rmse_nm,variant_b_corrected_rmse_nm,variant_c_corrected_rmse_nm,force_domain_minus_b_rmse_nm,force_domain_minus_c_rmse_nm
2026-05-04_20-35-47,True,open_floor_fit_downweighted,3456,0.035845955637305665,0.02095614161732105,0.021128580068950017,0.028076443199331575,-0.00017243845162896732,-0.007120301582010526
2026-05-04_16-57-53,True,open_floor_validation_only,1761,0.023277853453219116,0.015366476488899375,0.015289065666438393,0.01934116142597289,7.741082246098124e-05,-0.003974684937073517
2026-04-22_12-10-34,True,open_floor_fit_downweighted,2187,0.016217132966177106,0.01348701867968651,0.013498658585659703,0.014402919863369421,-1.1639905973193088e-05,-0.0009159011836829111
2026-04-22_01-06-32,True,primary_open_floor_fit_authoritative,1031,0.04497527944035794,0.033937937440801695,0.03404458889504844,0.018608488843215733,-0.00010665145424674366,0.015329448597585962
2026-04-21_05-32-06,True,primary_open_floor_fit_authoritative,8880,0.04258417382836224,0.027283610538090263,0.02783508710487629,0.023754464601601764,-0.0005514765667860265,0.0035291459364884988
2026-04-21_00-16-10,True,primary_open_floor_fit_authoritative,3757,0.039823975586254654,0.03430247806398148,0.03514600677652352,0.02774307957781035,-0.0008435287125420424,0.006559398486171129
2026-04-20_12-10-58,True,primary_open_floor_fit_authoritative,2925,0.04035482301988178,0.0356483649477145,0.036503583837767924,0.02933811998534102,-0.0008552188900534247,0.006310244962373479
2026-04-20_08-38-39,True,open_floor_fit_downweighted,7284,0.05622535775152191,0.056141320109295866,0.05625959776146966,0.04131229724660652,-0.0001182776521737941,0.014829022862689348
diag003,True,diag_validation_only,5580,0.08523812922205401,0.08503230164347471,0.08503396826948129,0.03897045903766876,-1.6666260065772986e-06,0.046061842605805946
