vf_mps,yaw_rate_radps,variant,baseline_opposing_yaw_torque_nm,extra_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,left_command,right_command,lr_delta_command,left_surface_mps,right_surface_mps,nominal_yield_nm,command_outside_unit
0.12,2.133333333,ForceDomainStribeck_projected_force,0.03156106666173525,0.06500956206840174,0.09657062873013698,0.7615134122720749,-0.43954232908841023,1.2010557413604852,0.2102773333192275,0.029722666680772503,0.11096910450167499,False
0.12,2.777777778,ForceDomainStribeck_projected_force,0.041095138892176496,0.06497574143209925,0.10607088032427575,0.8205215570740191,-0.7159319576083323,1.5364535146823513,0.237548611120515,0.0024513888794849975,0.11096910450167499,False
0.12,3.422222222,ForceDomainStribeck_projected_force,0.050629211107823494,0.06490492566174742,0.11553413676957092,0.879312894741253,-0.8499837925978189,1.7292966873390718,0.264819888879485,-0.024819888879484997,0.11096910450167499,False
0.12,4.066666667,ForceDomainStribeck_projected_force,0.060163283338264734,0.06481494417650122,0.12497822751476595,0.9379919133514516,-0.9086628112025206,1.8466547245539722,0.2920911666807725,-0.05209116668077249,0.11096910450167499,False
0.12,4.711111111,ForceDomainStribeck_projected_force,0.06969735555391174,0.06470979334591209,0.13440714889982383,0.9965820331270087,-0.9672529309780776,1.9638349641050863,0.3193624444397425,-0.07936244443974252,0.11096910450167499,False
0.12,5.355555556,ForceDomainStribeck_projected_force,0.07923142778435298,0.06458962186717289,0.14382104965152587,1.0550841256797479,-1.0257550235308168,2.080839149210565,0.34663372224102995,-0.10663372224102999,0.11096910450167499,True
0.12,6.0,ForceDomainStribeck_projected_force,0.0887655,0.06445459879063786,0.15322009879063786,1.113499181532092,-1.084170079383161,2.1976692609152533,0.373905,-0.133905,0.11096910450167499,True
0.15,0.2,ForceDomainStribeck_projected_force,0.00295885,0.0006912942598990171,0.003650144259899017,0.21062840968890081,0.16577709188913944,0.04485131779976137,0.1584635,0.14153649999999998,0.11096910450167499,False
0.15,0.844444444,ForceDomainStribeck_projected_force,0.012492922215646997,0.06330655626757127,0.07579947848321827,0.6367865240803127,-0.30748316535941533,0.944269689439728,0.18573477775897,0.11426522224103,0.11096910450167499,False
0.15,1.488888889,ForceDomainStribeck_projected_force,0.022026994446088247,0.0637079353651375,0.08573492981122574,0.698345122334277,-0.3690417636133797,1.0673868859476567,0.21300605556025748,0.0869939444397425,0.11096910450167499,False
0.15,2.133333333,ForceDomainStribeck_projected_force,0.03156106666173525,0.0637858205049721,0.09534688716670735,0.7580079098673742,-0.42870455114647693,1.186712461013851,0.2402773333192275,0.0597226666807725,0.11096910450167499,False
0.15,2.777777778,ForceDomainStribeck_projected_force,0.041095138892176496,0.06375885892639974,0.10485399781857624,0.8170562516320095,-0.48775289291111196,1.3048091445431214,0.267548611120515,0.032451388879484996,0.11096910450167499,False
