candidate_id,split,count,sum_nis,sum_nis_sq,rms_nis,sqrt_mean_nis,accepted_count,rejected_count,rejected_rate,rejected_rate_penalty,finite_count,nonfinite_count,accepted_only_sum_nis,accepted_only_sum_nis_sq,accepted_only_rms_nis,accepted_only_sqrt_mean_nis,physical_residual_rms,segment_count
baseline/current_holdover,all,1308080,122180411.074,617151351360,686.876549347,9.66459452865,1248688,59392,0.0454039508287,0.0908079016574,1308080,0,113582469.751,614537942148,701.531831862,9.53737117542,9.32397144695,562
baseline/current_holdover,held_out,160000,990624.792656,112008813.056,26.4585540346,2.48825339427,155854,4146,0.0259125,0.051825,160000,0,659425.75999,34682525.0557,14.9175113818,2.05695114966,2.58149243497,128
baseline/current_holdover,train,821670,48062096.4294,173306718813,459.260383986,7.64808383528,785280,36390,0.0442878527876,0.0885757055752,821670,0,43245497.2245,172052557541,468.078073892,7.42092733566,7.15410870426,319
baseline/current_holdover,validation,326410,73127689.8523,443732623734,1165.9473834,14.9678423155,307554,18856,0.0577678379952,0.11553567599,326410,0,69677546.7666,442450702081,1199.42129279,15.0517063137,14.7068253567,115
