group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,run_balanced_corrected_rmse_nm,median_support_nm,rmse_improvement_pct,run_id,present,dataset_split
2026-05-04_20-35-47,3456,1,0.035845955637305665,0.034390977251179046,0.028876796463541667,0.026814589548873682,0.025485003,0.02211121818018457,0.0093600005,0.007747042130240686,0.03439097725117904,0.003599740339482288,4.058975023147079,2026-05-04_20-35-47,True,open_floor_fit_downweighted
2026-05-04_16-57-53,1761,1,0.023277853453219116,0.027108722942676664,0.017940518580919933,0.01913553911143189,0.013238941,0.01244115479443962,-0.000686103,-7.883055596980167e-05,0.02710872294267666,0.004859888785316556,-16.45714239569531,2026-05-04_16-57-53,True,open_floor_validation_only
2026-04-22_12-10-34,2187,1,0.016217132966177106,0.015796360875570722,0.013081637973022406,0.012698121480781643,0.011327229,0.01113504436514886,-0.003115615,-0.0019008773177687536,0.015796360875570722,0.00021743837133985917,2.594614544284474,2026-04-22_12-10-34,True,open_floor_fit_downweighted
2026-04-22_01-06-32,1031,1,0.04497527944035794,0.04484329592072852,0.033356145290009694,0.033064288306575054,0.026813516,0.02659187338251588,0.009991152,0.009381194051136249,0.044843295920728506,0.0002866636295637033,0.2934579201546539,2026-04-22_01-06-32,True,primary_open_floor_fit_authoritative
2026-04-21_05-32-06,8880,1,0.04258417382836224,0.04207501116093516,0.0365598928268018,0.0360150911390332,0.034704941,0.03413761649334368,0.0121550075,0.012275883147922186,0.04207501116093517,0.0002672951024389211,1.1956617251265373,2026-04-21_05-32-06,True,primary_open_floor_fit_authoritative
2026-04-21_00-16-10,3757,1,0.039823975586254654,0.04002992502196994,0.02832533189938781,0.02845394626223965,0.019252263,0.019233715572963054,0.008941154,0.009072472763404402,0.04002992502196995,0.0011214261187303307,-0.5171493621203684,2026-04-21_00-16-10,True,primary_open_floor_fit_authoritative
2026-04-20_12-10-58,2925,1,0.04035482301988178,0.04079795293787965,0.027066004325470086,0.02734842599352305,0.015359407,0.01547276110496049,0.003674954,0.003664703308976401,0.04079795293787965,0.00037620813439876875,-1.0980841565815986,2026-04-20_12-10-58,True,primary_open_floor_fit_authoritative
2026-04-20_08-38-39,7284,1,0.05622535775152191,0.057402399378636434,0.04229161872130697,0.04300415527932196,0.036814327499999994,0.036446397001941744,0.0001673695,0.00020427106422606897,0.05740239937863643,0.0008842828837733645,-2.0934355496967263,2026-04-20_08-38-39,True,open_floor_fit_downweighted
diag003,5580,1,0.08523812922205401,0.09577324342330536,0.07495094215232975,0.08398910129518142,0.085086003,0.09299185314215136,-0.0124400895,-0.014403829359382494,0.09577324342330536,0.005620804236030219,-12.359626258110735,diag003,True,diag_validation_only
