group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,run_balanced_corrected_rmse_nm,median_support_nm,rmse_improvement_pct,run_id,present,dataset_split
2026-05-04_20-35-47,3456,1,0.035845955637305665,0.033881126647448974,0.028876796463541667,0.02635911253514068,0.025485003,0.021832958933880306,0.0093600005,0.007609751876769478,0.033881126647448974,0.004890418852116303,5.48131289827255,2026-05-04_20-35-47,True,open_floor_fit_downweighted
2026-05-04_16-57-53,1761,1,0.023277853453219116,0.02641695884336658,0.017940518580919933,0.018768913250004512,0.013238941,0.012382362422529977,-0.000686103,1.4568112242171246e-05,0.026416958843366572,0.004283572734943072,-13.485373109922008,2026-05-04_16-57-53,True,open_floor_validation_only
2026-04-22_12-10-34,2187,1,0.016217132966177106,0.01575275818710983,0.013081637973022406,0.012678453619726715,0.011327229,0.011086762264344383,-0.003115615,-0.002000442999811736,0.015752758187109833,0.00015276119292130738,2.8634825898991436,2026-04-22_12-10-34,True,open_floor_fit_downweighted
2026-04-22_01-06-32,1031,1,0.04497527944035794,0.0449159949414856,0.033356145290009694,0.03312412314680801,0.026813516,0.02662410015339501,0.009991152,0.009233865549988635,0.04491599494148559,0.00019315607697306314,0.13181574324836964,2026-04-22_01-06-32,True,primary_open_floor_fit_authoritative
2026-04-21_05-32-06,8880,1,0.04258417382836224,0.04156360484925738,0.0365598928268018,0.035516436193150654,0.034704941,0.033659442724910206,0.0121550075,0.012258619810842478,0.04156360484925738,0.00047872983253064295,2.3965921781606547,2026-04-21_05-32-06,True,primary_open_floor_fit_authoritative
2026-04-21_00-16-10,3757,1,0.039823975586254654,0.040190454838685066,0.02832533189938781,0.028497802043048144,0.019252263,0.01892437266815292,0.008941154,0.008897201380051371,0.040190454838685066,0.00030061056949524684,-0.9202477829885574,2026-04-21_00-16-10,True,primary_open_floor_fit_authoritative
2026-04-20_12-10-58,2925,1,0.04035482301988178,0.041221398116813954,0.027066004325470086,0.027626962817341408,0.015359407,0.015422977251394224,0.003674954,0.003558884102738923,0.04122139811681396,0.00020601921292107676,-2.1473891646240966,2026-04-20_12-10-58,True,primary_open_floor_fit_authoritative
2026-04-20_08-38-39,7284,1,0.05622535775152191,0.05845737770410558,0.04229161872130697,0.04365344640792058,0.036814327499999994,0.036341539520603636,0.0001673695,0.00024484949330791036,0.05845737770410556,0.0011872006454002801,-3.969774567638478,2026-04-20_08-38-39,True,open_floor_fit_downweighted
diag003,5580,1,0.08523812922205401,0.09947786657989711,0.07495094215232975,0.0868020587180301,0.085086003,0.0950995202338239,-0.0124400895,-0.014328324600858434,0.0994778665798971,0.009157822387578247,-16.70583046320402,diag003,True,diag_validation_only
