variant,stage,interpretation,k1,k2,delta_k,k3_radps,stribeck_speed_mps,speed_fade_mps,rel_weight,load_exponent,sliding_nm,static_extra_nm,peak_nm,coarse_train_rmse_nm,train_weighted_rmse_nm,primary_rmse_nm,validation_rmse_nm,selected_log_rmse_nm,latest_rmse_nm,launch_extra_nm,launch_left_command,launch_right_command,launch_max_abs_command,launch_target_abs_error,gate_pass,gate_reason,objective
standard,local_refine_1,reach_x2,0.036373659653569874,1.2521817985525172,1.2158081388989472,1.176190200278695,0.005205010831897792,0.8453528681116539,0.1832154107120683,1.3012714327603032,0.0014142749936174313,0.08418474520995187,0.0855990202035693,0.03703092975012318,0.03767350891834894,0.03655559987513735,0.05408506723640499,0.05457636352882371,0.032117989160032986,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.038443722365629936
latest_weighted,local_refine_2,reach_x2,0.6952117993222168,3.9248974332450226,3.2296856339228057,1.4250274897386914,0.004959029894328769,0.0652262844617298,0.1638709848456119,1.2425925256198946,0.012121201042700057,0.07714309477209862,0.08926429581479867,0.0369673238073543,0.036407598183419286,0.03639261381839537,0.05556063035542907,0.055687189679861644,0.03155959085171789,0.06556799420449656,0.646,-0.646,0.646,0.0,True,pass,0.0374729242545051
