variant,stage,interpretation,k1,k2,delta_k,k3_radps,stribeck_speed_mps,speed_fade_mps,rel_weight,load_exponent,sliding_nm,static_extra_nm,peak_nm,coarse_train_rmse_nm,train_weighted_rmse_nm,primary_rmse_nm,validation_rmse_nm,selected_log_rmse_nm,latest_rmse_nm,launch_extra_nm,launch_left_command,launch_right_command,launch_max_abs_command,launch_target_abs_error,gate_pass,gate_reason,objective,round_index
standard,local_refine_2,reach_x2,0.02303267405674429,0.8570029616411851,0.8339702875844408,1.2065921414954857,0.007774086678199531,0.9505246336164674,0.2482152813634984,1.5,0.00024063926461676178,0.08316628678243211,0.08340692604704887,0.0370021801016897,0.03763910931716802,0.03649839419757778,0.054781548320674674,0.055108128881501274,0.032179598267746974,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.038550778808077654,1
standard,local_refine_2,reach_x2,0.02779868602147195,1.08305937009875,1.0552606840772782,1.249018134477274,0.00856181991700168,0.7081007877046662,0.3083333633495493,1.4124456713714255,0.0,0.08917898305215015,0.08917898305215015,0.03698653193221232,0.037621465385493096,0.03646720737210975,0.05486114326822962,0.05515899806295271,0.032221917840833524,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03855328582322237,1
standard,local_refine_2,reach_x2,0.7911084386218548,0.8384798485130498,0.04737140989119506,1.1130736870147193,0.004112615406885631,0.11719053942686898,0.17588685213147381,0.7532609672402559,0.007192694210211554,0.08309512872864597,0.09028782293885752,0.03700356526826898,0.03764058091919036,0.03642040066837561,0.054655656814028945,0.054984352859616385,0.032012362002195496,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.038553694575881904,1
standard,local_refine_2,reach_x2,0.9358838732807516,0.9713378617359352,0.03545398845518351,1.0649772969371196,0.004,0.08659847391821056,0.17415736697115575,0.7496295443347537,0.008908211762106051,0.08063109607130596,0.08953930783341202,0.03699434891571477,0.03762815806927171,0.03639597514158052,0.05487034314022401,0.05513778384848748,0.032058531583240665,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03855542669731651,1
standard,local_refine_1,reach_x2,0.6963358836893727,0.7457010733215632,0.04936518963219048,1.183255316570983,0.004,0.12054118828683345,0.10802866839699224,0.741594163618416,0.006933892108430319,0.07030976060219438,0.0772436527106247,0.03702732085599784,0.03766635490468165,0.03645168053574197,0.054680872475573565,0.05504001191901309,0.03168542504536322,0.06556799420449656,0.646,-0.646,0.646,0.0,True,pass,0.03855572939979636,1
standard,local_refine_2,reach_x2,0.029549383196013416,1.584688079344751,1.5551386961487377,1.1729066661576206,0.007384133996303254,0.708868575070824,0.23090356576910553,1.5,0.0006910651037805483,0.08109133967207818,0.08178240477585873,0.03700839192676146,0.03764611269115992,0.036503689008496605,0.054773528778818116,0.0551005091774488,0.03219155620307185,0.06556799420449654,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03855737406723073,1
standard,local_refine_2,reach_x2,0.03665556977358511,1.0564961153346502,1.019840545561065,1.1646619360454622,0.007981449543241243,0.9047897869504389,0.27188942180466563,1.5,0.00022624838837256224,0.08421436770476944,0.084440616093142,0.03699568929332631,0.03763114428390549,0.03648780742694219,0.05479530228061351,0.05510570453841212,0.032302298575858444,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.038557834597614034,1
standard,local_refine_2,reach_x2,0.7754358267633398,0.8234646206971608,0.048028793933821035,1.0939059670579547,0.004269863578257598,0.0999085610040896,0.1599373205417855,0.7015273841739418,0.007771371733880024,0.0763886968510599,0.08416006858493992,0.03700588408072521,0.037641667688730264,0.036412709886939225,0.054819134609525234,0.05511691924354164,0.031953857750596705,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03855869461063531,1
standard,local_refine_2,reach_x2,0.03753839276408543,1.2207245379134382,1.1831861451493528,1.180917606347862,0.008447577126184812,0.7969839277897842,0.30328072191401156,1.4373346620146967,0.0,0.08689341632791345,0.08689341632791345,0.036988583906129247,0.03762270541000101,0.03647332688712944,0.05483688242091422,0.055133775824028855,0.0323355414469645,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03856103603888031,1
standard,local_refine_2,reach_x2,0.03617762510805496,2.3021989040024815,2.2660212788944265,1.216738929526882,0.008946895039334489,0.5851823842118338,0.3368921340954137,1.5,0.0,0.08999692266298882,0.08999692266298882,0.03697700878402307,0.03761036271037075,0.036453525987935054,0.054911609189008836,0.05518268868360308,0.03231873323805363,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03856195787197788,1
standard,local_refine_2,reach_x2,0.6282649426429713,0.6659687496039213,0.037703806960950006,1.2907369716034836,0.004115573367163258,0.08514325390610991,0.13258289337794582,0.6688162964432864,0.008241126896239038,0.07614565327782025,0.08438678017405929,0.037015626790819385,0.03765339095596502,0.03643017208214344,0.054777026817583396,0.05511243057601126,0.03161719559421129,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.0385619963194817,1
standard,local_refine_2,reach_x2,0.7681150429576299,0.8231814778065424,0.05506643484891254,1.2872307983348448,0.004803734279354922,0.10386678734062238,0.17928881286605036,0.7291736276478343,0.006885256409568986,0.08301618519087241,0.08990144160044139,0.03701067019725543,0.037649067198814036,0.036426806704958216,0.05481072639149826,0.05513334330425613,0.0317882741574181,0.06556799420449656,0.646,-0.646,0.646,0.0,True,pass,0.03856441247711369,1
standard,local_refine_2,reach_x2,0.7718261290095287,0.8143195500779656,0.0424934210684369,1.088135639000172,0.004,0.09552746260402442,0.12034628094942157,0.7409713275113672,0.00819284802513811,0.06937318217945443,0.07756603020459255,0.03701156026005756,0.0376475050470121,0.036421084802612774,0.05484080842193435,0.055140626307799,0.03179859761818189,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03856886673139897,1
standard,local_refine_2,reach_x2,0.6360133563055322,0.7025848340208913,0.06657147771535905,0.9851095472979656,0.004,0.12797545153835474,0.16692585862823586,0.6724092927175999,0.006868191843260365,0.08097394148972704,0.0878421333329874,0.03701632614706806,0.03765196706174137,0.03642458224134019,0.05475621963499386,0.055057907751131334,0.032299440865199286,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.038570555075260075,1
standard,local_refine_2,reach_x2,0.033938670072143295,1.3803170576146455,1.3463783875425022,1.1408424129710406,0.007446632285458453,0.6710553235229411,0.23672473477689093,1.5,0.0007984896223014006,0.08070720870705657,0.08150569832935797,0.037006653701658586,0.03764370818093377,0.03649743205735632,0.05481762566344671,0.055127521318638094,0.032259917100058266,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.038570625023628936,1
standard,local_refine_2,reach_x2,0.03275585244057777,1.3146522635480447,1.2818964111074669,1.2532161406031022,0.008828044730247514,0.7022175581283396,0.30365280665437355,1.4141084952674001,0.0,0.08749627312239736,0.08749627312239736,0.036987579912115355,0.03762252709304657,0.03646204018391448,0.05496882253655409,0.05524547120404816,0.032188830989621255,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03857257469931952,1
standard,local_refine_2,reach_x2,0.03503676904671482,2.4566828011476067,2.421646032100892,1.2806902324810499,0.007830907731729281,0.5993284921322567,0.2335252902612999,1.460436454879805,0.0003095063150314896,0.08324313012277336,0.08355263643780485,0.03701078297099865,0.03764899789712412,0.03650237503896778,0.05487680383579881,0.05519918768204977,0.032039713633084374,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03857755866428388,1
standard,local_refine_2,reach_x2,0.7007920519422293,0.7539739906593067,0.05318193871707741,0.9807485592482921,0.004,0.10442519523351605,0.138809216002627,0.7965592960477781,0.008055856460040589,0.07261210576802239,0.08066796222806298,0.03700645508479911,0.03764073030645524,0.03640913636876015,0.054931396892210854,0.05518699244024833,0.03210857510972482,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.038580209684897414,1
standard,local_refine_2,reach_x2,0.02744094070191252,1.016491702836012,0.9890507621340995,1.4059896074601046,0.007451621942432532,1.0372958937734118,0.23744489682158787,1.4702209709803031,0.0,0.09037696649258899,0.09037696649258899,0.03701106712705333,0.03765067011644732,0.036515787533063934,0.05470011817709131,0.05507191509349189,0.031948758942085806,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03858159040112449,1
standard,local_refine_2,reach_x2,0.03687715100256169,2.4550848178576503,2.4182076668550887,1.2913618777940572,0.008677432448497571,0.7820743160612413,0.2733380963993984,1.5,0.0,0.08567230210739948,0.08567230210739948,0.03699537805173046,0.03763181413043251,0.0364758390663041,0.055006376856271244,0.055287849313318566,0.03207698545645739,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03858628950168676,1
standard,local_refine_2,reach_x2,0.8157571432346201,0.8562165221249431,0.04045937889032307,1.0303597385313705,0.004,0.09552660720943282,0.11479293707695223,0.76417919294488,0.008272711428139713,0.06767107874941614,0.07594379017755584,0.03701355188683372,0.03764848994798727,0.03641945946255739,0.05493305566719654,0.05520745327922785,0.03188248984153899,0.06556799420449654,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03858830108142658,1
standard,local_refine_2,reach_x2,0.03212377186912515,1.074506878176584,1.042383106307459,1.069459978013027,0.007520098351691194,0.742510596928859,0.3027323343097584,1.4845680812252589,0.0007579885125921053,0.0882338457740595,0.08899183428665161,0.03699727652053441,0.037630337636390204,0.0364825992241759,0.05477340290578081,0.05506068757024387,0.03266363274371777,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03858878149191815,1
standard,local_refine_2,reach_x2,0.6994299498743166,0.7476092224380841,0.04817927256376756,1.2483192713115205,0.004826270154179286,0.09112478621033122,0.16606066442905362,0.639346080805395,0.007396671884305957,0.0779461395946926,0.08534281147899855,0.03701561913129793,0.037652865665014225,0.03642221180363986,0.054914645390556883,0.05522000766445149,0.031777475658378754,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.038588994743125604,1
standard,local_refine_2,reach_x2,0.03633735129076994,0.9555083839687376,0.9191710326779676,1.3420196802913449,0.009056780068070341,0.8913603682730366,0.30069246645195413,1.5,0.0,0.08937676753158641,0.08937676753158641,0.03698606232664135,0.03762201931620243,0.03645570850480317,0.05509160361829601,0.055347255766974676,0.03205891591367939,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03859354003986163,1
standard,local_refine_1,reach_x2,0.19076837111901948,0.21342227458089816,0.022653903461878684,0.9122943683806776,0.005070850138025842,1.9188105832560585,0.2077999956951977,0.9594191493884587,0.0009927768260200934,0.08816824299297472,0.08916101981899482,0.03706244717368198,0.03769833472596903,0.03657231445260769,0.054302283818206815,0.054724565223418065,0.03303114373077061,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03859930586268745,1
standard,local_refine_2,reach_x2,0.029572057370320096,2.2749972289964235,2.2454251716261036,1.2712969902705586,0.0087176056135151,0.5824750616156579,0.26129920907450394,1.5,0.0,0.08347172792097075,0.08347172792097075,0.03699959444797417,0.037635868804925546,0.03647872913397299,0.05506650856103848,0.055337546992217414,0.03208269037031658,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03860237051713324,1
standard,local_refine_1,reach_x2,0.047735898106905116,0.1809612385640177,0.13322534045711257,1.2486798449726861,0.008122222024276328,0.3221683486749617,0.29770161953556945,0.3194106302035739,0.0,0.08992617012346062,0.08992617012346062,0.037040431229838064,0.03767755532329111,0.03648150535048273,0.05483528507389898,0.055201530542053415,0.03222938963417888,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.0386049513014888,1
standard,local_refine_2,reach_x2,0.7164252713089632,0.7599499702909198,0.0435246989819566,1.1556518260339728,0.0046238578551139956,0.08344724917325164,0.19517623734757747,0.7047291969707702,0.00854382959002625,0.08175610307845484,0.09029993266848109,0.036995501572121815,0.03762963117044105,0.03639231620529193,0.0549655192406857,0.055226691300705344,0.031969839826233776,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.0386059282854263,1
standard,local_refine_2,reach_x2,0.03369223298479195,1.8619784715781944,1.8282862385934024,1.1997060204255026,0.009554367836400122,0.7435352524486394,0.3289162001641963,1.5,0.0,0.08584032754772905,0.08584032754772905,0.036977666507436543,0.03761038573379675,0.036439855394093404,0.055143865612398486,0.05536337931062871,0.03229759278811511,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.038606318135087955,1
standard,local_refine_2,reach_x2,0.03172366375811581,2.161242944396739,2.129519280638623,1.2129735115315576,0.008520674103400364,0.6775312229621259,0.24056350477206387,1.5,0.0,0.08016805012716359,0.08016805012716359,0.03700718960802567,0.03764307537467074,0.03649029861001143,0.05507211040223198,0.05534430898152768,0.03213608498370562,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03861069745511713,1
standard,local_refine_2,reach_x2,0.5775780327508879,0.6193586241861971,0.041780591435309246,1.17809303306752,0.004956220945002052,0.09133831841209186,0.1590227927492383,0.6909884844067267,0.007565044387659466,0.07356819530376013,0.0811332396914196,0.037013838490042465,0.03764971698083699,0.03641426345187605,0.05504220580985008,0.05531087559369749,0.03183503866404192,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.038611358142807,1
standard,local_refine_2,reach_x2,0.03270565942040415,2.582373750913042,2.549668091492638,1.3028865667442269,0.00970923872726121,0.8855575583575048,0.32435085686418785,1.4835382041090164,0.0,0.08813986111749435,0.08813986111749435,0.036979992022149084,0.03761466445201703,0.03643678454385032,0.05521954652966635,0.055437385338751644,0.03211322143513999,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.038611773757950295,1
standard,local_refine_2,reach_x2,0.038639350555193804,2.541525978586766,2.5028866280315722,1.1766209394493508,0.008284428451758676,0.6629236726719224,0.22986670298109138,1.49857476585196,0.00018135744628338033,0.07864211486820559,0.07882347231448897,0.03701160350725517,0.03764756138440989,0.03649608106916302,0.05505964448200642,0.055333558635608425,0.03217359091498928,0.06556799420449656,0.646,-0.646,0.646,0.0,True,pass,0.0386142493723101,1
standard,local_refine_2,reach_x2,0.03488678114827683,0.9715359678661929,0.9366491867179161,1.306005325557723,0.008450667769034102,0.9872331642071248,0.24067527408423903,1.464243313910188,0.0,0.08313111370180488,0.08313111370180488,0.03700924757478478,0.037646217110732016,0.03649008160700682,0.05507845707398,0.055359051066732126,0.03202430879704439,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03861510852552802,1
standard,local_refine_2,reach_x2,0.0283529593249489,1.199163631770022,1.170810672445073,1.1677133206588781,0.00971973980784392,0.7173088448493943,0.35647213995463106,1.4585424714352906,0.0,0.08738000829612406,0.08738000829612406,0.03697341779215228,0.03760428895866467,0.03642957259937508,0.055152800223713744,0.055357546975201705,0.03242940948598527,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03861518995200595,1
standard,local_refine_2,reach_x2,0.0311394128510598,0.8641229746139206,0.8329835617628608,1.3682552139061201,0.0088773001437528,0.8970515885196164,0.27522836581730903,1.4560329512496455,0.0,0.08791703461013281,0.08791703461013281,0.036997822757373545,0.0376348092083165,0.036467920700313274,0.05513802512713982,0.05539815281076776,0.031997909473609164,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03861561423374447,1
standard,local_refine_2,reach_x2,0.8595366462386338,0.8974810480141597,0.03794440177552593,0.9374459640023695,0.004,0.08812566544188122,0.12647735508466904,0.7526454548402719,0.008751973511450467,0.06921014300535856,0.07796211651680902,0.03701179658947395,0.03764409222410344,0.036406531976850384,0.055103882786660986,0.05532271174437399,0.032153178659456313,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03861806878143564,1
standard,local_refine_2,reach_x2,0.6896494677950138,0.732926524634579,0.04327705683956514,1.218086445927213,0.005549270154704219,0.08292980098796622,0.21291854503617244,0.6394311226445936,0.0075941358518010526,0.08083511438536457,0.08842925023716562,0.03700624731723151,0.03764116863334217,0.03639733287192913,0.05512904462875844,0.05537675464545258,0.03194560523973701,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03862017755909386,1
standard,local_refine_2,reach_x2,0.03834838859472822,1.2553959094376703,1.217047520842942,1.0797198714232086,0.00846631743374091,0.7198968102448969,0.28990259979352573,1.4900883963101392,0.0002992407627854313,0.08255745483939819,0.08285669560218363,0.03699516478903058,0.03762771124229226,0.03647169828764655,0.05501169167196275,0.05525714039991486,0.03252859714244459,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.038620309290929265,1
standard,local_refine_2,reach_x2,0.03753522598337924,1.921321259756162,1.8837860337727828,1.1549570538814418,0.008175828113758573,0.7395470575690217,0.2229892091976314,1.5,0.00021881297808720927,0.07773208023195706,0.07795089321004427,0.03701411668602765,0.03764986856538092,0.03649925833491116,0.055065848690258525,0.055337642784326915,0.032202870733015074,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.03862072537673413,1
standard,local_refine_2,reach_x2,0.03455353282680421,1.2772654264105296,1.2427118935837254,1.235802680712395,0.008886128480526216,0.8277169548341227,0.25723073564543997,1.4713963943839927,0.0,0.08143342661939414,0.08143342661939414,0.037001643744537877,0.037637003195382504,0.036474440110130506,0.05516087685056596,0.055409345496559056,0.03212554825605424,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.0386223785654957,1
standard,local_refine_2,reach_x2,0.03786693225871149,2.5295964295715114,2.4917294973128,1.275859747609485,0.009412544515902191,0.743259924268442,0.2916046074027156,1.4667759602031178,0.0,0.08462143154217444,0.08462143154217444,0.03699094873728014,0.03762613442805957,0.03645322826659898,0.055220673094719126,0.05544855412968291,0.03210417963124982,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.038623469047003395,1
standard,local_refine_2,reach_x2,0.04246072833279689,2.546840182824878,2.504379454492081,1.121250229427521,0.008780933085439459,0.626316814453084,0.26790284566757716,1.5,0.0001009979049310215,0.07998529398442379,0.08008629188935482,0.03699909721163966,0.03763282385074637,0.03647507791963165,0.05510594532240207,0.05534830079266755,0.03234614539382034,0.06556799420449655,0.6459999999999998,-0.6459999999999998,0.6459999999999998,2.220446049250313e-16,True,pass,0.038626027454608816,1
