group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,rmse_delta_vs_baseline_pct,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,run_balanced_corrected_rmse_nm,median_pred_opposes_nm,run_id,dataset_split
2026-05-04_20-35-47,3456,1,0.035845955637305665,0.03615991704131503,0.8758628370409959,0.028876796463541667,0.027861805288646038,0.025485003,0.022787949909733547,0.0093600005,0.008268232569051723,0.03615991704131503,0.004551497220191736,2026-05-04_20-35-47,open_floor_fit_downweighted
2026-05-04_16-57-53,1761,1,0.023277853453219116,0.022864354303753522,-1.7763628862798373,0.017940518580919933,0.017201641115487137,0.013238941,0.011828321286658183,-0.000686103,0.00010345134632141139,0.02286435430375352,0.0005549759999369384,2026-05-04_16-57-53,open_floor_validation_only
