group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,rmse_delta_vs_baseline_pct,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,run_balanced_corrected_rmse_nm,median_pred_opposes_nm
straightish_abs_yaw_lt_0p05,35367,49,0.025841853669827997,0.026286876452088034,1.7221008521522205,0.014403131442389798,0.014598190791227494,0.006082492,0.006145897149530642,0.000224911,0.0002048536910243957,0.03301034685216822,0.0001162295166154552
straightish_forward_abs_yaw_lt_0p05_vf_ge_0p05,21746,47,0.024100230475114524,0.02413386971683404,0.13958058100004364,0.012090499429458293,0.012112669312999152,0.005326237,0.005348666499645077,0.000309861,0.00031471461409620266,0.027291585389394166,6.680184324387746e-05
low_speed_yaw_vf_lt_0p05_yaw_ge_0p2,19704,49,0.07350293824740096,0.08324301875229957,13.251280475502641,0.06093638546954933,0.06841505125968009,0.054369194499999995,0.058936012208177325,-0.007716965,-0.007817923740768439,0.07187556806010922,0.007310836111228301
high_forward_vf_ge_0p5,3120,35,0.0464149473391518,0.04642058311622388,0.01214215978938171,0.027171509688461538,0.027176207845949357,0.0127547745,0.012761372380487801,0.0015737250000000002,0.0015412585951100801,0.059498923407827586,1.292690486827256e-05
high_speed_abs_vf_ge_0p7,144,17,0.08879277130149174,0.0887980285704565,0.005920829914082689,0.055096948680555556,0.055103480465362065,0.0279539725,0.0279513099901609,-0.0061936149999999995,-0.006190563429354037,0.0894996588645723,7.065674718771273e-06
limiter_active,31014,43,0.07459968772989434,0.077744306759571,4.215324655328982,0.061390394313729287,0.0633547990398739,0.053093568,0.05315807940816651,0.0026804660000000003,0.0029717155401088294,0.08032633878919951,0.0007107516169017594
hardware_saturation_evidence,5017,24,0.06367306128234744,0.06481949539527482,1.8005010122627982,0.05109065278532988,0.051561301333799894,0.043237809,0.04311715735034057,0.003758487,0.0035447284309441025,0.061357537912012566,0.00028068042469198834
