variant,base_opposing_yaw_torque_nm,extra_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,left_command,right_command,lr_delta_command,max_abs_command,passes_abs_0p6_gate
patch_rational_slip,0.014794249999999998,0.06556799420449659,0.08036224420449659,0.6460000000000001,-0.6460000000000001,1.2920000000000003,0.6460000000000001,True
