group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,rmse_delta_vs_baseline_pct,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,run_balanced_corrected_rmse_nm,median_pred_opposes_nm
primary_open_floor_fit_authoritative,47317,15,0.036866176895009706,0.03667626485220961,-0.5151389669206632,0.025480195736437217,0.025216187678088964,0.016044602,0.015890405855803633,0.001648731,0.001584022492101978,0.036214848094484234,0.00023272654741215827
open_floor_fit_downweighted,31165,9,0.043194073119807955,0.04528341915864358,4.837112797953512,0.027849684910123535,0.028733691880315295,0.013314394,0.0132887219341986,0.000637863,0.0006465681471812346,0.042938073837638625,0.0002000232389919195
open_floor_validation_only,14542,9,0.01693070910006944,0.017372670764021554,2.610414373904165,0.010368821404827396,0.010548488622989339,0.005201232,0.005254998222993554,-0.000858939,-0.0006514640919688065,0.016308111796724076,0.00020357690416145628
diag_validation_only,11108,3,0.0846209251204878,0.09629961704607536,13.801186773790064,0.0738060716588945,0.08424225743016019,0.082360023,0.096186370795532,-0.006359523000000001,-0.007352834451052392,0.09595293077917147,0.0029710682028942378
aux_downweighted_validation,14448,13,0.05126637392308135,0.05569944640914128,8.647134850440546,0.03305637759772979,0.036831103570734706,0.016359514999999998,0.018720970786060734,-0.0012553224999999999,-0.0013879560831654085,0.06121179566978226,0.00031064831479619764
validation_non_authoritative,71263,34,0.05023383204822011,0.05507140878470115,9.630116873897627,0.032501511564374225,0.03531679004433902,0.014290832,0.014816506771435423,-0.000435785,-0.00039157179351524283,0.05294755454866061,0.00030649605486163874
