group,count,run_count,baseline_rmse_nm,corrected_rmse_nm,rmse_delta_vs_baseline_pct,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,run_balanced_corrected_rmse_nm,median_pred_opposes_nm
entry,26089,49,0.061513173127838466,0.06418455665109311,4.342782834016545,0.04472595919283989,0.04624887855680986,0.030098967,0.03025062937927783,6.7215e-05,0.0002954008151236204,0.060062845217084306,0.0005128750484569798
exit,27109,49,0.054677627739610137,0.0594333637220967,8.697773072991902,0.04160580569637389,0.044312731316720845,0.03225434,0.03275216932126293,0.000492607,0.0005534257185828828,0.0566398216806219,0.0008118205112490877
plateau,65382,49,0.03137791068912442,0.03421568486658397,9.043859565968873,0.018767463587348203,0.019914868547310713,0.0082492415,0.008377912078927761,0.000202943,0.00021208163170013315,0.03842076114787583,0.00016357979911785112
