candidate_id,trial_id,is_nominal,parameter_json
candidate_2_stribeck_algebraic,candidate_2_stribeck_algebraic:trial_020,false,"{""dynamic_to_static_grip_ratio"": 0.9052173913043478, ""low_speed_blend_mps"": 0.16869565217391305, ""peak_friction_coefficient_at_80pct_fan"": 2.273913043478261, ""stribeck_velocity_mps"": 0.2809796734944777, ""viscous_slip_damping_n_per_mps"": 9.91304347826087}"
candidate_2_stribeck_algebraic,candidate_2_stribeck_algebraic:trial_021,false,"{""dynamic_to_static_grip_ratio"": 0.9239130434782609, ""low_speed_blend_mps"": 0.17652173913043478, ""peak_friction_coefficient_at_80pct_fan"": 2.3304347826086955, ""stribeck_velocity_mps"": 0.3160889443646425, ""viscous_slip_damping_n_per_mps"": 10.434782608695652}"
candidate_2_stribeck_algebraic,candidate_2_stribeck_algebraic:trial_022,false,"{""dynamic_to_static_grip_ratio"": 0.9426086956521739, ""low_speed_blend_mps"": 0.18434782608695652, ""peak_friction_coefficient_at_80pct_fan"": 2.3869565217391306, ""stribeck_velocity_mps"": 0.355585226173016, ""viscous_slip_damping_n_per_mps"": 10.956521739130434}"
candidate_2_stribeck_algebraic,candidate_2_stribeck_algebraic:trial_023,false,"{""dynamic_to_static_grip_ratio"": 0.961304347826087, ""low_speed_blend_mps"": 0.19217391304347828, ""peak_friction_coefficient_at_80pct_fan"": 2.4434782608695653, ""stribeck_velocity_mps"": 0.40001668937415247, ""viscous_slip_damping_n_per_mps"": 11.478260869565219}"
candidate_2_stribeck_algebraic,candidate_2_stribeck_algebraic:trial_024,false,"{""dynamic_to_static_grip_ratio"": 0.98, ""low_speed_blend_mps"": 0.2, ""peak_friction_coefficient_at_80pct_fan"": 2.5, ""stribeck_velocity_mps"": 0.44999999999999996, ""viscous_slip_damping_n_per_mps"": 12.0}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:nominal,true,"{""lateral_load_sensitivity"": 0.26, ""lateral_slip_gain_n_per_mps"": 16.0, ""longitudinal_load_sensitivity"": 0.18, ""longitudinal_slip_gain_n_per_mps"": 22.0, ""low_speed_blend_mps"": 0.05, ""peak_friction_coefficient_at_80pct_fan"": 1.78, ""yaw_coupling_gain"": 0.12}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_001,false,"{""lateral_load_sensitivity"": -0.25, ""lateral_slip_gain_n_per_mps"": 4.0, ""longitudinal_load_sensitivity"": -0.25, ""longitudinal_slip_gain_n_per_mps"": 4.0, ""low_speed_blend_mps"": 0.02, ""peak_friction_coefficient_at_80pct_fan"": 1.2, ""yaw_coupling_gain"": -0.35}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_002,false,"{""lateral_load_sensitivity"": -0.2108695652173913, ""lateral_slip_gain_n_per_mps"": 4.512456559321239, ""longitudinal_load_sensitivity"": -0.21521739130434783, ""longitudinal_slip_gain_n_per_mps"": 4.512456559321239, ""low_speed_blend_mps"": 0.02782608695652174, ""peak_friction_coefficient_at_80pct_fan"": 1.2608695652173914, ""yaw_coupling_gain"": -0.31956521739130433}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_003,false,"{""lateral_load_sensitivity"": -0.17173913043478262, ""lateral_slip_gain_n_per_mps"": 5.090566049940319, ""longitudinal_load_sensitivity"": -0.18043478260869567, ""longitudinal_slip_gain_n_per_mps"": 5.090566049940319, ""low_speed_blend_mps"": 0.03565217391304348, ""peak_friction_coefficient_at_80pct_fan"": 1.3217391304347825, ""yaw_coupling_gain"": -0.2891304347826087}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_004,false,"{""lateral_load_sensitivity"": -0.13260869565217392, ""lateral_slip_gain_n_per_mps"": 5.7427395406778015, ""longitudinal_load_sensitivity"": -0.14565217391304347, ""longitudinal_slip_gain_n_per_mps"": 5.7427395406778015, ""low_speed_blend_mps"": 0.043478260869565216, ""peak_friction_coefficient_at_80pct_fan"": 1.382608695652174, ""yaw_coupling_gain"": -0.25869565217391305}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_005,false,"{""lateral_load_sensitivity"": -0.0934782608695652, ""lateral_slip_gain_n_per_mps"": 6.478465677201247, ""longitudinal_load_sensitivity"": -0.1108695652173913, ""longitudinal_slip_gain_n_per_mps"": 6.478465677201247, ""low_speed_blend_mps"": 0.05130434782608696, ""peak_friction_coefficient_at_80pct_fan"": 1.443478260869565, ""yaw_coupling_gain"": -0.22826086956521738}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_006,false,"{""lateral_load_sensitivity"": -0.05434782608695651, ""lateral_slip_gain_n_per_mps"": 7.3084487348560705, ""longitudinal_load_sensitivity"": -0.07608695652173914, ""longitudinal_slip_gain_n_per_mps"": 7.3084487348560705, ""low_speed_blend_mps"": 0.059130434782608696, ""peak_friction_coefficient_at_80pct_fan"": 1.5043478260869565, ""yaw_coupling_gain"": -0.19782608695652174}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_007,false,"{""lateral_load_sensitivity"": -0.015217391304347822, ""lateral_slip_gain_n_per_mps"": 8.24476435801607, ""longitudinal_load_sensitivity"": -0.04130434782608694, ""longitudinal_slip_gain_n_per_mps"": 8.24476435801607, ""low_speed_blend_mps"": 0.06695652173913044, ""peak_friction_coefficient_at_80pct_fan"": 1.5652173913043477, ""yaw_coupling_gain"": -0.1673913043478261}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_008,false,"{""lateral_load_sensitivity"": 0.023913043478260898, ""lateral_slip_gain_n_per_mps"": 9.3010352518469, ""longitudinal_load_sensitivity"": -0.006521739130434745, ""longitudinal_slip_gain_n_per_mps"": 9.3010352518469, ""low_speed_blend_mps"": 0.07478260869565219, ""peak_friction_coefficient_at_80pct_fan"": 1.626086956521739, ""yaw_coupling_gain"": -0.13695652173913042}"
