step_id,repeat_index,amplitude,direction,start_time_us,command_samples,available_stationary_pre_samples,fan_frequency_gyro_hz,fan_amplitude_gyro_radps,fan_harmonic_amplitude_gyro_radps,fan_frequency_accel_x_hz,fan_amplitude_accel_x_mps2,fan_harmonic_amplitude_accel_x_mps2,fan_frequency_accel_y_hz,fan_amplitude_accel_y_mps2,fan_harmonic_amplitude_accel_y_mps2,pre_raw_mad_sigma_radps,pre_filtered_mad_sigma_radps,pre_raw_p95_abs_radps,pre_filtered_p95_abs_radps,pre_raw_centered_rms_radps,pre_filtered_centered_rms_radps,raw_threshold_radps,filtered_threshold_radps,raw_onset_samples,filtered_onset_samples,raw_y_plus_0_radps,filtered_y_plus_0_radps,raw_y_plus_4_radps,filtered_y_plus_4_radps,raw_y_plus_5_radps,filtered_y_plus_5_radps,raw_initial_slope_plus4_to_plus10_radps2,filtered_initial_slope_plus4_to_plus10_radps2,quality
76,8,0.650,CCW,101184349,350,392,149.250,0.022652969,0.000747287,149.250,0.179328446,0.005372566,149.250,0.231284070,0.002660691,0.040755096,0.023471222,0.039885427,0.032894617,0.027223904,0.019425795,0.101887739,0.058678056,4,4,-0.038305320,-0.038611724,0.115632720,0.127161031,0.256131716,0.278983433,202.283651,196.538023,sustained_launch
77,9,0.650,CW,101976349,350,401,149.250,0.007343289,0.000238601,149.250,0.046513269,0.001625938,149.250,0.063377855,0.003847617,0.039849428,0.039879746,0.041270056,0.044161406,0.027869694,0.027849299,0.099623570,0.099699365,5,5,-0.012486085,-0.006615787,0.074256779,0.071935355,0.234303468,0.238493045,226.020125,224.487683,sustained_launch
78,9,0.650,CCW,102813349,350,423,149.250,0.029282944,0.000952232,149.250,0.326240835,0.009901060,149.250,0.349295381,0.002487599,0.028981402,0.004153762,0.033033962,0.009325184,0.021470866,0.004652972,0.072453505,0.030000000,4,4,0.028849129,0.008538056,0.108261615,0.137420306,0.374598853,0.396313174,195.345975,191.254495,sustained_launch
79,10,0.650,CW,103603349,350,400,149.250,0.008578365,0.000308721,149.250,0.066751242,0.001798515,149.250,0.073593746,0.002070276,0.037132422,0.034550853,0.037637441,0.042535308,0.026038512,0.026002918,0.092831054,0.086377133,4,4,0.012453506,0.020829121,0.132183094,0.124289020,0.380194385,0.377120738,175.318328,175.405886,sustained_launch
80,10,0.650,CCW,104393349,350,383,149.250,0.016946023,0.000499694,149.250,0.128377064,0.003397312,149.250,0.181150331,0.004368183,0.037132422,0.027354110,0.039138542,0.035025759,0.025998140,0.021176875,0.092831055,0.068385275,4,4,0.033418400,0.029208303,0.114052614,0.109289312,0.385276770,0.369076982,162.010192,166.435745,sustained_launch
81,1,0.700,CW,105183349,350,391,149.250,0.007376223,0.000554847,149.250,0.054148992,0.001799294,149.250,0.063700526,0.004064448,0.042566433,0.040409142,0.042288161,0.046276154,0.028832765,0.028717525,0.106416082,0.101022855,5,5,0.012966632,0.016009157,0.032514318,0.034616397,0.165682938,0.171940468,238.411965,236.485358,sustained_launch
82,1,0.700,CCW,106034349,350,389,149.250,0.005148720,0.000549979,149.250,0.043789006,0.003148797,149.250,0.048723775,0.001147456,0.028981402,0.029874307,0.033020931,0.036195509,0.021654230,0.023087376,0.072453505,0.074685767,6,6,0.017446311,0.018092341,-0.010653490,-0.007862242,0.046767840,0.051795998,295.964215,294.557886,sustained_launch
83,2,0.700,CW,106858349,350,380,149.250,0.003562682,0.000618647,149.250,0.050062430,0.003919921,149.250,0.050650418,0.002442868,0.023547388,0.023948022,0.026185757,0.027355546,0.017289057,0.017648470,0.058868471,0.059870056,5,5,0.011524991,0.008625100,0.040846522,0.043441823,0.196006293,0.194440717,256.345228,256.883603,sustained_launch
84,2,0.700,CCW,107708349,350,387,149.250,0.031027937,0.000311592,149.250,0.292471895,0.012740444,149.250,0.342352699,0.003171256,0.033509747,0.007673930,0.036765942,0.015256717,0.024420493,0.007620042,0.083774368,0.030000000,5,4,-0.020883446,-0.001451513,0.073189804,0.044276927,0.262558023,0.237598707,268.213474,273.064716,sustained_launch
85,3,0.700,CW,108559349,350,384,149.250,0.030408098,0.001177540,149.250,0.268804132,0.007610117,149.250,0.385152365,0.002942109,0.030792740,0.009695788,0.035438329,0.020627857,0.023951525,0.010285362,0.076981849,0.030000000,5,4,0.036643769,0.025681810,0.065965302,0.090275784,0.284655042,0.312048453,265.202780,259.053860,sustained_launch
86,3,0.700,CCW,109383349,350,376,149.250,0.007787545,0.000292956,149.250,0.072248069,0.002926976,149.250,0.089392663,0.003016545,0.036226752,0.034168007,0.036093991,0.040513675,0.024628772,0.024587602,0.090566880,0.085420018,5,5,0.035511632,0.039408342,0.069720087,0.063143916,0.328726944,0.321840068,239.677338,241.104874,sustained_launch
87,4,0.700,CW,110215349,350,397,149.250,0.027217701,0.000821779,149.250,0.314018018,0.009172931,149.250,0.352519643,0.004915170,0.027170066,0.004304941,0.029402979,0.008127347,0.020044655,0.004434720,0.067925164,0.030000000,4,4,-0.010914126,-0.009190502,0.124697954,0.109584985,0.361713678,0.334140236,262.104810,268.952867,sustained_launch
88,4,0.700,CCW,111092349,350,394,149.250,0.007982020,0.000967813,149.250,0.058224454,0.000877806,149.250,0.075991149,0.002907055,0.038943759,0.036859301,0.040675480,0.045877236,0.027006065,0.027644341,0.097359397,0.092148252,6,6,0.026014715,0.017764207,-0.028963156,-0.025227993,0.048005860,0.045976876,289.768289,291.050867,sustained_launch
89,5,0.700,CW,111906349,350,384,149.250,0.003213108,0.000404395,149.250,0.041097931,0.004206432,149.250,0.046534088,0.001568938,0.024453057,0.026546891,0.027415631,0.028044843,0.017932118,0.018753388,0.061132643,0.066367229,5,5,0.004202753,0.006115381,0.028637363,0.028302756,0.163027707,0.165558142,258.701430,257.894872,sustained_launch
90,5,0.700,CCW,112753349,350,370,149.250,0.012667884,0.000511190,149.250,0.099088171,0.001586802,149.250,0.124025653,0.002042766,0.038038091,0.033279593,0.041562455,0.041967538,0.027690891,0.025671191,0.095095227,0.083198982,5,4,-0.051076477,-0.051374377,0.077205221,0.084370836,0.181052314,0.193213427,255.428925,252.336137,sustained_launch
91,6,0.700,CW,113615349,350,391,149.250,0.002565378,0.000759426,149.250,0.023178459,0.002740174,149.250,0.022560925,0.003042578,0.033509745,0.032587274,0.035373169,0.036326674,0.023563182,0.023526873,0.083774363,0.081468185,4,4,-0.028156816,-0.029997161,0.094016239,0.095607951,0.256506383,0.259219386,235.095850,234.655219,sustained_launch
92,6,0.700,CCW,114465349,350,385,149.250,0.001881177,0.000087603,149.250,0.015611393,0.003191911,149.250,0.020128161,0.001676376,0.024453057,0.023673267,0.028295278,0.028349569,0.018229638,0.018050114,0.061132643,0.059183166,4,4,-0.000195477,-0.001005128,0.082882191,0.084592283,0.311345781,0.312980334,265.115513,264.745539,sustained_launch
93,7,0.700,CW,115304349,350,398,149.250,0.002467817,0.000301125,149.250,0.025903919,0.002144613,149.250,0.023046747,0.001381276,0.032604077,0.031544606,0.031167973,0.030800250,0.020890180,0.020677370,0.081510191,0.078861515,6,6,-0.027627399,-0.029691244,0.024907012,0.025276937,0.071332768,0.069988985,264.199216,264.751812,sustained_launch
94,7,0.700,CCW,116187349,350,389,149.250,0.027257099,0.000809200,149.250,0.253689188,0.004871248,149.250,0.279993164,0.003444888,0.032604078,0.017396802,0.034355060,0.022914105,0.023166931,0.013808781,0.081510196,0.043492006,5,4,-0.030689870,-0.005635803,0.070713762,0.056324660,0.135465476,0.145728224,253.989047,249.417108,sustained_launch
95,8,0.700,CW,117050349,350,380,149.250,0.032976912,0.000153769,149.250,0.226659851,0.001610879,149.250,0.308082562,0.003629248,0.044377771,0.021624967,0.045225203,0.025315911,0.030624845,0.015484783,0.110944428,0.054062416,5,4,0.019759454,0.026582780,0.079624251,0.056438578,0.290983610,0.258771221,235.139492,242.884341,sustained_launch
96,8,0.700,CCW,117887349,350,376,149.250,0.005241140,0.000010915,149.250,0.037586171,0.002044682,149.250,0.042396632,0.004687910,0.037132421,0.035408966,0.040708059,0.041804324,0.027143805,0.026432408,0.092831053,0.088522416,5,5,0.037042869,0.035167478,0.030934216,0.029800000,0.236184930,0.231430836,250.716547,252.086753,sustained_launch
97,9,0.700,CW,118711349,350,393,149.250,0.026139827,0.000937839,149.250,0.317588389,0.010828813,149.250,0.323863946,0.001807466,0.028075732,0.004332420,0.028741617,0.008948788,0.019109019,0.004767978,0.070189330,0.030000000,5,4,0.027798440,0.003110997,0.048567856,0.072838877,0.278253185,0.287921340,259.050499,258.610652,sustained_launch
98,9,0.700,CCW,119565349,350,383,149.250,0.016198436,0.000340188,149.250,0.132547707,0.006666964,149.250,0.157631359,0.003107767,0.037132421,0.029012647,0.039592212,0.040494822,0.026275291,0.023492615,0.092831053,0.072531618,4,4,-0.042263730,-0.046667500,0.187421607,0.199500821,0.369459437,0.384743531,180.597933,177.024591,sustained_launch
99,10,0.700,CW,120408349,350,400,149.250,0.020086141,0.000497295,149.250,0.239877006,0.003471713,149.250,0.261231606,0.001870426,0.026264396,0.010305061,0.029350853,0.027386965,0.019375213,0.013750860,0.065660989,0.032386965,5,4,-0.018619173,-0.033858985,0.022919664,0.042134481,0.101110417,0.115262795,246.920452,244.549020,sustained_launch
100,10,0.700,CCW,121298349,350,391,149.250,0.027383436,0.000625736,149.250,0.211153644,0.000321736,149.250,0.299032559,0.002026394,0.038038090,0.020285826,0.038529305,0.023949612,0.026173435,0.015646680,0.095095226,0.050714566,5,4,-0.009936741,-0.024430505,0.060923625,0.084942467,0.249070123,0.273433136,249.712984,244.659168,sustained_launch
