model,family,physical_yaw_loss,params,feature_count,train_target_r2,train_target_rmse_nm,train_target_mae_nm,primary_baseline_rmse_nm,primary_corrected_rmse_nm,primary_rmse_delta_fraction,validation_baseline_rmse_nm,validation_corrected_rmse_nm,validation_rmse_delta_fraction,validation_worsened_abs_residual_fraction,selected_physical,best_nonzero_physical,selected_signed_diagnostic
E6_forward_contact_faded_loss_nnls_yaw0_0.1_vf0_0.1_vrel0_0.06,pure_loss_forward_contact_faded,True,loss = gate_vf(0.1)*gate_vrel(0.06) * [tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw|],2,0.019740522235402014,0.03562368236183796,0.0240687298062524,0.036866176895009706,0.036285391179697944,-0.015753890536731485,0.05023383204822011,0.05259678476569165,0.047039069510032894,0.7037593140900608,False,False,False
E2_smooth_coulomb_nnls_yaw0_1,pure_loss_smooth_coulomb,True,loss = tau_c * tanh(|yaw_rate|/1),1,-0.01198641020364044,0.03619558706789511,0.0243870220217851,0.036866176895009706,0.036731569127474495,-0.0036512537743893514,0.05023383204822011,0.05259763082083678,0.04705591184737079,0.6471661310918709,False,False,False
E3_coulomb_viscous_nnls_yaw0_1,pure_loss_coulomb_viscous,True,loss = tau_c * tanh(|yaw_rate|/1) + k_yaw * |yaw_rate|,2,-0.01198641020364044,0.03619558706789511,0.0243870220217851,0.036866176895009706,0.036731569127474495,-0.0036512537743893514,0.05023383204822011,0.05259763082083678,0.04705591184737079,0.6471661310918709,False,False,False
E6_forward_contact_faded_loss_nnls_yaw0_0.5_vf0_0.4_vrel0_0.06,pure_loss_forward_contact_faded,True,loss = gate_vf(0.4)*gate_vrel(0.06) * [tau_c*tanh(|yaw|/0.5) + k_yaw*|yaw|],2,0.02239092568574297,0.03557549051062913,0.023712227533342504,0.036866176895009706,0.0364230332295329,-0.012020331447408439,0.05023383204822011,0.052617224404024325,0.047445959398764614,0.6825842302457096,False,False,False
E6_forward_contact_faded_loss_nnls_yaw0_0.5_vf0_0.1_vrel0_0.06,pure_loss_forward_contact_faded,True,loss = gate_vf(0.1)*gate_vrel(0.06) * [tau_c*tanh(|yaw|/0.5) + k_yaw*|yaw|],2,0.016626573906510678,0.035680219611124754,0.023877246779319815,0.036866176895009706,0.03632096153690736,-0.01478903981975277,0.05023383204822011,0.05264743272698628,0.04804731354059011,0.6745435920463635,False,False,False
E5_contact_faded_loss_nnls_yaw0_0.5_vrel0_0.12,pure_loss_contact_faded,True,loss = gate_vrel(0.12) * [tau_c*tanh(|yaw|/0.5) + k_yaw*|yaw|],2,0.00798348524302539,0.03583667728725948,0.023967533524907176,0.036866176895009706,0.03658836947990128,-0.007535563448837879,0.05023383204822011,0.05266186510118761,0.048334617407582936,0.670867069867954,False,False,False
E6_forward_contact_faded_loss_nnls_yaw0_0.5_vf0_0.2_vrel0_0.06,pure_loss_forward_contact_faded,True,loss = gate_vf(0.2)*gate_vrel(0.06) * [tau_c*tanh(|yaw|/0.5) + k_yaw*|yaw|],2,0.021822595162950376,0.035585829868145506,0.02373646445777348,0.036866176895009706,0.03636623633572882,-0.013560954820583948,0.05023383204822011,0.05266953142405407,0.048487230149909744,0.6806477414647152,False,False,False
E6_forward_contact_faded_loss_nnls_yaw0_0.25_vf0_0.2_vrel0_0.06,pure_loss_forward_contact_faded,True,loss = gate_vf(0.2)*gate_vrel(0.06) * [tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw|],2,0.02528433048326184,0.03552280556040326,0.02377937082112879,0.036866176895009706,0.036346268579926254,-0.014102582878720682,0.05023383204822011,0.05269304202037342,0.048955253300060564,0.6939365449111039,False,False,False
E6_forward_contact_faded_loss_nnls_yaw0_1_vf0_0.4_vrel0_0.12,pure_loss_forward_contact_faded,True,loss = gate_vf(0.4)*gate_vrel(0.12) * [tau_c*tanh(|yaw|/1) + k_yaw*|yaw|],2,0.00679523478383437,0.03585813368623889,0.02397538436186279,0.036866176895009706,0.03654331093856778,-0.008757782434598682,0.05023383204822011,0.052726240588481965,0.04961613396066156,0.6621248052986823,False,False,False
E6_forward_contact_faded_loss_nnls_yaw0_0.1_vf0_0.4_vrel0_0.12,pure_loss_forward_contact_faded,True,loss = gate_vf(0.4)*gate_vrel(0.12) * [tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw|],2,0.02113033510887341,0.03559841975798497,0.02398694113911436,0.036866176895009706,0.0364271336470926,-0.0119091070703492,0.05023383204822011,0.05275740084061298,0.05023643806370304,0.7094284551590587,False,False,False
E5_contact_faded_loss_nnls_yaw0_0.25_vrel0_0.12,pure_loss_contact_faded,True,loss = gate_vrel(0.12) * [tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw|],2,0.014148798487800707,0.03572514250071076,0.02391215982196422,0.036866176895009706,0.0365446051855399,-0.008722675811641767,0.05023383204822011,0.05276293815223943,0.05034666878671734,0.6857275163829757,False,False,False
E5_contact_faded_loss_nnls_yaw0_0.1_vrel0_0.25,pure_loss_contact_faded,True,loss = gate_vrel(0.25) * [tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw|],2,0.010108951254388265,0.03579826538489381,0.02409542775462115,0.036866176895009706,0.036559717272891125,-0.00831275841244239,0.05023383204822011,0.052819144453144666,0.05146556214232034,0.6972762864319493,False,False,False
E6_forward_contact_faded_loss_nnls_yaw0_0.25_vf0_0.1_vrel0_0.06,pure_loss_forward_contact_faded,True,loss = gate_vf(0.1)*gate_vrel(0.06) * [tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw|],2,0.020599454402892903,0.035608071682662806,0.023882107145761333,0.036866176895009706,0.03628049677026208,-0.015886652050077554,0.05023383204822011,0.05282311341386517,0.051544571856663834,0.6873131919790073,False,False,False
E5_contact_faded_loss_nnls_yaw0_0.5_vrel0_0.25,pure_loss_contact_faded,True,loss = gate_vrel(0.25) * [tau_c*tanh(|yaw|/0.5) + k_yaw*|yaw|],2,-0.0002450813600796131,0.035984999166739584,0.024123899193354944,0.036866176895009706,0.036647243926102226,-0.0059385861878483714,0.05023383204822011,0.05282532450874881,0.0515885879070721,0.663079017161781,False,False,False
E5_contact_faded_loss_nnls_yaw0_0.05_vrel0_0.5,pure_loss_contact_faded,True,loss = gate_vrel(0.5) * [tau_c*tanh(|yaw|/0.05) + k_yaw*|yaw|],2,0.006424942270830236,0.03586481748475373,0.024235772695449718,0.036866176895009706,0.036566771083677244,-0.008121422847428228,0.05023383204822011,0.05285064327421361,0.05209260610422062,0.7047135259531594,False,False,False
E6_forward_contact_faded_loss_nnls_yaw0_1_vf0_0.2_vrel0_0.12,pure_loss_forward_contact_faded,True,loss = gate_vf(0.2)*gate_vrel(0.12) * [tau_c*tanh(|yaw|/1) + k_yaw*|yaw|],2,0.009990217193066364,0.03580041226054897,0.02392301817203393,0.036866176895009706,0.03644447477162864,-0.011438726738116078,0.05023383204822011,0.05290895342798965,0.053253380653931925,0.6617880246411181,False,False,False
E4_forward_faded_loss_nnls_yaw0_1_vf0_0.8,pure_loss_forward_faded,True,loss = gate_vf(0.8) * [tau_c*tanh(|yaw|/1) + k_yaw*|yaw|],2,-0.009866818779069808,0.036157661622713846,0.02434190752420395,0.036866176895009706,0.03669522433543024,-0.004637111140282313,0.05023383204822011,0.052927906598762425,0.05363067957778411,0.6488079367974966,False,False,False
E6_forward_contact_faded_loss_nnls_yaw0_1_vf0_0.1_vrel0_0.12,pure_loss_forward_contact_faded,True,loss = gate_vf(0.1)*gate_vrel(0.12) * [tau_c*tanh(|yaw|/1) + k_yaw*|yaw|],2,0.008928824472143493,0.035819597989099485,0.023986690860453665,0.036866176895009706,0.03637941521055952,-0.013203476070665632,0.05023383204822011,0.052934857567021244,0.05376905182563796,0.6586587710312505,False,False,False
E4_forward_faded_loss_nnls_yaw0_2_vf0_0.2,pure_loss_forward_faded,True,loss = gate_vf(0.2) * [tau_c*tanh(|yaw|/2) + k_yaw*|yaw|],2,-0.010456195675038638,0.036168211222712916,0.02435752746175086,0.036866176895009706,0.03665406794934654,-0.005753483640769885,0.05023383204822011,0.05293897398453731,0.05385099694804296,0.6440649425368004,False,False,False
E6_forward_contact_faded_loss_nnls_yaw0_0.1_vf0_0.2_vrel0_0.12,pure_loss_forward_contact_faded,True,loss = gate_vf(0.2)*gate_vrel(0.12) * [tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw|],2,0.023370931447999732,0.03555765468626515,0.023958775895937454,0.036866176895009706,0.03633327897161619,-0.014454927748845381,0.05023383204822011,0.052964419393730866,0.05435753622956008,0.7078989096726211,False,False,False
E5_contact_faded_loss_nnls_yaw0_0.5_vrel0_0.5,pure_loss_contact_faded,True,loss = gate_vrel(0.5) * [tau_c*tanh(|yaw|/0.5) + k_yaw*|yaw|],2,-0.0035381585507607838,0.036044186663759484,0.02419304352225016,0.036866176895009706,0.03666009224746915,-0.005590073745033619,0.05023383204822011,0.05303200133718265,0.05570288339294005,0.659472657620364,False,False,False
E5_contact_faded_loss_nnls_yaw0_0.25_vrel0_0.25,pure_loss_contact_faded,True,loss = gate_vrel(0.25) * [tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw|],2,0.007013621640952761,0.035854191208358956,0.02400460330998376,0.036866176895009706,0.036592575394680533,-0.007421477445528346,0.05023383204822011,0.05306664439853287,0.05639251943975743,0.6780657564233894,False,False,False
E6_forward_contact_faded_loss_nnls_yaw0_0.5_vf0_0.4_vrel0_0.12,pure_loss_forward_contact_faded,True,loss = gate_vf(0.4)*gate_vrel(0.12) * [tau_c*tanh(|yaw|/0.5) + k_yaw*|yaw|],2,0.016008912444777756,0.03569142330878034,0.023804555976755886,0.036866176895009706,0.03645834813260949,-0.011062409958094266,0.05023383204822011,0.053165577413758644,0.05836196933421922,0.6756942592930413,False,False,False
E5_contact_faded_loss_nnls_yaw0_0.1_vrel0_0.5,pure_loss_contact_faded,True,loss = gate_vrel(0.5) * [tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw|],2,0.00784212359414016,0.03583923054683554,0.02409987793697706,0.036866176895009706,0.03656144660668685,-0.00826585000095581,0.05023383204822011,0.053169050916980945,0.058431116024421303,0.6934594389795546,False,False,False
E6_forward_contact_faded_loss_nnls_yaw0_0.25_vf0_0.4_vrel0_0.12,pure_loss_forward_contact_faded,True,loss = gate_vf(0.4)*gate_vrel(0.12) * [tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw|],2,0.02169157744689576,0.035588212982916034,0.02377823890203221,0.036866176895009706,0.03642253835463898,-0.012033754995375623,0.05023383204822011,0.053191143666739424,0.05887091424123403,0.6909756816300184,False,False,False
E2_smooth_coulomb_nnls_yaw0_0.05,pure_loss_smooth_coulomb,True,loss = tau_c * tanh(|yaw_rate|/0.05),1,0.005615995084405578,0.035879414691067965,0.024213791100214092,0.036866176895009706,0.03655419510210778,-0.008462548036657358,0.05023383204822011,0.05320119460685939,0.059070997326878594,0.7017526626720738,False,False,False
E3_coulomb_viscous_nnls_yaw0_0.05,pure_loss_coulomb_viscous,True,loss = tau_c * tanh(|yaw_rate|/0.05) + k_yaw * |yaw_rate|,2,0.005615995084405578,0.035879414691067965,0.024213791100214092,0.036866176895009706,0.03655419510210778,-0.008462548036657358,0.05023383204822011,0.05320119460685939,0.059070997326878594,0.7017526626720738,False,False,False
E4_forward_faded_loss_nnls_yaw0_2_vf0_0.1,pure_loss_forward_faded,True,loss = gate_vf(0.1) * [tau_c*tanh(|yaw|/2) + k_yaw*|yaw|],2,-0.00898495683742584,0.03614187091188695,0.024335715533751134,0.036866176895009706,0.036595079100738545,-0.007353564082416608,0.05023383204822011,0.05324431509819586,0.0599293927464255,0.6439667148450108,False,False,False
E6_forward_contact_faded_loss_nnls_yaw0_0.1_vf0_0.1_vrel0_0.12,pure_loss_forward_contact_faded,True,loss = gate_vf(0.1)*gate_vrel(0.12) * [tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw|],2,0.02166632053822659,0.03558867236894553,0.02399100897901937,0.036866176895009706,0.03623223461054353,-0.017195769614830603,0.05023383204822011,0.053264589325162086,0.06033298980720225,0.7017245976172769,False,False,False
E8_signed_contact_relief_yaw0_0.1_vrel0_0.03,signed_contact_relief_not_pure_loss,False,loss_or_relief = tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw| + tau_h*high_vrel(0.03)*tanh(|yaw|/0.1) + k_h*high_vrel(0.03)*|yaw|,4,0.03938053265297259,0.03526500717323226,0.02352442658908132,0.036866176895009706,0.03607888738255093,-0.02135533377113863,0.05023383204822011,0.053275505841625964,0.060550303836786945,0.6831455313416499,False,False,True
E2_smooth_coulomb_nnls_yaw0_0.5,pure_loss_smooth_coulomb,True,loss = tau_c * tanh(|yaw_rate|/0.5),1,-0.004889827508794964,0.03606845251435819,0.024219121962924226,0.036866176895009706,0.03665627623088355,-0.00569358370747064,0.05023383204822011,0.053306324039549983,0.06116379870005839,0.6573397134557906,False,False,False
E3_coulomb_viscous_nnls_yaw0_0.5,pure_loss_coulomb_viscous,True,loss = tau_c * tanh(|yaw_rate|/0.5) + k_yaw * |yaw_rate|,2,-0.004889827508794964,0.03606845251435819,0.024219121962924226,0.036866176895009706,0.03665627623088355,-0.00569358370747064,0.05023383204822011,0.053306324039549983,0.06116379870005839,0.6573397134557906,False,False,False
E6_forward_contact_faded_loss_nnls_yaw0_0.5_vf0_0.2_vrel0_0.12,pure_loss_forward_contact_faded,True,loss = gate_vf(0.2)*gate_vrel(0.12) * [tau_c*tanh(|yaw|/0.5) + k_yaw*|yaw|],2,0.01841693251001797,0.035647724585030474,0.02377227311480523,0.036866176895009706,0.036358232110655024,-0.013778070500807482,0.05023383204822011,0.0533332259294975,0.06169933200203093,0.674557624573762,False,False,False
E5_contact_faded_loss_nnls_yaw0_0.25_vrel0_0.5,pure_loss_contact_faded,True,loss = gate_vrel(0.5) * [tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw|],2,0.003711280624008828,0.03591376125391813,0.02405306603119618,0.036866176895009706,0.036602496814040465,-0.007152357612783322,0.05023383204822011,0.05335533474856751,0.06213945010906263,0.673870030731235,False,False,False
E6_forward_contact_faded_loss_nnls_yaw0_0.5_vf0_0.1_vrel0_0.12,pure_loss_forward_contact_faded,True,loss = gate_vf(0.1)*gate_vrel(0.12) * [tau_c*tanh(|yaw|/0.5) + k_yaw*|yaw|],2,0.01594416834992407,0.035692597491613555,0.023869212664536513,0.036866176895009706,0.03628335695150938,-0.015809069249575924,0.05023383204822011,0.0533717081657083,0.06246539412872387,0.6699268905322537,False,False,False
E6_forward_contact_faded_loss_nnls_yaw0_0.25_vf0_0.2_vrel0_0.12,pure_loss_forward_contact_faded,True,loss = gate_vf(0.2)*gate_vrel(0.12) * [tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw|],2,0.02387086710250408,0.03554855255349422,0.02375150364379213,0.036866176895009706,0.03632212876640804,-0.01475737856276893,0.05023383204822011,0.05339289912605997,0.06288724051168204,0.68964259152716,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.05_vf0_0.8,pure_loss_forward_faded,True,loss = gate_vf(0.8) * [tau_c*tanh(|yaw|/0.05) + k_yaw*|yaw|],2,0.008219123088637703,0.03583242081631023,0.024181426329926387,0.036866176895009706,0.03651429551373939,-0.009544829730309012,0.05023383204822011,0.053421881097268614,0.06346418178864499,0.7051625668299117,False,False,False
E4_forward_faded_loss_nnls_yaw0_1_vf0_0.4,pure_loss_forward_faded,True,loss = gate_vf(0.4) * [tau_c*tanh(|yaw|/1) + k_yaw*|yaw|],2,-0.006354360008659077,0.036094726135207214,0.024265124254711265,0.036866176895009706,0.03662569546955345,-0.006523090966039535,0.05023383204822011,0.053422403019690326,0.06347457164744008,0.6508426532702805,False,False,False
E4_forward_faded_loss_nnls_yaw0_2_vf0_0.05,pure_loss_forward_faded,True,loss = gate_vf(0.05) * [tau_c*tanh(|yaw|/2) + k_yaw*|yaw|],2,-0.010475698546795309,0.0361685602633663,0.024380929939053105,0.036866176895009706,0.03659860589583274,-0.007257899291781,0.05023383204822011,0.05344237418159615,0.063872135621589,0.6428020150709344,False,False,False
E2_smooth_coulomb_nnls_yaw0_0.1,pure_loss_smooth_coulomb,True,loss = tau_c * tanh(|yaw_rate|/0.1),1,0.006618859631122853,0.035861317421996546,0.024090474618065464,0.036866176895009706,0.03655061410681347,-0.008559683015000985,0.05023383204822011,0.0535307210993208,0.06563084910456296,0.6903442178970854,False,False,False
E3_coulomb_viscous_nnls_yaw0_0.1,pure_loss_coulomb_viscous,True,loss = tau_c * tanh(|yaw_rate|/0.1) + k_yaw * |yaw_rate|,2,0.006618859631122853,0.035861317421996546,0.024090474618065464,0.036866176895009706,0.03655061410681347,-0.008559683015000985,0.05023383204822011,0.0535307210993208,0.06563084910456296,0.6903442178970854,False,False,False
E6_forward_contact_faded_loss_nnls_yaw0_0.25_vf0_0.1_vrel0_0.12,pure_loss_forward_contact_faded,True,loss = gate_vf(0.1)*gate_vrel(0.12) * [tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw|],2,0.021136799062282496,0.03559830222093439,0.023829391086692252,0.036866176895009706,0.036230243625560835,-0.01724977534990757,0.05023383204822011,0.053564971962705585,0.06631267770469651,0.6837208649649889,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.5_vf0_0.8,pure_loss_forward_faded,True,loss = gate_vf(0.8) * [tau_c*tanh(|yaw|/0.5) + k_yaw*|yaw|],2,-0.0022773939666169696,0.03602153804028622,0.024160385691447787,0.036866176895009706,0.03661233494216112,-0.006885497066090984,0.05023383204822011,0.053652234554073086,0.06804980560853102,0.6592341046545893,False,False,False
E2_smooth_coulomb_nnls_yaw0_0.25,pure_loss_smooth_coulomb,True,loss = tau_c * tanh(|yaw_rate|/0.25),1,0.002101269568873021,0.035942768011874855,0.024071688454611172,0.036866176895009706,0.036596078001492185,-0.007326468765305627,0.05023383204822011,0.05367845126683101,0.06857169915495143,0.6709231999775479,False,False,False
E3_coulomb_viscous_nnls_yaw0_0.25,pure_loss_coulomb_viscous,True,loss = tau_c * tanh(|yaw_rate|/0.25) + k_yaw * |yaw_rate|,2,0.002101269568873021,0.035942768011874855,0.024071688454611172,0.036866176895009706,0.036596078001492185,-0.007326468765305627,0.05023383204822011,0.05367845126683101,0.06857169915495143,0.6709231999775479,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.05_vf0_0.4,pure_loss_forward_faded,True,loss = gate_vf(0.4) * [tau_c*tanh(|yaw|/0.05) + k_yaw*|yaw|],2,0.011646454266926898,0.03577045357185421,0.02413726160431964,0.036866176895009706,0.036447739122647704,-0.011350180778268881,0.05023383204822011,0.053708013742783216,0.06916019648328242,0.7088250564809228,False,False,False
E8_signed_contact_relief_yaw0_0.1_vrel0_0.06,signed_contact_relief_not_pure_loss,False,loss_or_relief = tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw| + tau_h*high_vrel(0.06)*tanh(|yaw|/0.1) + k_h*high_vrel(0.06)*|yaw|,4,0.03859108197245098,0.03527949483842306,0.023543422040117,0.036866176895009706,0.03605136934923097,-0.02210176412105891,0.05023383204822011,0.0537186080541174,0.06937109640674466,0.6958309361099028,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.1_vf0_0.8,pure_loss_forward_faded,True,loss = gate_vf(0.8) * [tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw|],2,0.009476849115491182,0.03580969318240548,0.024042743772174358,0.036866176895009706,0.03650584078558309,-0.00977416536715503,0.05023383204822011,0.053791827106873885,0.07082866095579599,0.6933752438151636,False,False,False
E4_forward_faded_loss_nnls_yaw0_1_vf0_0.2,pure_loss_forward_faded,True,loss = gate_vf(0.2) * [tau_c*tanh(|yaw|/1) + k_yaw*|yaw|],2,-0.002681074831444974,0.03602879139242391,0.024188864608380118,0.036866176895009706,0.03652511457667747,-0.009251361194938745,0.05023383204822011,0.05386845373293968,0.07235405973469522,0.6518108976607777,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.25_vf0_0.8,pure_loss_forward_faded,True,loss = gate_vf(0.8) * [tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw|],2,0.0049845742745412425,0.035890804362313004,0.024010082384982936,0.036866176895009706,0.036549263596937796,-0.008596315776773888,0.05023383204822011,0.05400048790307012,0.0749824510946,0.6735753476558664,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.05_vf0_0.2,pure_loss_forward_faded,True,loss = gate_vf(0.2) * [tau_c*tanh(|yaw|/0.05) + k_yaw*|yaw|],2,0.014321238174657691,0.035722017941047436,0.02409892807886253,0.036866176895009706,0.03634690738089045,-0.014085255316765632,0.05023383204822011,0.05402232874529743,0.07541723461273464,0.7086005360425466,False,False,False
E7_signed_forward_relief_yaw0_0.1_vf0_0.8,signed_forward_relief_not_pure_loss,False,loss_or_relief = tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw| + tau_h*high_vf(0.8)*tanh(|yaw|/0.1) + k_h*high_vf(0.8)*|yaw|,4,0.04645001557819717,0.03513500473827934,0.023453622978938382,0.036866176895009706,0.03593230522461826,-0.025331394493413262,0.05023383204822011,0.05403553823878544,0.07568019471252008,0.7056256402340626,False,False,False
E7_signed_forward_relief_yaw0_0.1_vf0_0.4,signed_forward_relief_not_pure_loss,False,loss_or_relief = tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw| + tau_h*high_vf(0.4)*tanh(|yaw|/0.1) + k_h*high_vf(0.4)*|yaw|,4,0.04673575276695896,0.0351297401324127,0.023446532971861538,0.036866176895009706,0.03591256841747226,-0.025866758038220472,0.05023383204822011,0.05410052657689898,0.07697391122714237,0.7066780797889508,False,False,False
E4_forward_faded_loss_nnls_yaw0_1_vf0_0.1,pure_loss_forward_faded,True,loss = gate_vf(0.1) * [tau_c*tanh(|yaw|/1) + k_yaw*|yaw|],2,-0.0018371141838509075,0.03601362541194838,0.02419481490961526,0.036866176895009706,0.036455333850059723,-0.011144172777123429,0.05023383204822011,0.054110226522525326,0.077167007099602,0.6499586040441744,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.1_vf0_0.4,pure_loss_forward_faded,True,loss = gate_vf(0.4) * [tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw|],2,0.013265462795693628,0.03574114401678913,0.023979480806241578,0.036866176895009706,0.036430673528192986,-0.011813087320038052,0.05023383204822011,0.05413244451669555,0.0776092985447161,0.6966869202812118,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.5_vf0_0.4,pure_loss_forward_faded,True,loss = gate_vf(0.4) * [tau_c*tanh(|yaw|/0.5) + k_yaw*|yaw|],2,0.001631466672509907,0.03595122780294236,0.02407239778847915,0.036866176895009706,0.03653319627333708,-0.00903214408754438,0.05023383204822011,0.05413380677440151,0.07763641687613565,0.6616336668397345,False,False,False
E8_signed_contact_relief_yaw0_0.1_vrel0_0.12,signed_contact_relief_not_pure_loss,False,loss_or_relief = tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw| + tau_h*high_vrel(0.12)*tanh(|yaw|/0.1) + k_h*high_vrel(0.12)*|yaw|,4,0.039936224356937,0.03525480578370373,0.023492815465482618,0.036866176895009706,0.035982630213891656,-0.023966322399913587,0.05023383204822011,0.054172372286617025,0.07840413677014046,0.7059764534190253,False,False,False
E8_signed_contact_relief_yaw0_0.25_vrel0_0.03,signed_contact_relief_not_pure_loss,False,loss_or_relief = tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw| + tau_h*high_vrel(0.03)*tanh(|yaw|/0.25) + k_h*high_vrel(0.03)*|yaw|,4,0.04556893478089352,0.03515123337378607,0.02328503431572475,0.036866176895009706,0.03597748862763193,-0.024105788617806878,0.05023383204822011,0.054179109926487716,0.07853826231055772,0.6859099392391563,False,False,False
E7_signed_forward_relief_yaw0_0.1_vf0_0.2,signed_forward_relief_not_pure_loss,False,loss_or_relief = tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw| + tau_h*high_vf(0.2)*tanh(|yaw|/0.1) + k_h*high_vf(0.2)*|yaw|,4,0.04733789511112263,0.03511864329037672,0.02343995086283483,0.036866176895009706,0.03586619285052829,-0.02712470152056301,0.05023383204822011,0.05427841285963405,0.08051507612502062,0.7043206151860012,False,False,False
E4_forward_faded_loss_nnls_yaw0_1_vf0_0.05,pure_loss_forward_faded,True,loss = gate_vf(0.05) * [tau_c*tanh(|yaw|/1) + k_yaw*|yaw|],2,-0.004197761418028856,0.036056030231084425,0.024274459655757325,0.036866176895009706,0.036461498889505964,-0.010976945254079773,0.05023383204822011,0.05432041138954433,0.08135113676777572,0.6476853346056158,False,False,False
E8_signed_contact_relief_yaw0_0.1_vrel0_0.25,signed_contact_relief_not_pure_loss,False,loss_or_relief = tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw| + tau_h*high_vrel(0.25)*tanh(|yaw|/0.1) + k_h*high_vrel(0.25)*|yaw|,4,0.04116419603668209,0.035232252201229816,0.02346945775468325,0.036866176895009706,0.03595628459277952,-0.024680950911222688,0.05023383204822011,0.05433482907559246,0.08163814823913396,0.7095547479056453,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.05_vf0_0.1,pure_loss_forward_faded,True,loss = gate_vf(0.1) * [tau_c*tanh(|yaw|/0.05) + k_yaw*|yaw|],2,0.013720877670951204,0.035732895127862915,0.02411422737523916,0.036866176895009706,0.03624566434297441,-0.016831486318813038,0.05023383204822011,0.05442814501551201,0.0834957795627802,0.7022297686036232,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.25_vf0_0.4,pure_loss_forward_faded,True,loss = gate_vf(0.4) * [tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw|],2,0.008977785607037436,0.03581871319400462,0.023926791551066657,0.036866176895009706,0.03646821557266644,-0.010794754321192812,0.05023383204822011,0.05442949043453168,0.08352256268811242,0.6760310399506055,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.1_vf0_0.2,pure_loss_forward_faded,True,loss = gate_vf(0.2) * [tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw|],2,0.01605621084271014,0.03569056549235766,0.023933933334767468,0.036866176895009706,0.03631991872886795,-0.014817326127887664,0.05023383204822011,0.05447865626188359,0.08450130202268502,0.696939505774385,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.5_vf0_0.2,pure_loss_forward_faded,True,loss = gate_vf(0.2) * [tau_c*tanh(|yaw|/0.5) + k_yaw*|yaw|],2,0.004972743719987127,0.03589101772928496,0.024011400476697635,0.036866176895009706,0.03642232662425179,-0.012039498210567046,0.05023383204822011,0.05452235811145405,0.08537127048395043,0.6621809354082764,False,False,False
E7_signed_forward_relief_yaw0_0.1_vf0_0.1,signed_forward_relief_not_pure_loss,False,loss_or_relief = tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw| + tau_h*high_vf(0.1)*tanh(|yaw|/0.1) + k_h*high_vf(0.1)*|yaw|,4,0.047967163959778736,0.035107042787618864,0.023436052551909798,0.036866176895009706,0.03580423622670765,-0.02880528326347298,0.05023383204822011,0.0547027206080003,0.08896172912889555,0.7032822081585114,False,False,False
E8_signed_contact_relief_yaw0_0.25_vrel0_0.06,signed_contact_relief_not_pure_loss,False,loss_or_relief = tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw| + tau_h*high_vrel(0.06)*tanh(|yaw|/0.25) + k_h*high_vrel(0.06)*|yaw|,4,0.04633064952263255,0.035137203781724836,0.02322866742927471,0.036866176895009706,0.03591848473784738,-0.025706277053387794,0.05023383204822011,0.05470420629706157,0.08899130459627869,0.6910318117396124,False,False,False
