run_id,present,dataset_split,family,count,baseline_rmse_nm,corrected_rmse_nm,rmse_delta_nm,rmse_delta_pct,baseline_mae_nm,corrected_mae_nm,baseline_median_abs_nm,corrected_median_abs_nm,baseline_signed_median_nm,corrected_signed_median_nm,r2_vs_zero_correction,worsened_abs_residual_fraction,mean_prediction_nm,rmse_prediction_nm
2026-05-04_20-35-47,True,open_floor_fit_downweighted,open_floor,3456,0.0358459556,0.0376447122,0.00179875661,5.01801829,0.0288767965,0.0302094061,0.025485003,0.0268398668,0.0093600005,0.00940908117,-0.102878417,0.577256944,6.59204252e-05,0.00609891587
2026-05-04_16-57-53,True,open_floor_validation_only,open_floor,1761,0.0232778535,0.0233999828,0.000122129381,0.52465912,0.0179405186,0.0179671392,0.013238941,0.0130804072,-0.000686103,-0.00060287755,-0.0105207091,0.509937535,4.28830645e-05,0.00244694638
2026-04-22_12-10-34,True,open_floor_fit_downweighted,open_floor,2187,0.016217133,0.0158833785,-0.000333754464,-2.05803618,0.013081638,0.0127754894,0.011327229,0.011084751,-0.003115615,-0.00303430153,0.0407371724,0.434385002,-6.91368507e-05,0.00221051979
2026-04-22_01-06-32,True,primary_open_floor_fit_authoritative,open_floor,1031,0.0449752794,0.0283548324,-0.016620447,-36.9546276,0.0333561453,0.023656515,0.026813516,0.0228542934,0.009991152,0.00587605475,0.602528102,0.416100873,0.00950134615,0.0281416378
2026-04-21_05-32-06,True,primary_open_floor_fit_authoritative,open_floor,8880,0.0425841738,0.0303753731,-0.0122088008,-28.6698077,0.0365598928,0.0247476422,0.034704941,0.0217859004,0.0121550075,0.0046110467,0.491200367,0.161486486,0.00245703442,0.017012924
2026-04-21_00-16-10,True,primary_open_floor_fit_authoritative,open_floor,3757,0.0398239756,0.0301046613,-0.00971931432,-24.4056857,0.0283253319,0.0212475275,0.019252263,0.014930608,0.008941154,0.00124249889,0.428549965,0.331913761,0.00971632582,0.0257761565
2026-04-20_12-10-58,True,primary_open_floor_fit_authoritative,open_floor,2925,0.040354823,0.0290358054,-0.0113190176,-28.0487355,0.0270660043,0.0193765372,0.015359407,0.011897138,0.003674954,0.00133506565,0.482301554,0.356239316,0.00156086668,0.0318173602
2026-04-20_08-38-39,True,open_floor_fit_downweighted,open_floor,7284,0.0562253578,0.0487911163,-0.00743424148,-13.2222217,0.0422916187,0.0335169325,0.0368143275,0.0219288955,0.0001673695,0.00025387972,0.24696172,0.329352004,4.7988605e-05,0.0285478077
diag003,True,diag_validation_only,competition_diag,5580,0.0852381292,0.0639415819,-0.0212965473,-24.9847662,0.0749509422,0.0561824072,0.085086003,0.061971025,-0.0124400895,-0.00942685032,0.43727147,0.0693548387,-0.002413702,0.0254795523
