candidate_id,split,stage,log_parameter,measurement_dimension,count,accepted_count,rejected_count,rejected_rate,rejected_rate_penalty,finite_count,nonfinite_count,segment_count,score_partition,rms_nis,sqrt_mean_nis,accepted_only_rms_nis,accepted_only_sqrt_mean_nis,expected_rms_nis,guarded_rms_nis,under_expected_penalty,inflation_flag,physical_residual_rms,parameter_field,parameter_value_kind,parameter_value,launch_command_signature
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,1228,1228,0,0,0,1228,0,5,active_traction,0.296422052616,0.415340399685,0.296422052616,0.415340399685,1.73205080757,1.73205080757,1.43562875495,true,0.52532341172,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=-0.18,-0.18;linear=-0.18;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,1235,1235,0,0,0,1235,0,5,active_traction,0.305513413329,0.410897338792,0.305513413329,0.410897338792,1.73205080757,1.73205080757,1.42653739424,true,0.51803559669,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.18,0.18;linear=0.18;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,1233,1233,0,0,0,1233,0,5,active_traction,0.27901187826,0.394792571179,0.27901187826,0.394792571179,1.73205080757,1.73205080757,1.45303892931,true,0.501301337705,observed_drive_command_magnitude,observed_drive_command_magnitude,0.18,"pair=-0.18,-0.18;linear=-0.18;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,1226,1226,0,0,0,1226,0,5,active_traction,0.280337474172,0.387570047719,0.280337474172,0.387570047719,1.73205080757,1.73205080757,1.4517133334,true,0.492414113713,observed_drive_command_magnitude,observed_drive_command_magnitude,0.18,"pair=0.18,0.18;linear=0.18;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,1231,1231,0,0,0,1231,0,5,active_traction,0.308285008241,0.411180726436,0.308285008241,0.411180726436,1.73205080757,1.73205080757,1.42376579933,true,0.524718812464,observed_drive_command_magnitude,observed_drive_command_magnitude,0.19,"pair=-0.18,-0.18;linear=-0.18;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,1227,1227,0,0,0,1227,0,5,active_traction,0.306994960403,0.410964794799,0.306994960403,0.410964794799,1.73205080757,1.73205080757,1.42505584717,true,0.523716103419,observed_drive_command_magnitude,observed_drive_command_magnitude,0.19,"pair=0.18,0.18;linear=0.18;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,1231,1231,0,0,0,1231,0,5,active_traction,0.381745559797,0.46149180116,0.381745559797,0.46149180116,1.73205080757,1.73205080757,1.35030524777,true,0.584714323856,observed_drive_command_magnitude,observed_drive_command_magnitude,0.2,"pair=-0.2,-0.2;linear=-0.2;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,1233,1233,0,0,0,1233,0,5,active_traction,0.445874613234,0.484249983705,0.445874613234,0.484249983705,1.73205080757,1.73205080757,1.28617619434,true,0.615764594786,observed_drive_command_magnitude,observed_drive_command_magnitude,0.2,"pair=0.2,0.2;linear=0.2;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,1233,1233,0,0,0,1233,0,5,active_traction,0.385906811288,0.464843131388,0.385906811288,0.464843131388,1.73205080757,1.73205080757,1.34614399628,true,0.592611207836,observed_drive_command_magnitude,observed_drive_command_magnitude,0.21,"pair=-0.22,-0.22;linear=-0.22;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,1232,1232,0,0,0,1232,0,5,active_traction,0.389509543146,0.455633293733,0.389509543146,0.455633293733,1.73205080757,1.73205080757,1.34254126442,true,0.580988480003,observed_drive_command_magnitude,observed_drive_command_magnitude,0.21,"pair=0.22,0.22;linear=0.22;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,1233,1233,0,0,0,1233,0,5,active_traction,0.464110129958,0.496441358551,0.464110129958,0.496441358551,1.73205080757,1.73205080757,1.26794067761,true,0.632474928289,observed_drive_command_magnitude,observed_drive_command_magnitude,0.22,"pair=-0.22,-0.22;linear=-0.22;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,1233,1233,0,0,0,1233,0,5,active_traction,0.48260025295,0.52358695957,0.48260025295,0.52358695957,1.73205080757,1.73205080757,1.24945055462,true,0.664220606365,observed_drive_command_magnitude,observed_drive_command_magnitude,0.22,"pair=0.22,0.22;linear=0.22;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,1228,1228,0,0,0,1228,0,5,active_traction,0.434440558909,0.483423557923,0.434440558909,0.483423557923,1.73205080757,1.73205080757,1.29761024866,true,0.62194155134,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,"pair=-0.24,-0.24;linear=-0.24;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,1236,1236,0,0,0,1236,0,5,active_traction,0.440858806887,0.481802370295,0.440858806887,0.481802370295,1.73205080757,1.73205080757,1.29119200068,true,0.619600206523,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,"pair=0.24,0.24;linear=0.24;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,1233,1233,0,0,0,1233,0,5,active_traction,0.482458229024,0.504208155412,0.482458229024,0.504208155412,1.73205080757,1.73205080757,1.24959257854,true,0.646952961994,observed_drive_command_magnitude,observed_drive_command_magnitude,0.24,"pair=-0.24,-0.24;linear=-0.24;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,1229,1229,0,0,0,1229,0,5,active_traction,0.486607340977,0.504082716693,0.486607340977,0.504082716693,1.73205080757,1.73205080757,1.24544346659,true,0.652083772168,observed_drive_command_magnitude,observed_drive_command_magnitude,0.24,"pair=0.24,0.24;linear=0.24;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,6236,6236,0,0,0,6236,0,25,active_traction,1.1501483134,0.765955504262,1.1501483134,0.765955504262,1.73205080757,1.73205080757,0.581902494171,true,0.981109222973,observed_drive_command_magnitude,observed_drive_command_magnitude,0.25,"pair=-0.24,-0.24;linear=-0.24;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,6230,6230,0,0,0,6230,0,25,active_traction,1.02809732771,0.727719857929,1.02809732771,0.727719857929,1.73205080757,1.73205080757,0.70395347986,true,0.930409314569,observed_drive_command_magnitude,observed_drive_command_magnitude,0.25,"pair=0.24,0.24;linear=0.24;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,5000,5000,0,0,0,5000,0,20,active_traction,1.64923857278,0.98512722847,1.64923857278,0.98512722847,1.73205080757,1.73205080757,0.0828122347849,false,1.2669885502,observed_drive_command_magnitude,observed_drive_command_magnitude,0.3,"pair=-0.3,-0.3;linear=-0.3;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,5000,5000,0,0,0,5000,0,20,active_traction,1.53866145115,0.95196943327,1.53866145115,0.95196943327,1.73205080757,1.73205080757,0.19338935642,false,1.21912800761,observed_drive_command_magnitude,observed_drive_command_magnitude,0.3,"pair=0.3,0.3;linear=0.3;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,5000,4986,14,0.0028,0.0056,5000,0,20,active_traction,3.15417867799,1.19535596051,2.58151177018,1.15657097536,1.73205080757,3.15417867799,0,false,1.60366463082,observed_drive_command_magnitude,observed_drive_command_magnitude,0.35,"pair=-0.34,-0.34;linear=-0.34;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,forward_accel_nis,1,5000,5000,0,0,0,5000,0,20,active_traction,2.11781531456,1.12688333904,2.11781531456,1.12688333904,1.73205080757,2.11781531456,0,false,1.45922058746,observed_drive_command_magnitude,observed_drive_command_magnitude,0.35,"pair=0.34,0.34;linear=0.34;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,left_encoder_wheel_rate_nis,1,1228,1228,0,0,0,1228,0,5,active_traction,0.465728137978,0.623951635087,0.465728137978,0.623951635087,1.73205080757,1.73205080757,1.26632266959,true,0.63860525186,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=-0.18,-0.18;linear=-0.18;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,left_encoder_wheel_rate_nis,1,1235,1235,0,0,0,1235,0,5,active_traction,0.493475116789,0.634585453255,0.493475116789,0.634585453255,1.73205080757,1.73205080757,1.23857569078,true,0.649439041362,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.18,0.18;linear=0.18;yaw=0"
candidate_3_load_sensitive,all,SEC_20_LAUNCH,left_encoder_wheel_rate_nis,1,1233,1233,0,0,0,1233,0,5,active_traction,0.447945784194,0.64716486262,0.447945784194,0.64716486262,1.73205080757,1.73205080757,1.28410502338,true,0.662354662549,observed_drive_command_magnitude,observed_drive_command_magnitude,0.18,"pair=-0.18,-0.18;linear=-0.18;yaw=0"
