candidate_id,trial_id,baseline_candidate_id,baseline_trial_id,split,source_log_count,bootstrap_iterations,observed_delta_vs_baseline,ci_low,ci_high,probability_candidate_better
candidate_1_algebraic_envelope,candidate_1_algebraic_envelope:trial_039,baseline/current_holdover,baseline/current_holdover:fixed,held_out,1,500,-3.22592854925,-3.22592854925,-3.22592854925,1
candidate_2_stribeck,candidate_2_stribeck:trial_163,baseline/current_holdover,baseline/current_holdover:fixed,held_out,1,500,-3.14979290414,-3.14979290414,-3.14979290414,1
candidate_3_load_sensitive,candidate_3_load_sensitive:trial_156,baseline/current_holdover,baseline/current_holdover:fixed,held_out,1,500,-3.2070541559,-3.2070541559,-3.2070541559,1
