group,count,run_count,baseline_rmse_nm,standalone_rmse_nm,baseline_mae_nm,standalone_mae_nm,baseline_median_abs_nm,standalone_median_abs_nm,baseline_signed_median_nm,standalone_signed_median_nm,run_balanced_baseline_rmse_nm,run_balanced_standalone_rmse_nm,prediction_median_nm,rmse_improvement_fraction,variant_c_rmse_nm,force_domain_stribeck_rmse_nm,rational_reserve_reference_rmse_nm,rational_residual_reference_rmse_nm,prior_force_level_testbed_rmse_nm
primary_open_floor_fit_authoritative,47317,15,0.03686617689817292,0.01686519820724983,0.02548019573497897,0.012221379541191573,0.016044601999999998,0.009050277800235169,-0.001648731,-0.0005798032365271029,0.036363316104137566,0.016546677404625357,-0.0009201467595052772,0.5425292333991468,0.024120243843366647,0.027907821180421354,0.02577081816016731,0.021083018384621146,0.01956954005783589
open_floor_fit_downweighted,31165,9,0.04319407311475569,0.026674950438895863,0.027849684900465264,0.01726136948871435,0.013314393999999993,0.008711301765793,-0.000637863,-0.00011036234481172878,0.04144061576044249,0.02414154525748556,-0.0003961420638278454,0.38243956831699366,0.033092937468878494,0.04150718685740355,0.03502542782372301,0.03282316561347566,0.03545970779268185
open_floor_validation_only,14542,9,0.016930709105159827,0.007451336585780028,0.010368821407646818,0.0053737967193259965,0.005201232,0.004404506010665289,0.0008589390000000001,8.58295862095934e-05,0.01396477750956447,0.00781904158586097,0.0,0.5598922325403873,0.014417143137851248,0.01139376781450519,0.018486286258366312,0.011206860684196811,0.009527487919849564
diag_validation_only,11108,3,0.08462092512247131,0.023613192360191573,0.07380607165700397,0.018447075734806775,0.0823600235,0.01510134491630897,0.006359523000000001,0.002592226214056359,0.08439010276450122,0.023677942902594024,0.0038531501964651914,0.7209532710022213,0.03876675590868194,0.08441017836709906,0.05866585738673607,0.03848912769383371,0.025684577398624526
aux_downweighted_validation,14448,13,0.0512663739166604,0.020440865358861107,0.033056377596483943,0.010856353195015435,0.016359514999999998,0.00667700954553181,0.0012553225,0.0016899636124221365,0.05745404365918576,0.019401379866773125,0.0019017514478185298,0.6012812337363636,0.028529439179585198,0.048819706958314515,0.04380279520077506,0.027490242677710965,0.027296975430867794
validation_non_authoritative,71263,34,0.050233832045862625,0.022229095932902964,0.0325015115601785,0.013721833773936518,0.014290832,0.0073548501044759995,0.00043578499999999973,0.000431964781043303,0.04895637249560505,0.019074833696379447,0.0004757894691093375,0.5574875531572391,0.03034172395599833,,0.03913695258701344,0.029680153603611304,0.028675902743862298
