group,count,run_count,baseline_rmse_nm,standalone_rmse_nm,baseline_mae_nm,standalone_mae_nm,baseline_median_abs_nm,standalone_median_abs_nm,baseline_signed_median_nm,standalone_signed_median_nm,run_balanced_baseline_rmse_nm,run_balanced_standalone_rmse_nm,prediction_median_nm,rmse_improvement_fraction
high_speed_abs_vf_ge_0p7,144,17,0.0887927712378673,0.06562389593263929,0.05509694863888889,0.02914467342050249,0.027953972,0.014162381128379083,0.006193615499999999,0.0011446138957427164,0.08949674540146428,0.06095788873983967,0.0015829412538441157,0.2609319991056572
low_speed_yaw_abs_vf_lt_0p15_abs_yaw_ge_0p5,20694,45,0.0728316980209893,0.031489106906701037,0.060329324627621535,0.024621637817275475,0.052169427000000004,0.02061115694479433,0.003849286500000001,0.0016972439322798277,0.07089278766814455,0.028682590780622692,0.0006284751394842933,0.5676455751776346
limiter_active,31216,44,0.07460143692176592,0.03386204080898028,0.06141388810728472,0.02564728244638096,0.053156193500000004,0.020541299673094125,-0.0026020220000000003,0.00032597698695437365,0.07825920408479249,0.031706318877785564,-0.0008702920597419457,0.5460939868424893
hardware_saturation_evidence,5017,24,0.06367306127765009,0.046084180147274716,0.05109065277775563,0.03755621638015276,0.043237808999999995,0.034105302122882694,-0.003758486999999998,-0.0007480696492738131,0.061606949405016244,0.041355835511914504,-0.0007088931040845394,0.27623740365926547
open_floor_all,93024,33,0.03689427440568686,0.02022215182418075,0.023911735169687393,0.012911016598708278,0.0125315535,0.007678290873805983,-0.0006637645000000009,-0.0001727517248440206,0.0335050508091161,0.01759774413196734,-0.00039185552072464915,0.45188915760154585
diag_all,11108,3,0.08462092512247131,0.02103769865647195,0.07380607165700397,0.016276887636859333,0.0823600235,0.013472468991475636,0.006359523000000001,0.0022815316335265358,0.08439010276450122,0.0211201697449401,0.0029314139385166844,0.7513889309763013
aux_all,14448,13,0.0512663739166604,0.019535129922993794,0.033056377596483943,0.010316053906457262,0.016359514999999998,0.00681090828108672,0.0012553225,0.0015359496120123499,0.05745404365918576,0.018276431494121823,0.0012212977501719405,0.618948475764046
