group,count,run_count,baseline_rmse_nm,standalone_rmse_nm,baseline_mae_nm,standalone_mae_nm,baseline_median_abs_nm,standalone_median_abs_nm,baseline_signed_median_nm,standalone_signed_median_nm,run_balanced_baseline_rmse_nm,run_balanced_standalone_rmse_nm,prediction_median_nm,rmse_improvement_fraction,run_id,present,dataset_split,family,variant_c_rmse_nm,force_domain_stribeck_rmse_nm,rational_reserve_reference_rmse_nm,rational_residual_reference_rmse_nm,prior_force_level_testbed_rmse_nm
2026-05-04_20-35-47,3456,1,0.03584595564794367,0.011312437957915075,0.02887679646180556,0.008181929553927653,0.025485003500000002,0.006115544737096779,-0.009360000500000002,-0.0002247155846155503,0.03584595564794367,0.011312437957915075,-3.716259237886957e-05,0.6844152219285574,2026-05-04_20-35-47,True,open_floor_fit_downweighted,open_floor,0.028076443199331575,0.02095614161732105,0.034530682376903495,0.020127808869544805,0.016964678124879697
2026-05-04_16-57-53,1761,1,0.023277853459827615,0.009432852823132727,0.01794051859681999,0.00754056429591811,0.013238941,0.006387127642920353,0.000686103,0.0003332997050893874,0.023277853459827615,0.009432852823132727,-0.00030242706015813094,0.594771363286923,2026-05-04_16-57-53,True,open_floor_validation_only,open_floor,0.01934116142597289,0.015366476488899375,0.026700826690124125,0.015838560861422477,0.011275094881834886
2026-04-22_12-10-34,2187,1,0.016217132975038465,0.012262271145066214,0.013081637976680384,0.010241517377448843,0.011327229,0.009520958075208915,0.003115614,0.0005535295762794852,0.016217132975038465,0.012262271145066212,-0.0004210946933711221,0.24386935940277513,2026-04-22_12-10-34,True,open_floor_fit_downweighted,open_floor,0.014402919863369421,0.01348701867968651,0.01761823285918028,0.013202689482483838,0.012159883749152972
2026-04-22_01-06-32,1031,1,0.04497527945188074,0.012166928036932659,0.03335614529679923,0.009814173503517522,0.026813516,0.008759385342911163,-0.009991152,-0.0017342843332248412,0.04497527945188074,0.012166928036932659,-0.0009135434721250147,0.7294752098216508,2026-04-22_01-06-32,True,primary_open_floor_fit_authoritative,open_floor,0.018608488843215733,0.033937937440801695,0.018976872678118206,0.016861102635710126,0.01511997085818717
2026-04-21_05-32-06,8880,1,0.042584173842427964,0.01644549960190742,0.03655989283671171,0.013581569070411187,0.034704941,0.011840746966901967,-0.012155007499999999,-0.0008299260068696818,0.042584173842427964,0.01644549960190742,-0.0017509128715925582,0.6138119372055952,2026-04-21_05-32-06,True,primary_open_floor_fit_authoritative,open_floor,0.023754464601601764,0.027283610538090263,0.02697532019794098,0.017657454789089182,0.016411486644547828
2026-04-21_00-16-10,3757,1,0.039823975581998204,0.020618096020376002,0.028325331891935056,0.015646176582619707,0.019252262000000006,0.012272035839202765,-0.008941154,-0.0037808756159386863,0.039823975581998204,0.020618096020376002,-0.004015709589972951,0.4822692682220284,2026-04-21_00-16-10,True,primary_open_floor_fit_authoritative,open_floor,0.02774307957781035,0.03430247806398148,0.02852575395854002,0.026878339329649562,0.02694791897779314
2026-04-20_12-10-58,2925,1,0.040354823027093784,0.02228511996642398,0.02706600433162393,0.016794787518823313,0.015359406999999999,0.012823952878610868,-0.0036749550000000006,-0.0020921880195391767,0.040354823027093784,0.02228511996642398,-0.0020884055600311805,0.44777059358030147,2026-04-20_12-10-58,True,primary_open_floor_fit_authoritative,open_floor,0.02933811998534102,0.0356483649477145,0.030278981838700657,0.027977442201207736,0.02831442123611043
2026-04-20_08-38-39,7284,1,0.056225357740350174,0.034341284624845335,0.042291618711285006,0.02705641523262341,0.0368143275,0.025592787625152887,-0.00016737000000000013,4.543091558364813e-05,0.056225357740350174,0.03434128462484534,-0.00042936158715325555,0.38922070032112427,2026-04-20_08-38-39,True,open_floor_fit_downweighted,open_floor,0.04131229724660652,0.056141320109295866,0.042979737378658345,0.04248692457048695,0.044026014881039896
diag003,5580,1,0.08523812922561612,0.023404062603602994,0.07495094215143369,0.01868246805591077,0.085086003,0.015692682378765192,0.012440089500000001,0.004055885875057081,0.08523812922561612,0.023404062603602994,0.0048235272648133225,0.7254273079873097,diag003,True,diag_validation_only,competition_diag,0.03897045903766876,0.08503230164347471,0.05925178572270133,0.038712164739976,0.026234051082609632
