track_width_m,family,dyn_k_mps,static_k_mps,static_fwd_k_mps,drive_scale,lateral_dynamic_mu,lateral_static_yield_mu,longitudinal_dynamic_mu,launch_left_command,launch_right_command,primary_rmse_nm,open_floor_downweighted_rmse_nm,open_floor_validation_rmse_nm,diag_rmse_nm,aux_rmse_nm,validation_non_authoritative_rmse_nm
0.084635,yaw_static_yield_patch,0.160000,0.080000,0.100000,0.092750916890,0.656537998391,0.197375832777,0.176928555249,0.618742182602,-0.618742182602,0.016688023657,0.027951836497,0.007665310996,0.020029748380,0.019197677204,0.022156916394
0.073160,yaw_static_yield_patch,0.160000,0.080000,0.100000,0.107125175615,0.859923691251,0.196144372310,0.220894015334,0.647586279317,-0.647586279317,0.016676640322,0.027767199210,0.007657512738,0.021037698656,0.019535129923,0.022260000109
